ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	Data
366	PFBNC144	[WRC067-001]	20	35.3017378	-82.803234	Rockhouse Creek	0.002	0.021	0.002	0.011	0.003	0.958	0.002	0.2-2.1-0.2-1.1-0.3-95.8-0.2
367	PFBNC145	[WRC068-001]	20	35.5621703	-82.3555376	Rocky Fork	0.006	0.016	0.006	0.006	0.012	0.945	0.01	0.6-1.6-0.6-0.6-1.2-94.5-1
370	PFBNC148	[WRC071-001]	20	35.3216175	-82.6885368	Sutton Creek	0.054	0.039	0.202	0.012	0.011	0.666	0.018	5.4-3.9-20.2-1.2-1.1-66.6-1.8
371	PFBNC149	[WRC072-001]	20	35.2333527	-82.8211449	Tarkiln Branch	0.087	0.022	0.492	0.049	0.021	0.322	0.007	8.7-2.2-49.2-4.9-2.1-32.2-0.7
374	PFBNC152	[WRC077-001]	20	35.3352984	-82.8026901	UT Looking Glass Creek (@ Bennet Cove)	0.046	0.024	0.209	0.016	0.049	0.594	0.062	4.6-2.4-20.9-1.6-4.9-59.4-6.2
377	PFBNC155	[WRC080-001]	20	35.3387483	-82.7923259	UT to Looking Glass Creek (@ Cherry Cove)	0.064	0.016	0.104	0.007	0.066	0.696	0.047	6.4-1.6-10.4-0.7-6.6-69.6-4.7
378	PFBNC156	[WRC081-001]	20	35.148281	-82.594131	Wildcat Branch	0.031	0.012	0.593	0.011	0.008	0.336	0.009	3.1-1.2-59.3-1.1-0.8-33.6-0.9
379	PFBNC157	[WRC084-001]	20	35.2791541	-82.88750234	Chestnut Creek	0.235	0.009	0.415	0.007	0.032	0.227	0.074	23.5-0.9-41.5-0.7-3.2-22.7-7.4
380	PFBNC158	[D712-001]	86	36.1187367	-81.785994	Boone Fork	0.009	0.003	0.004	0.006	0.004	0.002	0.972	0.9-0.3-0.4-0.6-0.4-0.2-97.2
381	PFBNC159	[D904-001]	48	35.65536	-82.41322	Left Fork Beetree Creek	0.038	0.003	0.942	0.004	0.005	0.003	0.006	3.8-0.3-94.2-0.4-0.5-0.3-0.6
382	PFBNC16	[WRC088-001]	20	35.720176	-82.8363434	UT Friezland Creek	0.881	0.025	0.008	0.005	0.005	0.071	0.006	88.1-2.5-0.8-0.5-0.5-7.1-0.6
383	PFBNC160	[D905-001]	40	35.66236	-82.29021	Flat Creek	0.013	0.005	0.943	0.007	0.020	0.004	0.007	1.3-0.5-94.3-0.7-2-0.4-0.7
384	PFBNC161	[D908-001]	40	35.72633	-82.33578	North Fork Swannanoa River	0.030	0.005	0.943	0.011	0.004	0.003	0.005	3-0.5-94.3-1.1-0.4-0.3-0.5
386	PFBNC17	[WRC089-001]	20	35.1317496	-82.633079	Walker Branch	0.013	0.018	0.213	0.029	0.007	0.666	0.054	1.3-1.8-21.3-2.9-0.7-66.6-5.4
388	PFBNC19	[WRC050-001]	20	35.2919502	-82.815768	Cove Creek	0.007	0.003	0.976	0.003	0.004	0.003	0.005	0.7-0.3-97.6-0.3-0.4-0.3-0.5
389	PFBNC21	[WRC238-001]	20	35.520511	-83.1329804	Indian Creek	0.979	0.003	0.003	0.002	0.006	0.002	0.004	97.9-0.3-0.3-0.2-0.6-0.2-0.4
391	PFBNC23	[WRC034-001]	20	35.1911007	-82.8208899	(J) Sawmill Creek (above falls)	0.017	0.005	0.95	0.013	0.004	0.004	0.007	1.7-0.5-95-1.3-0.4-0.4-0.7
392	PFBNC24	[WRC371-001]	20	35.088828	-82.756712	South Prong Glady Fork	0.035	0.067	0.717	0.043	0.005	0.089	0.044	3.5-6.7-71.7-4.3-0.5-8.9-4.4
393	PFBNC25	[WRC372-001]	20	35.089306	-82.741648	Jane Cantrell Creek	0.026	0.012	0.929	0.009	0.004	0.01	0.01	2.6-1.2-92.9-0.9-0.4-1-1
394	PFBNC26	[WRC373-001]	20	35.108285	-82.701368	Hickory Flat Creek	0.003	0.003	0.002	0.003	0.003	0.983	0.002	0.3-0.3-0.2-0.3-0.3-98.3-0.2
396	PFBNC28	[WRC382-001]	20	35.120125	-82.75003	Laurel Branch (Murr Creek) Above Falls	0.026	0.054	0.626	0.04	0.006	0.21	0.038	2.6-5.4-62.6-4-0.6-21-3.8
398	PFBNC3	[WRC064-001]	20	35.3536568	-82.7777478	Pigeon Branch	0.013	0.008	0.059	0.009	0.049	0.85	0.012	1.3-0.8-5.9-0.9-4.9-85-1.2
400	PFBNC31	[WRC042-001]	20	35.462239	-82.689914	Beaverdam Creek	0.028	0.012	0.927	0.007	0.015	0.005	0.007	2.8-1.2-92.7-0.7-1.5-0.5-0.7
401	PFBNC32	[WRC051-001]	20	35.1232614	-82.7047303	East Fork French Broad River	0.018	0.015	0.912	0.025	0.004	0.017	0.009	1.8-1.5-91.2-2.5-0.4-1.7-0.9
403	PFBNC34	[WRC057-001]	19	35.361242	-82.683317	Laurel Creek	0.062	0.006	0.837	0.007	0.041	0.007	0.041	6.2-0.6-83.7-0.7-4.1-0.7-4.1
404	PFBNC35	[WRC060-001]	20	35.756372	-82.946969	Maple Springs Branch	0.933	0.006	0.004	0.004	0.006	0.021	0.026	93.3-0.6-0.4-0.4-0.6-2.1-2.6
405	PFBNC36	[WRC062-001]	20	35.798753	-82.368792	North Fork Ivy Creek	0.291	0.005	0.284	0.016	0.071	0.008	0.325	29.1-0.5-28.4-1.6-7.1-0.8-32.5
407	PFBNC38	[WRC065-001]	20	35.6694559	-82.3930353	Right Fork Beetree Creek	0.031	0.003	0.949	0.003	0.006	0.002	0.005	3.1-0.3-94.9-0.3-0.6-0.2-0.5
408	PFBNC39	[WRC066-001]	20	35.815297	-82.938686	Roaring Fork	0.872	0.009	0.005	0.056	0.007	0.047	0.005	87.2-0.9-0.5-5.6-0.7-4.7-0.5
409	PFBNC4	[WRC090-001]	20	35.33193	-82.65082	Woody Branch	0.007	0.004	0.972	0.003	0.008	0.004	0.004	0.7-0.4-97.2-0.3-0.8-0.4-0.4
412	PFBNC42	[WRC082-001]	20	35.3314292	-82.6493749	Woody Branch	0.009	0.004	0.968	0.003	0.010	0.003	0.004	0.9-0.4-96.8-0.3-1-0.3-0.4
413	PFBNC43	[WRC085-001]	20	35.2584604	-82.7535622	Mine Branch	0.005	0.003	0.976	0.004	0.004	0.003	0.004	0.5-0.3-97.6-0.4-0.4-0.3-0.4
414	PFBNC44	[WRC189-001]	20	35.87624	-82.234827	Ayles Creek	0.066	0.004	0.778	0.003	0.030	0.004	0.115	6.6-0.4-77.8-0.3-3-0.4-11.5
415	PFBNC45	[WRC190-001]	20	35.9652732	-82.4749537	Bald Mountain Creek	0.013	0.004	0.378	0.004	0.032	0.008	0.56	1.3-0.4-37.8-0.4-3.2-0.8-56
416	PFBNC46	[WRC196-001]	20	36.0968006	-82.1012793	Carvers Gap Creek	0.008	0.003	0.015	0.004	0.202	0.017	0.75	0.8-0.3-1.5-0.4-20.2-1.7-75
418	PFBNC48	[WRC198-001]	20	35.9602071	-82.0517815	Gouges Creek	0.054	0.011	0.035	0.009	0.123	0.004	0.764	5.4-1.1-3.5-0.9-12.3-0.4-76.4
419	PFBNC49	[WRC200-001]	20	36.083408	-82.115417	Holder Creek	0.051	0.004	0.081	0.007	0.049	0.005	0.803	5.1-0.4-8.1-0.7-4.9-0.5-80.3
420	PFBNC5	[WRC230-001]	20	35.4080126	-83.0011615	Cherry Cove Creek	0.945	0.006	0.007	0.021	0.005	0.006	0.01	94.5-0.6-0.7-2.1-0.5-0.6-1
421	PFBNC50	[WRC201-001]	20	36.082267	-82.063001	Jerry Creek	0.018	0.003	0.926	0.003	0.036	0.006	0.007	1.8-0.3-92.6-0.3-3.6-0.6-0.7
422	PFBNC51	[WRC203-001]	20	36.0956264	-82.0985289	Johns Camp Branch	0.012	0.005	0.051	0.005	0.244	0.012	0.671	1.2-0.5-5.1-0.5-24.4-1.2-67.1
423	PFBNC52	[WRC204-001]	20	35.9845092	-82.044634	Jones Creek	0.010	0.004	0.865	0.004	0.083	0.01	0.024	1-0.4-86.5-0.4-8.3-1-2.4
424	PFBNC53	[WRC209-001]	20	36.121701	-82.160219	Lyddies Creek	0.082	0.004	0.323	0.006	0.019	0.004	0.563	8.2-0.4-32.3-0.6-1.9-0.4-56.3
426	PFBNC55	[WRC212-001]	20	35.7970579	-82.2825554	Ogle Creek	0.004	0.003	0.967	0.005	0.007	0.003	0.011	0.4-0.3-96.7-0.5-0.7-0.3-1.1
427	PFBNC56	[WRC214-001]	20	35.7731193	-82.3226384	Raven Fork	0.008	0.002	0.949	0.005	0.008	0.003	0.024	0.8-0.2-94.9-0.5-0.8-0.3-2.4
428	PFBNC57	[WRC218-001]	20	36.116242	-82.050094	Roaring Creek	0.155	0.012	0.072	0.017	0.068	0.021	0.655	15.5-1.2-7.2-1.7-6.8-2.1-65.5
429	PFBNC58	[WRC220-001]	20	35.8482545	-82.2108422	Roaring Spout Branch (Above Falls)	0.036	0.004	0.705	0.003	0.237	0.003	0.012	3.6-0.4-70.5-0.3-23.7-0.3-1.2
431	PFBNC6	[WRC231-001]	20	35.4144916	-83.9934787	Deep Gap Creek	0.948	0.007	0.006	0.01	0.009	0.006	0.015	94.8-0.7-0.6-1-0.9-0.6-1.5
433	PFBNC61	[WRC228-001]	20	35.382768	-82.8093472	Bee Branch	0.977	0.004	0.005	0.003	0.005	0.003	0.004	97.7-0.4-0.5-0.3-0.5-0.3-0.4
435	PFBNC63	[WRC232-001]	19	35.4134934	-82.9919913	Deep Gap Creek	0.949	0.009	0.005	0.008	0.006	0.015	0.009	94.9-0.9-0.5-0.8-0.6-1.5-0.9
436	PFBNC64	[WRC233-001]	20	35.5284956	-83.1522215	Deep Gap Creek	0.944	0.004	0.01	0.003	0.015	0.005	0.019	94.4-0.4-1-0.3-1.5-0.5-1.9
437	PFBNC65	[WRC234-001]	20	35.54362	-83.1043	Fie Creek	0.913	0.004	0.02	0.009	0.004	0.043	0.005	91.3-0.4-2-0.9-0.4-4.3-0.5
438	PFBNC66	[WRC239-001]	20	35.5044723	-83.0939977	Johnson Branch	0.924	0.01	0.012	0.004	0.024	0.012	0.013	92.4-1-1.2-0.4-2.4-1.2-1.3
439	PFBNC67	[WRC240-001]	20	35.5194154	-83.158788	Long Branch	0.977	0.003	0.004	0.003	0.005	0.003	0.005	97.7-0.3-0.4-0.3-0.5-0.3-0.5
440	PFBNC68	[WRC241-001]	20	35.5350548	-83.1629576	Mashie Stomp Creek	0.978	0.003	0.005	0.003	0.004	0.003	0.005	97.8-0.3-0.5-0.3-0.4-0.3-0.5
441	PFBNC69	[WRC244-001]	20	35.435672	-82.934283	Nix Creek	0.972	0.006	0.003	0.005	0.005	0.004	0.006	97.2-0.6-0.3-0.5-0.5-0.4-0.6
442	PFBNC7	[WRC237-001]	20	35.400362	-82.7949057	Hungry Creek	0.940	0.004	0.003	0.002	0.042	0.002	0.005	94-0.4-0.3-0.2-4.2-0.2-0.5
443	PFBNC70	[WRC247-001]	20	35.4815135	-83.0456402	Plott Creek	0.888	0.024	0.007	0.007	0.054	0.015	0.006	88.8-2.4-0.7-0.7-5.4-1.5-0.6
444	PFBNC71	[WRC248-001]	20	35.4263574	-83.0215477	Rocky Branch	0.754	0.012	0.005	0.007	0.073	0.017	0.13	75.4-1.2-0.5-0.7-7.3-1.7-13
445	PFBNC72	[WRC251-001]	20	35.4159817	-83.0244455	Steestachee Creek	0.950	0.005	0.005	0.004	0.009	0.006	0.02	95-0.5-0.5-0.4-0.9-0.6-2
446	PFBNC73	[WRC255-001]	20	35.5108696	-83.1468679	Wolf Laurel Branch	0.924	0.006	0.011	0.003	0.008	0.022	0.026	92.4-0.6-1.1-0.3-0.8-2.2-2.6
447	PFBNC74	[WRC325-001]	20	36.3214084	-81.7397625	Ellison Branch	0.010	0.008	0.006	0.008	0.007	0.043	0.918	1-0.8-0.6-0.8-0.7-4.3-91.8
448	PFBNC75	[WRC328-001]	20	36.1862318	-81.7095216	Harrison Branch	0.017	0.01	0.007	0.016	0.032	0.072	0.846	1.7-1-0.7-1.6-3.2-7.2-84.6
449	PFBNC77	[WRC333-001]	20	36.3274908	-81.7776488	North Fork Cove Creek	0.007	0.091	0.022	0.015	0.014	0.091	0.76	0.7-9.1-2.2-1.5-1.4-9.1-76
450	PFBNC78	[WRC334-001]	20	36.1556859	-81.8987786	Ramp Branch	0.005	0.009	0.865	0.013	0.055	0.003	0.05	0.5-0.9-86.5-1.3-5.5-0.3-5
451	PFBNC79	[WRC335-001]	20	36.1253758	-81.8201683	Shanty Spring Branch	0.032	0.009	0.085	0.017	0.078	0.034	0.746	3.2-0.9-8.5-1.7-7.8-3.4-74.6
452	PFBNC80	[WRC337-001]	20	36.1505828	-81.9007725	UT to Elk River (upstream of Ramp Branch)	0.033	0.027	0.6	0.015	0.041	0.027	0.257	3.3-2.7-60-1.5-4.1-2.7-25.7
453	PFBNC81	[WRC365-001]	20	35.4886448	-83.1133433	East Fork Campbell Creek	0.926	0.005	0.012	0.004	0.028	0.01	0.014	92.6-0.5-1.2-0.4-2.8-1-1.4
454	PFBNC82	[WRC367-001]	20	35.449162	-82.7433732	Stony Fork	0.045	0.004	0.794	0.005	0.033	0.003	0.116	4.5-0.4-79.4-0.5-3.3-0.3-11.6
455	PFBNC83	[WRC368-001]	20	35.3007729	-82.8198306	UT Cove Creek	0.011	0.003	0.973	0.003	0.004	0.002	0.004	1.1-0.3-97.3-0.3-0.4-0.2-0.4
457	PFBNC86	[WRC192-001]	20	35.740517	-82.21605	Big Lost Cove Creek	0.008	0.006	0.762	0.004	0.086	0.015	0.119	0.8-0.6-76.2-0.4-8.6-1.5-11.9
458	PFBNC87	[WRC193-001]	20	35.7732736	-82.2913318	Big Poplar Creek	0.017	0.078	0.544	0.057	0.237	0.049	0.018	1.7-7.8-54.4-5.7-23.7-4.9-1.8
460	PFBNC89	[WRC195-001]	20	36.095653	-82.187814	Broad Branch	0.040	0.012	0.429	0.004	0.025	0.199	0.291	4-1.2-42.9-0.4-2.5-19.9-29.1
462	PFBNC90	[WRC199-001]	20	35.710219	-82.251292	Hemphill Creek	0.029	0.017	0.141	0.006	0.089	0.584	0.135	2.9-1.7-14.1-0.6-8.9-58.4-13.5
464	PFBNC92	[WRC205-001]	20	36.073842	-82.096161	Little Rock Creek	0.056	0.043	0.161	0.009	0.070	0.181	0.48	5.6-4.3-16.1-0.9-7-18.1-48
465	PFBNC93	[WRC206-001]	20	35.8202383	-82.1830178	Little Whiteoak Creek	0.018	0.023	0.354	0.01	0.049	0.441	0.104	1.8-2.3-35.4-1-4.9-44.1-10.4
466	PFBNC94	[WRC207-001]	20	35.8209539	-82.183294	Little Whiteoak Creek	0.029	0.032	0.461	0.025	0.047	0.366	0.041	2.9-3.2-46.1-2.5-4.7-36.6-4.1
467	PFBNC95	[WRC208-001]	20	35.734181	-82.237019	Lower Creek	0.053	0.012	0.147	0.005	0.041	0.612	0.129	5.3-1.2-14.7-0.5-4.1-61.2-12.9
468	PFBNC96	[WRC210-001]	20	35.7431237	-82.2121026	Neals Creek	0.059	0.029	0.066	0.003	0.030	0.723	0.089	5.9-2.9-6.6-0.3-3-72.3-8.9
469	PFBNC97	[WRC213-001]	19	35.9954945	-82.0266517	Pyatt Creek	0.038	0.048	0.089	0.015	0.146	0.35	0.315	3.8-4.8-8.9-1.5-14.6-35-31.5
470	PFBNC98	[WRC215-001]	20	36.077086	-82.087278	Reuban Creek	0.022	0.005	0.111	0.005	0.176	0.051	0.629	2.2-0.5-11.1-0.5-17.6-5.1-62.9
471	PFBNC99	[WRC216-001]	20	36.0899691	-82.2272378	Right Fork Beans Creek	0.036	0.02	0.649	0.012	0.057	0.136	0.089	3.6-2-64.9-1.2-5.7-13.6-8.9
472	SCS1	[LR_2013_331]	30	35.599257	-83.49679	Sweet Creek Site 1	0.953	0.003	0.014	0.003	0.006	0.004	0.017	95.3-0.3-1.4-0.3-0.6-0.4-1.7
473	SiCS2	[FC_2014_188]	50	35.580724	-83.567498	Silers Creek Site 2	0.977	0.003	0.005	0.003	0.003	0.003	0.005	97.7-0.3-0.5-0.3-0.3-0.3-0.5
474	STB	[LR_2013_361]	30	35.589128	-83.514027	Spud Town Branch	0.955	0.003	0.022	0.003	0.007	0.003	0.007	95.5-0.3-2.2-0.3-0.7-0.3-0.7
475	TN01	[TN01-001]	34	36.19179	-82.10446	George Creek	0.005	0.003	0.01	0.003	0.005	0.003	0.971	0.5-0.3-1-0.3-0.5-0.3-97.1
476	TN02	[TN02-001]	34	36.17373	-82.21049	Clarke Creek	0.013	0.002	0.008	0.003	0.003	0.002	0.968	1.3-0.2-0.8-0.3-0.3-0.2-96.8
477	TN03	[TN03-001]	32	36.12929	-82.09356	Toms Creek	0.008	0.003	0.006	0.002	0.005	0.003	0.973	0.8-0.3-0.6-0.2-0.5-0.3-97.3
478	TN04	[TN04-001]	50	36.1452	-82.04849	Left Prong Hampton Creek (lower)	0.007	0.003	0.014	0.003	0.006	0.004	0.964	0.7-0.3-1.4-0.3-0.6-0.4-96.4
479	TN05	[TN05-001]	50	36.13995	-82.04641	Left Prong Hampton Creek (upper)	0.006	0.003	0.016	0.003	0.004	0.004	0.963	0.6-0.3-1.6-0.3-0.4-0.4-96.3
480	TN09	[TN09-001]	15	35.80358	-83.02765	Deep Gap Creek	0.040	0.004	0.871	0.007	0.009	0.004	0.066	4-0.4-87.1-0.7-0.9-0.4-6.6
481	TN10	[TN10-001]	30	36.1481741	-82.1020676	Five Poplar Branch	0.003	0.003	0.021	0.004	0.005	0.003	0.96	0.3-0.3-2.1-0.4-0.5-0.3-96
482	TN11	[TN11-001]	36	35.27136	-84.13839	Bald River	0.032	0.005	0.015	0.003	0.863	0.016	0.066	3.2-0.5-1.5-0.3-86.3-1.6-6.6
483	TN12	[TN12-001]	36	35.27077	-84.13883	Brookshire Creek	0.058	0.021	0.023	0.005	0.031	0.09	0.772	5.8-2.1-2.3-0.5-3.1-9-77.2
489	TN07	[TN07-001]	21	36.4715	-81.97623	Lindy Camp Branch	0.005	0.005	0.006	0.002	0.008	0.004	0.97	0.5-0.5-0.6-0.2-0.8-0.4-97
491	TN16	[TN16-001]	22	36.46861	-81.97776	Big Spur Branch	0.006	0.002	0.02	0.003	0.003	0.002	0.964	0.6-0.2-2-0.3-0.3-0.2-96.4
492	TN17	[TN17-001]	22	36.48027	-81.97548	Bakers Ridge Creek	0.006	0.003	0.005	0.003	0.003	0.005	0.975	0.6-0.3-0.5-0.3-0.3-0.5-97.5
493	TN20	[TN20-001]	20	36.60794	-81.6842	Whetstone Branch	0.005	0.002	0.004	0.006	0.005	0.002	0.975	0.5-0.2-0.4-0.6-0.5-0.2-97.5
494	TN08	[TN08-001]	21	36.61068	-81.65772	Bearpen Branch	0.024	0.007	0.023	0.007	0.017	0.009	0.913	2.4-0.7-2.3-0.7-1.7-0.9-91.3
495	TN108	[TN108-001]	30	35.798245	-82.998145	Middle Prong Gulf Ck.	0.102	0.007	0.861	0.005	0.011	0.007	0.007	10.2-0.7-86.1-0.5-1.1-0.7-0.7
496	TN109	[TN109-001]	30	35.790545	-83.00505	Brown Gap Creek	0.108	0.005	0.854	0.014	0.011	0.003	0.004	10.8-0.5-85.4-1.4-1.1-0.3-0.4
497	TN110	[TN110-001]	30	35.87983	-82.95747	Dry Fork	0.021	0.006	0.015	0.003	0.007	0.004	0.944	2.1-0.6-1.5-0.3-0.7-0.4-94.4
498	TN111	[TN111-001]	30	35.86268	-82.92706	Wolf Creek	0.949	0.004	0.008	0.009	0.010	0.011	0.008	94.9-0.4-0.8-0.9-1-1.1-0.8
499	TN112	[TN112-001]	30	35.95184	-82.827325	Sawmill Branch	0.004	0.004	0.005	0.003	0.003	0.006	0.975	0.4-0.4-0.5-0.3-0.3-0.6-97.5
500	TN122	[TN122-001]	30	36.560025	-81.709925	Gentry Creek	0.059	0.004	0.01	0.003	0.012	0.003	0.909	5.9-0.4-1-0.3-1.2-0.3-90.9
501	TN021	[TN021-001]	30	35.356325	-84.06547	Falls Branch	0.016	0.005	0.013	0.005	0.006	0.942	0.012	1.6-0.5-1.3-0.5-0.6-94.2-1.2
502	TN025	[TN025-001]	20	35.33309	-84.05855	Sugar Cove Branch	0.023	0.19	0.027	0.01	0.008	0.736	0.007	2.3-19-2.7-1-0.8-73.6-0.7
503	TN065	[TN065-001]	30	36.069215	-82.596455	Ft. Davie Creek	0.016	0.043	0.12	0.012	0.064	0.666	0.079	1.6-4.3-12-1.2-6.4-66.6-7.9
504	TN084	[TN084-001]	30	36.063575	-82.59212	Rocky Fork	0.010	0.052	0.149	0.009	0.230	0.427	0.124	1-5.2-14.9-0.9-23-42.7-12.4
505	BarboursCreek	[VA02-001]	20	37.595815	-80.087905	Barbours Creek	0.009	0.836	0.009	0.033	0.009	0.099	0.006	0.9-83.6-0.9-3.3-0.9-9.9-0.6
506	EwinsRun	[VA03-001]	20	37.539766	-80.293413	Ewins Run	0.007	0.806	0.013	0.089	0.009	0.053	0.023	0.7-80.6-1.3-8.9-0.9-5.3-2.3
507	PicklesBranch	[VA04-001]	20	37.381798	-80.191154	Pickles Branch	0.004	0.69	0.014	0.241	0.010	0.034	0.006	0.4-69-1.4-24.1-1-3.4-0.6
508	PaulsCreek	[VA15-001]	19	36.644512	-80.695658	Pauls Creek	0.012	0.007	0.051	0.005	0.009	0.003	0.913	1.2-0.7-5.1-0.5-0.9-0.3-91.3
509	PDER1	[WRC344-001]	20	36.1995485	-81.5754174	Elk Creek	0.020	0.03	0.019	0.004	0.011	0.087	0.829	2-3-1.9-0.4-1.1-8.7-82.9
510	PDER10	[WRC346-001]	18	36.436478	-81.074403	Horse Cove Branch	0.007	0.004	0.007	0.004	0.008	0.026	0.944	0.7-0.4-0.7-0.4-0.8-2.6-94.4
511	PDER11	[WRC347-001]	20	36.1049213	-81.542613	Joes Fork	0.029	0.012	0.008	0.007	0.005	0.033	0.906	2.9-1.2-0.8-0.7-0.5-3.3-90.6
512	PDER12	[WRC348-001]	20	36.1775762	-81.5366649	Laurel Creek	0.047	0.027	0.007	0.023	0.012	0.018	0.866	4.7-2.7-0.7-2.3-1.2-1.8-86.6
513	PDER13	[WRC349-001]	20	36.2654934	-81.4159139	Little Fork	0.091	0.021	0.016	0.006	0.549	0.005	0.312	9.1-2.1-1.6-0.6-54.9-0.5-31.2
514	PDER14	[WRC350-001]	10	36.449842	-80.943961	Long Creek	0.201	0.006	0.113	0.019	0.013	0.016	0.632	20.1-0.6-11.3-1.9-1.3-1.6-63.2
515	PDER15	[WRC351-001]	19	36.264472	-81.398458	North Prong Lewis Fork	0.080	0.027	0.045	0.025	0.401	0.025	0.398	8-2.7-4.5-2.5-40.1-2.5-39.8
516	PDER16	[WRC352-001]	20	36.0942326	-81.6082065	Ooten Creek	0.009	0.005	0.007	0.005	0.017	0.004	0.953	0.9-0.5-0.7-0.5-1.7-0.4-95.3
518	PDER18	[WRC354-001]	20	36.1298035	-81.5893463	Rockhouse Creek	0.018	0.068	0.021	0.02	0.101	0.03	0.742	1.8-6.8-2.1-2-10.1-3-74.2
519	PDER19	[WRC355-001]	20	36.1674302	-81.5537206	South Fork Laurel Creek	0.064	0.01	0.008	0.017	0.030	0.006	0.866	6.4-1-0.8-1.7-3-0.6-86.6
520	PDER2	[WRC358-001]	20	36.3966103	-81.1151767	UT Harris Creek	0.005	0.002	0.018	0.014	0.005	0.002	0.953	0.5-0.2-1.8-1.4-0.5-0.2-95.3
524	PDER23	[WRC357-001]	20	36.448497	-80.961789	Stewart Fork	0.020	0.006	0.134	0.014	0.048	0.023	0.756	2-0.6-13.4-1.4-4.8-2.3-75.6
525	PDER24	[WRC361-001]	20	36.1151725	-81.6361518	UT Yadkin River (@ Caldwell/Watauga Co. line @ SR 1500)	0.013	0.005	0.015	0.035	0.006	0.003	0.923	1.3-0.5-1.5-3.5-0.6-0.3-92.3
526	PDER25	[D704-001]	26	36.1246884	-81.6368065	Martin Branch	0.011	0.007	0.005	0.033	0.006	0.004	0.933	1.1-0.7-0.5-3.3-0.6-0.4-93.3
527	PDER26	[D705-001]	25	36.1181424	-81.6302791	Yadkin River	0.037	0.007	0.009	0.022	0.040	0.003	0.882	3.7-0.7-0.9-2.2-4-0.3-88.2
529	PDER3	[WRC360-001]	20	36.4397214	-80.9656906	UT Mitchell River (@ Surry/Alleghany Co. line)	0.024	0.004	0.018	0.003	0.007	0.003	0.941	2.4-0.4-1.8-0.3-0.7-0.3-94.1
530	PDER4	[WRC364-001]	20	36.4198925	-81.1152104	UT Garden Creek	0.009	0.005	0.017	0.008	0.003	0.003	0.955	0.9-0.5-1.7-0.8-0.3-0.3-95.5
531	PDER5	[WRC340-001]	20	36.1235508	-81.5949909	(B) Spanish Oak Branch	0.140	0.007	0.012	0.011	0.104	0.006	0.72	14-0.7-1.2-1.1-10.4-0.6-72
532	PDER6	[WRC341-001]	20	36.431669	-80.952903	Bear Creek (UT Mitchell R. on Devotion Estate)	0.007	0.023	0.086	0.056	0.066	0.012	0.751	0.7-2.3-8.6-5.6-6.6-1.2-75.1
534	PDER8	[WRC343-001]	20	36.1501125	-81.5394676	Dugger Creek	0.065	0.009	0.011	0.035	0.033	0.003	0.843	6.5-0.9-1.1-3.5-3.3-0.3-84.3
535	PDER9	[WRC345-001]	20	36.3989175	-81.1229172	Harris Creek	0.023	0.003	0.035	0.009	0.004	0.002	0.924	2.3-0.3-3.5-0.9-0.4-0.2-92.4
536	SFStewartsCreek	[VA16-001]	24	36.592978	-80.79188	SF Stewarts Creek	0.005	0.003	0.006	0.002	0.006	0.003	0.976	0.5-0.3-0.6-0.2-0.6-0.3-97.6
537	FridleyGap2010	[AW1-001]	30	38.497356	-78.717291	Mountain Run	0.008	0.946	0.009	0.008	0.007	0.007	0.013	0.8-94.6-0.9-0.8-0.7-0.7-1.3
538	DryRun2010	[AW1-031]	30	38.558933	-79.092305	Dry Run, N.F.	0.004	0.949	0.015	0.004	0.005	0.015	0.008	0.4-94.9-1.5-0.4-0.5-1.5-0.8
539	SkidmoreFork2010	[AW1-061]	30	38.366106	-79.207234	Skidmore fork North River, N.F.	0.007	0.881	0.005	0.01	0.006	0.078	0.014	0.7-88.1-0.5-1-0.6-7.8-1.4
540	ElkCreek2012	[AW1-091]	30	37.56566	-79.48229	East Fork Elk Creek	0.006	0.879	0.024	0.043	0.016	0.02	0.012	0.6-87.9-2.4-4.3-1.6-2-1.2
541	LittleStonyCreek2013	[AW2-025]	30	38.94517	-78.63751	Little Stony Creek	0.014	0.007	0.009	0.009	0.012	0.008	0.941	1.4-0.7-0.9-0.9-1.2-0.8-94.1
542	LittleWilsonCreek2012	[AW2-055]	21	37.98309	-79.75844	Little Wilson Creek	0.012	0.904	0.022	0.029	0.010	0.014	0.008	1.2-90.4-2.2-2.9-1-1.4-0.8
543	NorthForkTyeRiver2012	[AW2-085]	30	37.87248	-79.05521	North Fork Tye River	0.007	0.882	0.006	0.051	0.004	0.038	0.012	0.7-88.2-0.6-5.1-0.4-3.8-1.2
544	NobusinessCreek2013	[AW3-019]	30	37.24217	-80.90196	No Business Creek	0.011	0.022	0.056	0.01	0.046	0.078	0.778	1.1-2.2-5.6-1-4.6-7.8-77.8
545	CarrickCreek	[AW4-001]	25	35.033222	-82.702944	Carrick Creek	0.030	0.027	0.061	0.011	0.163	0.455	0.253	3-2.7-6.1-1.1-16.3-45.5-25.3
546	EmoryCreek	[AW4-031]	28	35.033139	-82.761028	Emory Creek	0.033	0.02	0.29	0.007	0.131	0.226	0.293	3.3-2-29-0.7-13.1-22.6-29.3
547	FallsCreek	[AW4-061]	30	35.143528	-82.538944	Falls Creek	0.029	0.011	0.833	0.007	0.033	0.079	0.008	2.9-1.1-83.3-0.7-3.3-7.9-0.8
