ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	Data
532	PDER6	WRC341-001	20	36.431669	-80.952903	Bear Creek (UT Mitchell R. on Devotion Estate)	0.0014	0.0012	0.9972	0	0.1-0.1-99.7-0
534	PDER8	WRC343-001	20	36.1501125	-81.5394676	Dugger Creek	0	0	1	0	0-0-100-0
535	PDER9	WRC345-001	20	36.3989175	-81.1229172	Harris Creek	0.9676	0	0.0324	0	96.8-0-3.2-0
536	SFStewartsCreek	VA16-001	24	36.592978	-80.79188	SF Stewarts Creek	0	0	1	0	0-0-100-0
537	FridleyGap2010	AW1-001	30	38.497356	-78.717291	Mountain Run	3.33E-05	0.9997	3.33E-05	0.000266667	0-100-0-0
538	DryRun2010	AW1-031	30	38.558933	-79.092305	Dry Run, N.F.	0	0.99988	0	0.00012	0-100-0-0
539	SkidmoreFork2010	AW1-061	30	38.366106	-79.207234	Skidmore fork North River, N.F.	3.45E-05	0.972827586	0	0.027103448	0-97.3-0-2.7
540	ElkCreek2012	AW1-091	30	37.56566	-79.48229	East Fork Elk Creek	0	0.999541667	0.000416667	4.17E-05	0-100-0-0
541	LittleStonyCreek2013	AW2-025	30	38.94517	-78.63751	Little Stony Creek	0.046566667	0	0.953433333	0	4.7-0-95.3-0
542	LittleWilsonCreek2012	AW2-055	21	37.98309	-79.75844	Little Wilson Creek	0	0.9998125	0.0001875	0	0-100-0-0
543	NorthForkTyeRiver2012	AW2-085	30	37.87248	-79.05521	North Fork Tye River	0.000133333	0.9736	0.0215	0.004766667	0-97.4-2.2-0.5
544	NobusinessCreek2013	AW3-019	30	37.24217	-80.90196	No Business Creek	0.0633	0.0015	0.9347	5.00E-04	6.3-0.2-93.5-0.1
545	CarrickCreek	AW4-001	25	35.033222	-82.702944	Carrick Creek	0.200434783	0.014043478	0.307391304	0.478086957	20-1.4-30.7-47.8
546	EmoryCreek	AW4-031	28	35.033139	-82.761028	Emory Creek	0.54884	0.0086	0.36888	0.07356	54.9-0.9-36.9-7.4
547	FallsCreek	AW4-061	30	35.143528	-82.538944	Falls Creek	0.966333333	0.0015	2.00E-04	0.031966667	96.6-0.2-0-3.2
548	MathewsCreek	AW4-091	21	35.101444	-82.666	Matthews Creek	0	0.142142857	0.001285714	0.856619048	0-14.2-0.1-85.7
549	D707	D707-001	20	36.293816	-81.602125	UT South Fork New River	0	0	1	0	0-0-100-0
550	D708	D708-001	54	36.27005	-81.45564	UT West Fork Pine Swamp Creek	0.102759259	0.003722222	0.893092593	0.000407407	10.3-0.4-89.3-0
551	D709	D709-001	54	36.26992	-81.45647	West Fork Pine Swamp Creek	0.07787037	0.000796296	0.921314815	0	7.8-0.1-92.1-0
553	D711	D711-001	48	36.289919	-81.43763	East Fork Pine Swamp Creek	4.17E-05	0	0.999958333	0	0-0-100-0
554	POAR1	POAR1-01	50	39.6659	-77.5459	Edgemont Reservoir	8.00E-05	0.9993	8.00E-05	0.00054	0-99.9-0-0.1
555	POCA1	POCA1-001	23	39.1218	-78.5043	Hawk Run	0	0.999347826	4.35E-05	0.000565217	0-99.9-0-0.1
556	PONB1	PONB1-01	49	39.56505	-79.1526	Big Run	0.000163265	0.993918367	0.000265306	0.005632653	0-99.4-0-0.6
557	PONB10	MD35-001	50	39.565446	-79.107979	Mainstem Savage River	1.00E-04	0.99762	0.0021	0.00018	0-99.8-0.2-0
558	PONB11	MD36-001	50	39.586382	-79.095378	Poplar Lick	0	0.99922	0.00036	0.00042	0-99.9-0-0
559	PONB12	MD37-001	50	39.62059	-79.066713	Blue Lick	0	0.99622	0	0.00374	0-99.6-0-0.4
560	PONB2	PONB2-01	49	39.60631	-79.12489	Poplar Lick	0.000510204	0.983122449	0.016183673	0.000163265	0.1-98.3-1.6-0
561	PONB3	PONB3-01	49	39.51775	-79.16868	Middle Fork Crabtree Creek	0.000346939	0.997734694	8.16E-05	0.001816327	0-99.8-0-0.2
562	PONB4	PONB4-01	50	39.37217	-79.25085	Lostland Run	0.00014	0.99628	0.00344	0.00018	0-99.6-0.3-0
563	PONB5	PONB5-01	48	39.26321	-79.38213	Hindleg Run	6.25E-05	0.9999375	0	0	0-100-0-0
564	PONB6	PONB6-01	50	39.52621	-79.04156	Mill Run	0.00042	0.99958	2.00E-05	0	0-100-0-0
565	PONB7	PONB7-001	30	39.27408	-79.31303	Difficult Creek	0.000933333	0.995266667	0.000733333	0.003	0.1-99.5-0.1-0.3
566	PONB8	PONB8-001	29	39.6443	-78.9357	Sand Spring Run	0.011068966	0.788448276	0	0.200413793	1.1-78.8-0-20
567	PONB9	MD34-001	50	39.594986	-79.051875	Little Savage River	0.00014	0.99968	8.00E-05	6.00E-05	0-100-0-0
568	POSB1	POSB1-001	49	38.6474	-79.5013	Teter Camp Run	0.024795918	0.964714286	0.000816327	0.009632653	2.5-96.5-0.1-1
569	POSB2	POSB2-01	25	38.8696	-79.4718	Horse Camp Run	0.02044	0.97556	0.0038	2.00E-04	2-97.6-0.4-0
570	POSB3	POSB3-001	23	38.8793	-79.3423	Sawmill Run	0.001	0.956043478	0.001304348	0.041652174	0.1-95.6-0.1-4.2
571	POSB4	POSB4-001	27	38.8789	-79.34	Powdermill Run	0.001259259	0.987222222	0.000222222	0.011333333	0.1-98.7-0-1.1
572	POSB5	POSB5-001	20	38.9092	-79.3258	Zeke Run	0	1	0	0	0-100-0-0
573	POSB6	POSB6-001	30	39.2597	-78.7537	Mill Run	0	1	0	0	0-100-0-0
574	POSB7	POSB7-001	30	38.9359	-79.3071	High Ridge Run	0.2245	0.774766667	0.000266667	4.00E-04	22.5-77.5-0-0
575	POSB8	POSB8-001	30	38.9718	-79.2837	Samuel Run	0.012433333	0.987366667	3.33E-05	0.000166667	1.2-98.7-0-0
577	POSH10	POSH10-001	100	38.2685	-78.7011	Big Run	0	0.99991	1.00E-05	7.00E-05	0-100-0-0
578	POSH11	POSH11-001	50	38.3127	-78.6305	U. Hawksbill Creek	7.00E-04	0.99898	1.00E-04	0.00022	0.1-99.9-0-0
579	POSH12	POSH12-01	48	38.3685	-78.5602	Lee Run	0	1	0	0	0-100-0-0
580	POSH13	POSH13-02	43	38.3326	-78.5982	Eaton Hollow	0	0.940534884	0	0.059465116	0-94.1-0-5.9
581	POSH14	POSH14-01	29	38.6329	-78.3432	Dry Run, N.F.	0.000103448	0.994482759	0.005172414	0.000241379	0-99.4-0.5-0
582	POSH15	POSH15-31	29	38.6329	-78.3432	Dry Run, N.F.	3.45E-05	0.998586207	0.001310345	3.45E-05	0-99.9-0.1-0
583	POSH16	POSH16-01	50	38.4318	-78.5374	S. Br. Naked Creek -1	0	0.99852	0	0.00148	0-99.9-0-0.1
584	POSH17	POSH17-01	50	38.4209	-78.5202	S. Br. Naked Creek -2	0	0.99942	0	0.00058	0-99.9-0-0.1
585	POSH18	POSH18-001	50	38.4886	-78.4988	W. Br. Naked Creek	0	0.99906	0	0.00094	0-99.9-0-0.1
586	POSH19	POSH19-001	50	38.4935	-78.4595	E. Br. Naked Creek	0	1	0	0	0-100-0-0
588	POSH20	POSH20-01	38	38.4633	-78.4955	Big Creek	0	0.999868421	0	0.000131579	0-100-0-0
589	POSH21	POSH21-01	33	38.5021	-78.5127	Harris Cove	0	0.999727273	0	0.000272727	0-100-0-0
590	POSH22	POSH22-01	25	38.5087	-78.5398	Fultz Run	0	0.99904	4.00E-05	0.00092	0-99.9-0-0.1
591	POSH23	POSH23-01	49	38.5198	-78.4459	Lewis Spring Branch	0	1	0	0	0-100-0-0
592	POSH24	POSH24-001	50	38.5456	-78.4286	Little Hawksbill Creek	0	0.9993	0.00028	0.00042	0-99.9-0-0
593	POSH25	POSH25-01	50	38.5524	-78.4134	Big Fill Hollow	0	0.76306	0.01626	0.22066	0-76.3-1.6-22.1
594	POSH26	POSH26-001	50	38.5621	-78.3903	East Hawksbill Creek	0.00014	0.98022	0.01964	0	0-98-2-0
595	POSH27	POSH27-01	50	38.6057	-78.3806	S. Fork Dry Run	6.00E-05	0.99994	0	0	0-100-0-0
596	POSH28	POSH28-001	35	38.6519	-78.3551	Pass Run	0	0.993771429	5.71E-05	0.006142857	0-99.4-0-0.6
597	POSH29	POSH29-036	20	38.6519	-78.3551	Pass Run	0	0.9727	0	0.02725	0-97.3-0-2.7
598	POSH3	POSH3-001	50	38.1596	-78.7912	Meadow Run	0	0.99966	4.00E-05	3.00E-04	0-100-0-0
599	POSH30	POSH30-001	50	38.7523	-78.3092	Jeremy's Run	0	0.98292	0	0.01706	0-98.3-0-1.7
600	POSH31	POSH31-01	50	38.7776	-78.3323	Heiskell Hollow	5.00E-04	0.97442	2.00E-05	0.02508	0.1-97.4-0-2.5
601	POSH32	POSH32-01	50	38.7838	-78.3014	Overall Run	1.00E-04	0.99814	0.00116	0.00058	0-99.8-0.1-0.1
604	POSH35	POSH35-01	41	38.7726	-78.2678	Greasy Run, site 2	0.000439024	0.703585366	0	0.29597561	0-70.4-0-29.6
605	POSH36	POSH36-01	50	38.7752	-78.2472	Gooney Run	0.00048	0.90088	0.00078	0.0978	0-90.1-0.1-9.8
606	POSH37	POSH37-01	9	38.8084	-78.1923	Smith Creek	0	0.830222222	0	0.169777778	0-83-0-17
607	POSH38	POSH38-01	40	38.8278	-78.1881	Lands Run	0.003125	0.9266	0.000275	0.069975	0.3-92.7-0-7
608	POSH39	POSH39-001	30	38.7985	-78.8679	Capon Run	0	0.923166667	0	0.076833333	0-92.3-0-7.7
609	POSH4	POSH4-001	49	38.2098	-78.7519	Paine Run	0	1	0	0	0-100-0-0
610	POSH40	SH66-001	25	38.13821	-78.80693	Big Mine Branch	0	0.99984	0	0.00012	0-100-0-0
611	POSH41	SH70-001	30	38.6279	-78.35774	Dry Run, N.F.	0	0.999766667	0.000233333	0	0-100-0-0
612	POSH42	SH71-001	30	38.56708	-78.39623	East Hawksbill Creek	0.000266667	0.9997	3.33E-05	0	0-100-0-0
613	POSH43	SH77-001	30	38.54181	-78.4257	Little Hawksbill Creek	3.33E-05	0.992566667	0.007333333	3.33E-05	0-99.3-0.7-0
614	POSH44	SH87-001	30	38.6129	-78.3781	S. Fork Dry Run	0	0.999966667	3.33E-05	0	0-100-0-0
615	POSH45	SH88-001	25	38.36557	-78.57957	West Swift Run	0	1	0	0	0-100-0-0
616	POSH5	POSH5-001	25	38.2497	-78.7424	Madison Run	0.0398	0.9602	0	0	4-96-0-0
618	POSH8	POSH8-001	49	38.3144	-78.6732	Onemile Run	0	1	0	0	0-100-0-0
619	POSH9	POSH9-001	50	38.321	-78.6567	Twomile Run	0	1	0	0	0-100-0-0
620	JAMR1	JAMR1-01	50	38.2417	-78.6889	Doyle's R.	0	0.922	6.00E-05	0.07794	0-92.2-0-7.8
621	JAMR2	JAMR2-001	49	38.2069	-78.7266	N. Fork Moorman R.	2.04E-05	0.413836735	0.000102041	0.586020408	0-41.4-0-58.6
622	JARR1	JARR1-001	25	38.3461	-78.5184	Swift Run	8.00E-05	0.44732	0.01852	0.53408	0-44.7-1.9-53.4
623	JARR2	JARR2-01	49	38.2794	-78.6402	Ivy Creek	0	0.963877551	0.000734694	0.035387755	0-96.4-0.1-3.5
624	JARR3	SH75-001	25	38.2788	-78.62369	Ivy Creek Tributary	0	0.99992	0	8.00E-05	0-100-0-0
625	RAPH1	RAPH1-01	50	38.7574	-78.2304	Waterfall Branch	0	0.61716	0	0.38282	0-61.7-0-38.3
626	RAPH10	RAPH10-001	50	38.602	-78.3429	Hughes R.	0	0.98512	0	0.01488	0-98.5-0-1.5
627	RAPH11	RAPH11-051	73	38.602	-78.3429	Hughes R.	0	0.988849315	5.48E-05	0.01109589	0-98.9-0-1.1
628	RAPH12	RAPH12-01	23	38.5746	-78.3305	Brokenback Run	0	0.964869565	0	0.035130435	0-96.5-0-3.5
629	RAPH13	RAPH13-01	44	38.5373	-78.3052	Ragged Run	0	1	0	0	0-100-0-0
630	RAPH14	SH73-001	30	38.60539	-78.31641	Hannah Run	0	1	0	0	0-100-0-0
631	RAPH15	SH74-001	30	38.6039	-78.33224	Hughes Trib	0	1	0	0	0-100-0-0
632	RAPH16	SH80-001	30	38.6028	-78.34771	Nicholson Hollow	0	1	0	0	0-100-0-0
635	RAPH2	RAPH2-01	50	38.7478	-78.2628	Keyser Run	0.00366	0.73822	0.0022	0.2559	0.4-73.8-0.2-25.6
636	RAPH3	RAPH3-01	50	38.7132	-78.2785	Piney R.	0.00542	0.96882	0.00036	0.02542	0.5-96.9-0-2.5
637	RAPH4	RAPH4-01	49	38.7016	-78.2894	N. Fork Thornton	0	0.886244898	0	0.113714286	0-88.6-0-11.4
638	RAPH5	RAPH5-51	25	38.6597	-78.286	S. Fork Thornton	0	0.99624	0	0.00376	0-99.6-0-0.4
639	RAPH6	RAPH6-001	50	38.6352	-78.278	Hazel R.	0	0.3923	0	0.6077	0-39.2-0-60.8
640	RAPH7	RAPH7-01	25	38.6013	-78.285	Broad Hollow Run	0	0.53632	0	0.46368	0-53.6-0-46.4
641	RAPH8	RAPH8-001	40	38.6074	-78.3162	Hannah Run	0	1	0	0	0-100-0-0
642	RAPH9	RAPH9-041	25	38.6074	-78.3162	Hannah Run	0	0.99676	0	0.00324	0-99.7-0-0.3
643	RAPJ1	RAPJ1-01	50	38.8264	-78.1595	Indian Run	0.00016	0.93946	2.00E-05	0.06036	0-93.9-0-6
644	RAPJ2	RAPJ2-001	50	38.8066	-78.1555	Bolton Branch	0.00552	0.9718	0.00718	0.01542	0.6-97.2-0.7-1.5
645	RAPJ3	RAPJ3-01	50	38.7729	-78.1659	Jordan R.	0	0.93354	0	0.06646	0-93.4-0-6.6
647	RAPR10	RAPR10-051	50	38.4472	-78.3651	Rapidan R.	0	0.99534	0	0.00466	0-99.5-0-0.5
648	RAPR11	RAPR11-01	49	38.4666	-78.4428	Conway	0	1	0	0	0-100-0-0
649	RAPR12	RAPR12-01	50	38.4376	-78.4685	Devil's Ditch	0	0.99892	0	0.00108	0-99.9-0-0.1
650	RAPR13	RAPR13-01	25	38.4148	-78.4701	Pocosin Hollow Run	0	1	0	0	0-100-0-0
651	RAPR14	RAPR14-01	25	38.3797	-78.5055	South R.	0	1	0	0	0-100-0-0
652	RAPR15	SH67-001	25	38.45095	-78.44411	Bush Mountain Stream	0	1	0	0	0-100-0-0
653	RAPR16	SH68-001	30	38.54372	-78.37149	Cedar Run	0	1	0	0	0-100-0-0
654	RAPR17	SH69-001	30	38.50457	-78.40163	Dark Hollow	0	1	0	0	0-100-0-0
655	RAPR18	SH72-001	25	38.3916	-78.47795	Entry Run	0	1	0	0	0-100-0-0
656	RAPR19	SH76-001	30	38.48337	-78.43376	Laurel Prong	0	0.999266667	0	0.000733333	0-99.9-0-0.1
657	RAPR2	RAPR2-01	24	38.5635	-78.3638	White Oak Canyon Run	0	0.973291667	0.000291667	0.026375	0-97.3-0-2.6
658	RAPR20	SH78-001	30	38.50017	-78.43459	Mill Prong	0	1	0	0	0-100-0-0
659	RAPR21	SH79-001	30	38.5704	-78.35266	Negro Run	0	1	0	0	0-100-0-0
662	RAPR24	SH83-001	30	38.41675	-78.47255	Pocosin Hollow Run	0	1	0	0	0-100-0-0
663	RAPR25	SH86-001	30	38.5346	-78.41011	Rose River	0	1	0	0	0-100-0-0
664	RAPR26	SH89-001	30	38.57729	-78.37114	White Oak Canyon Run	0	1	0	0	0-100-0-0
665	RAPR3	RAPR3-01	25	38.5471	-78.3754	Cedar Run	0	1	0	0	0-100-0-0
666	RAPR4	RAPR4-001	50	38.533	-78.4093	Rose R.	0	1	0	0	0-100-0-0
667	RAPR5	RAPR5-051	50	38.533	-78.4093	Rose R.	0	0.99972	4.00E-05	0.00024	0-100-0-0
668	RAPR6	RAPR6-001	50	38.5227	-78.42	Hogcamp Branch	0	0.96752	0	0.03248	0-96.8-0-3.2
669	RAPR7	RAPR7-001	45	38.4644	-78.4115	Staunton R.	0	1	0	0	0-100-0-0
670	RAPR8	RAPR8-051	39	38.4644	-78.4115	Staunton R.	0	1	0	0	0-100-0-0
671	RAPR9	RAPR9-001	50	38.4472	-78.3651	Rapidan R.	0	0.9703	8.00E-05	0.02962	0-97-0-3
673	SANR10	WRC008-001	20	36.075153	-81.786286	Bucks Timber Creek	0	0	1	0	0-0-100-0
675	SANR12	WRC010-001	20	35.9847383	-81.856655	Harper Creek	5.00E-05	0.00245	0.9975	0	0-0.2-99.8-0
676	SANR13	WRC013-001	20	36.0941433	-81.6457927	Left Fork Mulberry Creek	0.16515	0.01295	0.81585	0.006	16.5-1.3-81.6-0.6
677	SANR14	WRC014-001	20	36.0909312	-81.7941819	Little Wilson Creek	0	0	1	0	0-0-100-0
678	SANR15	WRC015-001	20	36.067003	-81.630581	Mulberry Creek	0.0015	0	0.9985	0	0.2-0-99.9-0
680	SANR17	WRC017-001	20	35.9596683	-81.888163	Upper Creek	5.00E-05	1.00E-04	0.93175	0.0681	0-0-93.2-6.8
681	SANR18	WRC018-001	20	36.0896361	-81.7737879	UT Anthony Creek (@ Headwaters Club)	5.00E-05	0	0.99995	0	0-0-100-0
682	SANR19	WRC020-001	20	35.9413001	-81.863064	UT Steels Creek (@ USFS Rd. 496)	0.00035	0.0037	0.82295	0.17305	0-0.4-82.3-17.3
683	SANR2	WRC011-001	20	35.596247	-81.706086	Henry Fork	0	0	0	1	0-0-0-100
684	SANR20	WRC021-001	20	36.0894111	-81.8022855	Wilson Creek	0	0	1	0	0-0-100-0
686	SANR22	WRC002-001	20	35.183939	-82.531411	Uncles Creek (above falls)	0	0	0	1	0-0-0-100
687	SANR23	WRC392-001	36	35.893897	-81.97595	UT Honeycutt Creek	0.000138889	0	0.999861111	0	0-0-100-0
690	SANR4	WRC019-001	20	35.9573661	-81.9253382	UT Linville River	0	0	1	0	0-0-100-0
691	SANR5	WRC006-001	20	35.793128	-82.141186	Bee Rock Creek	0	2.00E-04	0.9998	0	0-0-100-0
695	SANR9	WRC007-001	20	35.907003	-81.860933	Buck Creek	0	0	5.00E-05	0.99995	0-0-0-100
697	SAV_GA1	GA01-001	38	34.987823	-83.272426	Ammons Creek	0	0	1	0	0-0-100-0
698	SAV_GA10	GA10-001	30	34.953095	-83.539133	Flat Branch	0	0	1	0	0-0-100-0
699	SAV_GA12	GA12-001	30	34.911669	-83.313096	Tuckaluge Creek	0.041766667	0	0.958066667	0.000166667	4.2-0-95.8-0
700	SAV_GA22	GA22-001	30	34.860172	-83.644773	Perry Cove	0.000233333	0.160633333	0.7412	0.097833333	0-16.1-74.1-9.8
701	SAV_GA23	GA23-001	30	34.883037	-83.604608	Lindsey Branch	0	0	1	0	0-0-100-0
702	SAV_GA8	GA08-001	30	34.869109	-83.622943	North Moccasin Creek	0	0.0031	0.966933333	0.029933333	0-0.3-96.7-3
704	SAVR10	WRC265-001	20	35.0458446	-83.0576443	UT Whitewater River (@Heady Mtn. Gap)	0.3236	0.00035	0.4396	0.23635	32.4-0-44-23.6
705	SAVR11	WRC266-001	16	35.017875	-83.2746057	West Fork Overflow Creek	5.00E-04	0.00375	0.116625	0.8790625	0.1-0.4-11.7-87.9
708	SAVR4	WRC257-001	20	35.0258694	-83.2390669	East Fork Overflow Creek (above and below Glenn Falls)	0.00315	0	0.8969	0.09985	0.3-0-89.7-10
709	SAVR5	WRC258-001	20	35.0112651	-83.1217918	Glade Creek	0.04045	5.00E-05	0.9595	0	4-0-96-0
710	SAVR6	WRC259-001	16	35.16205	-82.928467	Indian Creek	0.1273125	0.000125	5.00E-04	0.871875	12.7-0-0.1-87.2
712	SAVR8	WRC263-001	20	35.0799787	-82.9970572	UT Thompson River (@NC 281 above Reid Creek)	0.1884	8.00E-04	0.30155	0.50915	18.8-0.1-30.2-50.9
714	SC01	SC01-001	60	34.962301	-83.097877	King Creek	0.549183333	0	0.450816667	0	54.9-0-45.1-0
715	SC02	SC02-001	60	34.942555	-83.09442	Crane Creek	0.132816667	3.33E-05	0.86715	0	13.3-0-86.7-0
717	IOWR1	IOWR1-001	53	43.4179	-91.9378	South Pine Creek	3.77E-05	0.041301887	0.016509434	0.942132075	0-4.1-1.7-94.2
718	ISRO1	ISRO1-001	28	47.9335	-89.1055	Washington Creek	0.00175	0.446714286	0.000214286	0.551285714	0.2-44.7-0-55.1
719	ISRO2	ISRO2-001	29	47.9212	-89.0752	Grace Creek	0.008517241	0.227758621	0.001344828	0.762344828	0.9-22.8-0.1-76.2
721	ISRO4	ISRO4-001	56	48.1127	-88.5697	Tobin Harbor	0.165053571	0.187464286	0.022839286	0.624571429	16.5-18.7-2.3-62.5
722	LACR1	LACR1-001	50	44.0877	-90.8523	Soper Creek	0.00028	0.79136	0.00256	0.2058	0-79.1-0.3-20.6
723	NEFS1	NEFS1-001	50	46.6565	-53.2144	Freshwater R.	0	0	0	1	0-0-0-100
724	NEFS2	NEFS2-001	36	46.6374	-53.1604	Watern Cove	0	0	0	1	0-0-0-100
725	NYNS1	NY18-001	30	40.863817	-73.200704	Nissequoque Creek	0	0.000333333	0	0.999666667	0-0-0-100
726	QUEM1	QUEM1-001	50	51.4174	-72.9409	Pepeshquasati R.	0.0024	0.76848	6.00E-05	0.22902	0.2-76.8-0-22.9
727	QUEM2	QUEM2-001	43	51.3628	-72.7588	Cheno R.	0.002372093	0.937023256	4.65E-05	0.060534884	0.2-93.7-0-6.1
728	WISR1	WISR1-001	50	43.397	-89.6521	Parfrey's Glen Creek	0	0.00248	0	0.99752	0-0.2-0-99.8
729	WISR2	WISR2-001	49	43.4897	-90.3664	Melancthon Creek	0.000673469	0.652408163	0.022204082	0.324591837	0.1-65.2-2.2-32.5
730	WISR3	WISR3-001	50	43.2845	-90.3306	Ash Creek	0.0268	0.04836	0.00492	0.91986	2.7-4.8-0.5-92
731	MACS1	MACS1-001	81	41.594	-70.5066	Quashnet R., Cape Cod	0	0.012493827	0	0.987506173	0-1.2-0-98.8
732	MACS2	MACS2-001	49	41.5842	-70.5022	Red Brook, Cape Cod	0	8.16E-05	0	0.999918367	0-0-0-100
733	MACS3	MACS3-001	28	41.6337	-70.4518	Santuit R., Cape Cod	0	0.00025	0	0.99975	0-0-0-100
734	MACS4	MACS4-001	43	41.6245	-70.481	Mashpee R., Cape Cod	0	0.000372093	0	0.999627907	0-0-0-100
735	NYLC1	DS02-001	30	44.288799	-73.52619	Spruce Mill Brook	0	0.002333333	0	0.997666667	0-0.2-0-99.8
736	NYLC2	DS01-001	32	44.298636	-73.742629	Styles Brook	0.000125	0.54084375	5.00E-04	0.45853125	0-54.1-0.1-45.9
737	VTLC1	VTLC1-01	50	44.1647	-72.8934	Slide Brook	0	0.00974	0	0.99026	0-1-0-99
738	VTLC2	VTLC2-01	50	43.8135	-72.9649	Kettle Brook	0	0.0019	9.00E-04	0.99718	0-0.2-0.1-99.7
739	VTLM	VTLM-01	50	44.7845	-71.995	Bald Mountain Brook	0.0011	0.0073	2.00E-04	0.9914	0.1-0.7-0-99.1
740	NYCS1	NYCS1-001	40	40.762	-73.1492	Connetquot R.	0	0	0	1	0-0-0-100
741	NYCS2	NY18-061	30	40.771759	-73.156219	Connetquot R.	0	0.087666667	0	0.912333333	0-8.8-0-91.2
742	NYSS1	NY18-031	30	40.772389	-72.993351	Swan River	0	0.2249	0	0.7751	0-22.5-0-77.5
747	HUDR2	HUDR2-01	23	41.2902	-73.9943	Timp Brook	0	0.019	0.000304348	0.98073913	0-1.9-0-98.1
749	PASR1	PASR1-01	31	41.1571	-74.1386	Torne Brook	0	0.239322581	0	0.760677419	0-23.9-0-76.1
764	ACAD1	ACAD1-001	56	44.2869	-68.3478	Marshall Brook	0	0	0	1	0-0-0-100
765	ACAD2	ACAD2-001	55	44.2691	-68.3514	Lurvey Brook	0.001145455	0.013927273	0.0142	0.970709091	0.1-1.4-1.4-97.1
766	ACAD3	ACAD3-001	55	44.314	-68.2246	Hunters Brook	0	0	0	1	0-0-0-100
767	ACAD4	ACAD4-001	55	44.3099	-68.2445	Stanley Brook	0	0	0	1	0-0-0-100
768	ACAD5	ACAD5-001	50	44.3177	-68.2557	Jordan Stream	0	0.00054	0	0.99946	0-0.1-0-99.9
769	ACAD6	ACAD6-001	41	44.3164	-68.2874	Hadlock Brook	0	0.02397561	0	0.97602439	0-2.4-0-97.6
770	CONR4	CONR4-01	50	42.8204	-72.969	Lamb Brook	0	1.00E-04	0	0.9999	0-0-0-100
771	CONR5	CONR5-001	37	42.7453	-72.3089	Brickyard Brook	0	0.105162162	2.70E-05	0.894783784	0-10.5-0-89.5
773	CONR7	CONR7-001	50	42.639722	-72.988889	Manning Brook	0	4.00E-05	0	0.99996	0-0-0-100
774	NYHL	NYHL-01	31	43.6004	-74.8187	Horn Lake	0	0.903483871	0	0.096483871	0-90.3-0-9.6
775	NYLT	NYLT-01	42	44.0377	-74.6115	Little Tupper Lake	0	0.28747619	0	0.71252381	0-28.7-0-71.3
776	NYWP	NYWP-01	56	44.331	-74.6272	Windfall Pond	1.79E-05	0.786035714	0	0.213910714	0-78.6-0-21.4
777	KENR1	KENR1-01	33	45.3877	-69.963	Cold Stream	0	0.000151515	0	0.999848485	0-0-0-100
779	KENR3	KENR3-001	41	44.9152	-71.0926	Dead Diamond River	0	0.047073171	7.32E-05	0.952829268	0-4.7-0-95.3
780	KENR4	KENR4-001	27	44.9697	-71.1533	Little Diamond River	0	0.023037037	0	0.976962963	0-2.3-0-97.7
783	KENR7	KENR7-01	33	44.6721	-70.3593	Alder Brook	0	0.013515152	0	0.986484848	0-1.4-0-98.6
784	PENR1	PENR1-01	30	45.1431	-68.2845	Lord Brook	0	0	0	1	0-0-0-100
785	PENR2	PENR2-01	59	44.8541	-68.8232	Kenduskeag Stream	0	0.000237288	0	0.999762712	0-0-0-100
786	STGE1	STGE1-01	30	44.4392	-69.2209	Thompson Brook	0	0.000233333	0	0.999766667	0-0-0-100
788	MERR3	MERR3-001	20	42.7217	-71.5525	Flints Brook	0	0.0379	0	0.9621	0-3.8-0-96.2
789	MERR4	MERR4-001	20	42.7978	-71.5511	Witches Brook	0	0	0	1	0-0-0-100
790	MERR5	MERR5-001	20	42.8114	-71.9175	Meadow Brook	0	1.00E-04	0	0.9999	0-0-0-100
791	MERR6	MERR6-001	19	43.1464	-71.8806	Sand Brook	0	0	0	1	0-0-0-100
792	PISR1	PISR1-001	30	43.1339	-70.9697	Chelsey Brook	0	0	0	1	0-0-0-100
793	SACR1	SACR1-001	30	43.77	-71.2511	White Brook	0	2.00E-04	0	0.9998	0-0-0-100
794	CRLE1	CRLE1-01	26	41.5	-81.2804	Leech Stream	0	0.901730769	0.069576923	0.028576923	0-90.2-7-2.9
795	CRLE2	CRLE2-01	50	41.563	-81.2187	Woodie Brook	0	0.65764	0.29128	0.05104	0-65.8-29.1-5.1
796	CRLE3	CRLE3-01	59	41.5526	-81.234	Spring Brook	1.69E-05	0.859067797	0.068186441	0.072711864	0-85.9-6.8-7.3
797	OHAR1	OHAR1-01	50	42.0363	-78.4609	Two Mile Creek	0.00432	0.7744	0.21898	0.0023	0.4-77.4-21.9-0.2
798	OHAR2	OHAR2-102	47	41.7532	-78.0554	Allegheny R.	0.000404255	0.592617021	0.215723404	0.191212766	0-59.3-21.6-19.1
799	OHAR3	OHAR3-101	62	41.2378	-79.3223	Clarion R.	0.034064516	0.475758065	0.320177419	0.169951613	3.4-47.6-32-17
800	PA42_Lower	PA42-048	43	41.576103	-77.016626	Salt Spring Run (lower)	0.029953488	0.960209302	0.003139535	0.006674419	3-96-0.3-0.7
801	PA42_Upper	PA42-091	33	41.578088	-77.017383	Salt Spring Run (upper)	0	0.991848485	0	0.008151515	0-99.2-0-0.8
802	Ramsey	UOG-001	50	41.28714	-77.32458	Ramsey Run	0	0.99966	1.00E-04	0.00024	0-100-0-0
