ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	Data
656	RAPR19	SH76-001	30	38.48337	-78.43376	Laurel Prong	0	1	0-100
657	RAPR2	RAPR2-01	24	38.5635	-78.3638	White Oak Canyon Run	0.000583333	0.999416667	0.1-99.9
658	RAPR20	SH78-001	30	38.50017	-78.43459	Mill Prong	0	1	0-100
659	RAPR21	SH79-001	30	38.5704	-78.35266	Negro Run	0	1	0-100
662	RAPR24	SH83-001	30	38.41675	-78.47255	Pocosin Hollow Run	0	1	0-100
663	RAPR25	SH86-001	30	38.5346	-78.41011	Rose River	0	1	0-100
664	RAPR26	SH89-001	30	38.57729	-78.37114	White Oak Canyon Run	0.000366667	0.999633333	0-100
665	RAPR3	RAPR3-01	25	38.5471	-78.3754	Cedar Run	0.00056	0.99944	0.1-99.9
666	RAPR4	RAPR4-001	50	38.533	-78.4093	Rose R.	2.00E-05	0.99998	0-100
667	RAPR5	RAPR5-051	50	38.533	-78.4093	Rose R.	2.00E-05	0.99998	0-100
668	RAPR6	RAPR6-001	50	38.5227	-78.42	Hogcamp Branch	0	1	0-100
669	RAPR7	RAPR7-001	45	38.4644	-78.4115	Staunton R.	0	1	0-100
670	RAPR8	RAPR8-051	39	38.4644	-78.4115	Staunton R.	0	1	0-100
671	RAPR9	RAPR9-001	50	38.4472	-78.3651	Rapidan R.	2.00E-05	0.99998	0-100
673	SANR10	WRC008-001	20	36.075153	-81.786286	Bucks Timber Creek	1	0	100-0
675	SANR12	WRC010-001	20	35.9847383	-81.856655	Harper Creek	0.97635	0.02365	97.6-2.4
676	SANR13	WRC013-001	20	36.0941433	-81.6457927	Left Fork Mulberry Creek	0.92445	0.07555	92.4-7.6
677	SANR14	WRC014-001	20	36.0909312	-81.7941819	Little Wilson Creek	1	0	100-0
678	SANR15	WRC015-001	20	36.067003	-81.630581	Mulberry Creek	1	0	100-0
680	SANR17	WRC017-001	20	35.9596683	-81.888163	Upper Creek	0.9192	0.0808	91.9-8.1
681	SANR18	WRC018-001	20	36.0896361	-81.7737879	UT Anthony Creek (@ Headwaters Club)	0.9999	1.00E-04	100-0
682	SANR19	WRC020-001	20	35.9413001	-81.863064	UT Steels Creek (@ USFS Rd. 496)	0.72345	0.27655	72.3-27.7
683	SANR2	WRC011-001	20	35.596247	-81.706086	Henry Fork	0	1	0-100
684	SANR20	WRC021-001	20	36.0894111	-81.8022855	Wilson Creek	1	0	100-0
686	SANR22	WRC002-001	20	35.183939	-82.531411	Uncles Creek (above falls)	0	1	0-100
687	SANR23	WRC392-001	36	35.893897	-81.97595	UT Honeycutt Creek	1	0	100-0
690	SANR4	WRC019-001	20	35.9573661	-81.9253382	UT Linville River	1	0	100-0
691	SANR5	WRC006-001	20	35.793128	-82.141186	Bee Rock Creek	0.9998	2.00E-04	100-0
695	SANR9	WRC007-001	20	35.907003	-81.860933	Buck Creek	0.00135	0.99865	0.1-99.9
697	SAV_GA1	GA01-001	38	34.987823	-83.272426	Ammons Creek	1	0	100-0
698	SAV_GA10	GA10-001	30	34.953095	-83.539133	Flat Branch	1	0	100-0
699	SAV_GA12	GA12-001	30	34.911669	-83.313096	Tuckaluge Creek	0.998666667	0.001333333	99.9-0.1
700	SAV_GA22	GA22-001	30	34.860172	-83.644773	Perry Cove	0.5861	0.4139	58.6-41.4
701	SAV_GA23	GA23-001	30	34.883037	-83.604608	Lindsey Branch	1	0	100-0
702	SAV_GA8	GA08-001	30	34.869109	-83.622943	North Moccasin Creek	0.939433333	0.060566667	93.9-6.1
704	SAVR10	WRC265-001	20	35.0458446	-83.0576443	UT Whitewater River (@Heady Mtn. Gap)	0.8252	0.1748	82.5-17.5
705	SAVR11	WRC266-001	16	35.017875	-83.2746057	West Fork Overflow Creek	0.24225	0.75775	24.2-75.8
708	SAVR4	WRC257-001	20	35.0258694	-83.2390669	East Fork Overflow Creek (above and below Glenn Falls)	0.84125	0.15875	84.1-15.9
709	SAVR5	WRC258-001	20	35.0112651	-83.1217918	Glade Creek	0.9947	0.0053	99.5-0.5
710	SAVR6	WRC259-001	16	35.16205	-82.928467	Indian Creek	0.122125	0.877875	12.2-87.8
712	SAVR8	WRC263-001	20	35.0799787	-82.9970572	UT Thompson River (@NC 281 above Reid Creek)	0.61975	0.38025	62-38
714	SC01	SC01-001	60	34.962301	-83.097877	King Creek	1	0	100-0
715	SC02	SC02-001	60	34.942555	-83.09442	Crane Creek	0.999916667	8.33E-05	100-0
717	IOWR1	IOWR1-001	53	43.4179	-91.9378	South Pine Creek	0.002018868	0.997981132	0.2-99.8
718	ISRO1	ISRO1-001	28	47.9335	-89.1055	Washington Creek	0.000357143	0.999642857	0-100
719	ISRO2	ISRO2-001	29	47.9212	-89.0752	Grace Creek	0.002689655	0.997310345	0.3-99.7
721	ISRO4	ISRO4-001	56	48.1127	-88.5697	Tobin Harbor	0.13075	0.86925	13.1-86.9
722	LACR1	LACR1-001	50	44.0877	-90.8523	Soper Creek	0.00584	0.99416	0.6-99.4
723	NEFS1	NEFS1-001	50	46.6565	-53.2144	Freshwater R.	0	1	0-100
724	NEFS2	NEFS2-001	36	46.6374	-53.1604	Watern Cove	0	1	0-100
725	NYNS1	NY18-001	30	40.863817	-73.200704	Nissequoque Creek	0	1	0-100
726	QUEM1	QUEM1-001	50	51.4174	-72.9409	Pepeshquasati R.	0.00034	0.99966	0-100
727	QUEM2	QUEM2-001	43	51.3628	-72.7588	Cheno R.	0.000186047	0.999813953	0-100
728	WISR1	WISR1-001	50	43.397	-89.6521	Parfrey's Glen Creek	0	1	0-100
729	WISR2	WISR2-001	49	43.4897	-90.3664	Melancthon Creek	0.005061224	0.994938776	0.5-99.5
730	WISR3	WISR3-001	50	43.2845	-90.3306	Ash Creek	0.02178	0.97822	2.2-97.8
731	MACS1	MACS1-001	81	41.594	-70.5066	Quashnet R., Cape Cod	0	1	0-100
732	MACS2	MACS2-001	49	41.5842	-70.5022	Red Brook, Cape Cod	0	1	0-100
733	MACS3	MACS3-001	28	41.6337	-70.4518	Santuit R., Cape Cod	0	1	0-100
734	MACS4	MACS4-001	43	41.6245	-70.481	Mashpee R., Cape Cod	0	1	0-100
735	NYLC1	DS02-001	30	44.288799	-73.52619	Spruce Mill Brook	0	1	0-100
736	NYLC2	DS01-001	32	44.298636	-73.742629	Styles Brook	0.00075	0.99925	0.1-99.9
737	VTLC1	VTLC1-01	50	44.1647	-72.8934	Slide Brook	0	1	0-100
738	VTLC2	VTLC2-01	50	43.8135	-72.9649	Kettle Brook	0.00818	0.99182	0.8-99.2
739	VTLM	VTLM-01	50	44.7845	-71.995	Bald Mountain Brook	0.00864	0.99136	0.9-99.1
740	NYCS1	NYCS1-001	40	40.762	-73.1492	Connetquot R.	0	1	0-100
741	NYCS2	NY18-061	30	40.771759	-73.156219	Connetquot R.	0	1	0-100
742	NYSS1	NY18-031	30	40.772389	-72.993351	Swan River	0	1	0-100
747	HUDR2	HUDR2-01	23	41.2902	-73.9943	Timp Brook	8.70E-05	0.999913043	0-100
749	PASR1	PASR1-01	31	41.1571	-74.1386	Torne Brook	0	1	0-100
764	ACAD1	ACAD1-001	56	44.2869	-68.3478	Marshall Brook	0	1	0-100
765	ACAD2	ACAD2-001	55	44.2691	-68.3514	Lurvey Brook	0.014636364	0.985363636	1.5-98.5
766	ACAD3	ACAD3-001	55	44.314	-68.2246	Hunters Brook	0	1	0-100
767	ACAD4	ACAD4-001	55	44.3099	-68.2445	Stanley Brook	0	1	0-100
768	ACAD5	ACAD5-001	50	44.3177	-68.2557	Jordan Stream	0	1	0-100
769	ACAD6	ACAD6-001	41	44.3164	-68.2874	Hadlock Brook	0	1	0-100
770	CONR4	CONR4-01	50	42.8204	-72.969	Lamb Brook	2.00E-05	0.99998	0-100
771	CONR5	CONR5-001	37	42.7453	-72.3089	Brickyard Brook	8.11E-05	0.999918919	0-100
773	CONR7	CONR7-001	50	42.639722	-72.988889	Manning Brook	0	1	0-100
774	NYHL	NYHL-01	31	43.6004	-74.8187	Horn Lake	3.23E-05	0.999967742	0-100
775	NYLT	NYLT-01	42	44.0377	-74.6115	Little Tupper Lake	0	1	0-100
776	NYWP	NYWP-01	56	44.331	-74.6272	Windfall Pond	3.57E-05	0.999964286	0-100
777	KENR1	KENR1-01	33	45.3877	-69.963	Cold Stream	0	1	0-100
779	KENR3	KENR3-001	41	44.9152	-71.0926	Dead Diamond River	4.88E-05	0.99995122	0-100
780	KENR4	KENR4-001	27	44.9697	-71.1533	Little Diamond River	0	1	0-100
783	KENR7	KENR7-01	33	44.6721	-70.3593	Alder Brook	0	1	0-100
784	PENR1	PENR1-01	30	45.1431	-68.2845	Lord Brook	0	1	0-100
785	PENR2	PENR2-01	59	44.8541	-68.8232	Kenduskeag Stream	0	1	0-100
786	STGE1	STGE1-01	30	44.4392	-69.2209	Thompson Brook	0	1	0-100
788	MERR3	MERR3-001	20	42.7217	-71.5525	Flints Brook	0	1	0-100
789	MERR4	MERR4-001	20	42.7978	-71.5511	Witches Brook	0	1	0-100
790	MERR5	MERR5-001	20	42.8114	-71.9175	Meadow Brook	0	1	0-100
791	MERR6	MERR6-001	19	43.1464	-71.8806	Sand Brook	0	1	0-100
792	PISR1	PISR1-001	30	43.1339	-70.9697	Chelsey Brook	0	1	0-100
793	SACR1	SACR1-001	30	43.77	-71.2511	White Brook	0	1	0-100
794	CRLE1	CRLE1-01	26	41.5	-81.2804	Leech Stream	0.014576923	0.985423077	1.5-98.5
795	CRLE2	CRLE2-01	50	41.563	-81.2187	Woodie Brook	0.06642	0.93358	6.6-93.4
796	CRLE3	CRLE3-01	59	41.5526	-81.234	Spring Brook	0.016254237	0.983745763	1.6-98.4
797	OHAR1	OHAR1-01	50	42.0363	-78.4609	Two Mile Creek	0.0814	0.9186	8.1-91.9
798	OHAR2	OHAR2-102	47	41.7532	-78.0554	Allegheny R.	0.139489362	0.860510638	13.9-86.1
799	OHAR3	OHAR3-101	62	41.2378	-79.3223	Clarion R.	0.239403226	0.760596774	23.9-76.1
800	PA42_Lower	PA42-048	43	41.576103	-77.016626	Salt Spring Run (lower)	0.027325581	0.972674419	2.7-97.3
801	PA42_Upper	PA42-091	33	41.578088	-77.017383	Salt Spring Run (upper)	0	1	0-100
802	Ramsey	UOG-001	50	41.28714	-77.32458	Ramsey Run	0.00074	0.99926	0.1-99.9
803	Boone	UOG-051	50	41.35392	-77.36207	Boone Run	0.0011	0.9989	0.1-99.9
804	Dam	UOG-251	50	41.32943	-77.34448	Dam Run	0	1	0-100
805	Cedar	UOG-101	50	41.61398	-77.50751	Cedar Run	0.00062	0.99938	0.1-99.9
806	Sebring	UOG-151	29	41.44963	-77.42755	Sebring Branch Mill Run	0.005482759	0.994517241	0.5-99.5
807	Francis	UOG-201	50	41.5527	-77.61581	Francis Branch Slate Run	0.00962	0.99038	1-99
808	CONR1	CONR1-01	36	44.4434	-71.3048	Unnamed	0.000138889	0.999861111	0-100
809	CONR2	CONR2-01	40	44.4743	-71.3453	Brandy Brook	0.0028	0.9972	0.3-99.7
813	HUDR1	HUDR1-01	50	42.7814	-73.1452	Broad Brook	0	1	0-100
814	MD31	MD31-001	50	39.6886	-76.7787	Silver Run	1.00E-04	0.9999	0-100
815	MD32	MD32-001	50	39.8248	-76.778	Walker Run	4.00E-05	0.99996	0-100
817	SUSR1	SUSR1-01	50	40.8982	-78.0105	Smays Run	0.00568	0.99432	0.6-99.4
818	SUSR2	SUSR2-01	50	40.9334	-78.0128	Benner Run	0.00146	0.99854	0.1-99.9
