ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	k1	k2	k3	k4	k5	Data
444	PFBNC71	[WRC248-001]	20	35.4263574	-83.0215477	Rocky Branch	0.024	0.064	0.125	0.773	0.013	2.4-6.4-12.5-77.3-1.3
445	PFBNC72	[WRC251-001]	20	35.4159817	-83.0244455	Steestachee Creek	0.008	0.016	0.01	0.96	0.006	0.8-1.6-1-96-0.6
446	PFBNC73	[WRC255-001]	20	35.5108696	-83.1468679	Wolf Laurel Branch	0.028	0.025	0.015	0.926	0.006	2.8-2.5-1.5-92.6-0.6
447	PFBNC74	[WRC325-001]	20	36.3214084	-81.7397625	Ellison Branch	0.042	0.93	0.01	0.01	0.008	4.2-93-1-1-0.8
448	PFBNC75	[WRC328-001]	20	36.1862318	-81.7095216	Harrison Branch	0.072	0.879	0.027	0.007	0.016	7.2-87.9-2.7-0.7-1.6
449	PFBNC77	[WRC333-001]	20	36.3274908	-81.7776488	North Fork Cove Creek	0.142	0.728	0.037	0.015	0.078	14.2-72.8-3.7-1.5-7.8
450	PFBNC78	[WRC334-001]	20	36.1556859	-81.8987786	Ramp Branch	0.004	0.793	0.124	0.039	0.041	0.4-79.3-12.4-3.9-4.1
451	PFBNC79	[WRC335-001]	20	36.1253758	-81.8201683	Shanty Spring Branch	0.045	0.801	0.09	0.049	0.014	4.5-80.1-9-4.9-1.4
452	PFBNC80	[WRC337-001]	20	36.1505828	-81.9007725	UT to Elk River (upstream of Ramp Branch)	0.052	0.725	0.087	0.088	0.047	5.2-72.5-8.7-8.8-4.7
453	PFBNC81	[WRC365-001]	20	35.4886448	-83.1133433	East Fork Campbell Creek	0.013	0.015	0.032	0.935	0.005	1.3-1.5-3.2-93.5-0.5
454	PFBNC82	[WRC367-001]	20	35.449162	-82.7433732	Stony Fork	0.004	0.007	0.013	0.971	0.005	0.4-0.7-1.3-97.1-0.5
455	PFBNC83	[WRC368-001]	20	35.3007729	-82.8198306	UT Cove Creek	0.004	0.011	0.005	0.977	0.004	0.4-1.1-0.5-97.7-0.4
457	PFBNC86	[WRC192-001]	20	35.740517	-82.21605	Big Lost Cove Creek	0.026	0.868	0.065	0.034	0.007	2.6-86.8-6.5-3.4-0.7
458	PFBNC87	[WRC193-001]	20	35.7732736	-82.2913318	Big Poplar Creek	0.161	0.197	0.457	0.054	0.131	16.1-19.7-45.7-5.4-13.1
460	PFBNC89	[WRC195-001]	20	36.095653	-82.187814	Broad Branch	0.239	0.651	0.043	0.056	0.011	23.9-65.1-4.3-5.6-1.1
462	PFBNC90	[WRC199-001]	20	35.710219	-82.251292	Hemphill Creek	0.61	0.203	0.128	0.045	0.014	61-20.3-12.8-4.5-1.4
464	PFBNC92	[WRC205-001]	20	36.073842	-82.096161	Little Rock Creek	0.206	0.658	0.066	0.031	0.039	20.6-65.8-6.6-3.1-3.9
465	PFBNC93	[WRC206-001]	20	35.8202383	-82.1830178	Little Whiteoak Creek	0.479	0.394	0.073	0.027	0.026	47.9-39.4-7.3-2.7-2.6
466	PFBNC94	[WRC207-001]	20	35.8209539	-82.183294	Little Whiteoak Creek	0.412	0.377	0.074	0.066	0.071	41.2-37.7-7.4-6.6-7.1
467	PFBNC95	[WRC208-001]	20	35.734181	-82.237019	Lower Creek	0.626	0.215	0.087	0.061	0.012	62.6-21.5-8.7-6.1-1.2
468	PFBNC96	[WRC210-001]	20	35.7431237	-82.2121026	Neals Creek	0.765	0.108	0.042	0.068	0.017	76.5-10.8-4.2-6.8-1.7
469	PFBNC97	[WRC213-001]	19	35.9954945	-82.0266517	Pyatt Creek	0.364	0.418	0.142	0.02	0.056	36.4-41.8-14.2-2-5.6
470	PFBNC98	[WRC215-001]	20	36.077086	-82.087278	Reuban Creek	0.049	0.83	0.104	0.01	0.007	4.9-83-10.4-1-0.7
471	PFBNC99	[WRC216-001]	20	36.0899691	-82.2272378	Right Fork Beans Creek	0.213	0.486	0.149	0.134	0.018	21.3-48.6-14.9-13.4-1.8
472	SCS1	[LR_2013_331]	30	35.599257	-83.49679	Sweet Creek Site 1	0.005	0.957	0.011	0.022	0.005	0.5-95.7-1.1-2.2-0.5
473	SiCS2	[FC_2014_188]	50	35.580724	-83.567498	Silers Creek Site 2	0.006	0.956	0.007	0.024	0.007	0.6-95.6-0.7-2.4-0.7
474	STB	[LR_2013_361]	30	35.589128	-83.514027	Spud Town Branch	0.005	0.958	0.011	0.021	0.005	0.5-95.8-1.1-2.1-0.5
475	TN01	[TN01-001]	34	36.19179	-82.10446	George Creek	0.004	0.971	0.009	0.012	0.004	0.4-97.1-0.9-1.2-0.4
476	TN02	[TN02-001]	34	36.17373	-82.21049	Clarke Creek	0.003	0.972	0.005	0.016	0.003	0.3-97.2-0.5-1.6-0.3
477	TN03	[TN03-001]	32	36.12929	-82.09356	Toms Creek	0.004	0.976	0.008	0.009	0.004	0.4-97.6-0.8-0.9-0.4
478	TN04	[TN04-001]	50	36.1452	-82.04849	Left Prong Hampton Creek (lower)	0.005	0.965	0.009	0.016	0.004	0.5-96.5-0.9-1.6-0.4
479	TN05	[TN05-001]	50	36.13995	-82.04641	Left Prong Hampton Creek (upper)	0.006	0.967	0.007	0.016	0.004	0.6-96.7-0.7-1.6-0.4
480	TN09	[TN09-001]	15	35.80358	-83.02765	Deep Gap Creek	0.043	0.078	0.013	0.826	0.039	4.3-7.8-1.3-82.6-3.9
481	TN10	[TN10-001]	30	36.1481741	-82.1020676	Five Poplar Branch	0.004	0.947	0.008	0.034	0.006	0.4-94.7-0.8-3.4-0.6
482	TN11	[TN11-001]	36	35.27136	-84.13839	Bald River	0.018	0.073	0.876	0.028	0.006	1.8-7.3-87.6-2.8-0.6
483	TN12	[TN12-001]	36	35.27077	-84.13883	Brookshire Creek	0.095	0.783	0.071	0.033	0.017	9.5-78.3-7.1-3.3-1.7
489	TN07	[TN07-001]	21	36.4715	-81.97623	Lindy Camp Branch	0.006	0.974	0.01	0.005	0.005	0.6-97.4-1-0.5-0.5
491	TN16	[TN16-001]	22	36.46861	-81.97776	Big Spur Branch	0.003	0.977	0.004	0.013	0.003	0.3-97.7-0.4-1.3-0.3
492	TN17	[TN17-001]	22	36.48027	-81.97548	Bakers Ridge Creek	0.008	0.976	0.006	0.006	0.004	0.8-97.6-0.6-0.6-0.4
493	TN20	[TN20-001]	20	36.60794	-81.6842	Whetstone Branch	0.003	0.979	0.009	0.005	0.004	0.3-97.9-0.9-0.5-0.4
494	TN08	[TN08-001]	21	36.61068	-81.65772	Bearpen Branch	0.009	0.889	0.033	0.062	0.007	0.9-88.9-3.3-6.2-0.7
495	TN108	[TN108-001]	30	35.798245	-82.998145	Middle Prong Gulf Ck.	0.041	0.012	0.015	0.889	0.042	4.1-1.2-1.5-88.9-4.2
496	TN109	[TN109-001]	30	35.790545	-83.00505	Brown Gap Creek	0.01	0.008	0.008	0.939	0.035	1-0.8-0.8-93.9-3.5
497	TN110	[TN110-001]	30	35.87983	-82.95747	Dry Fork	0.005	0.969	0.009	0.013	0.005	0.5-96.9-0.9-1.3-0.5
498	TN111	[TN111-001]	30	35.86268	-82.92706	Wolf Creek	0.017	0.013	0.013	0.951	0.005	1.7-1.3-1.3-95.1-0.5
499	TN112	[TN112-001]	30	35.95184	-82.827325	Sawmill Branch	0.011	0.971	0.005	0.007	0.006	1.1-97.1-0.5-0.7-0.6
500	TN122	[TN122-001]	30	36.560025	-81.709925	Gentry Creek	0.004	0.907	0.017	0.067	0.005	0.4-90.7-1.7-6.7-0.5
501	TN021	[TN021-001]	30	35.356325	-84.06547	Falls Branch	0.949	0.017	0.009	0.018	0.007	94.9-1.7-0.9-1.8-0.7
502	TN025	[TN025-001]	20	35.33309	-84.05855	Sugar Cove Branch	0.804	0.014	0.011	0.025	0.146	80.4-1.4-1.1-2.5-14.6
503	TN065	[TN065-001]	30	36.069215	-82.596455	Ft. Davie Creek	0.728	0.115	0.095	0.03	0.032	72.8-11.5-9.5-3-3.2
504	TN084	[TN084-001]	30	36.063575	-82.59212	Rocky Fork	0.481	0.19	0.267	0.017	0.045	48.1-19-26.7-1.7-4.5
505	BarboursCreek	[VA02-001]	20	37.595815	-80.087905	Barbours Creek	0.166	0.007	0.01	0.009	0.808	16.6-0.7-1-0.9-80.8
506	EwinsRun	[VA03-001]	20	37.539766	-80.293413	Ewins Run	0.08	0.011	0.009	0.008	0.892	8-1.1-0.9-0.8-89.2
507	PicklesBranch	[VA04-001]	20	37.381798	-80.191154	Pickles Branch	0.036	0.007	0.008	0.005	0.943	3.6-0.7-0.8-0.5-94.3
508	PaulsCreek	[VA15-001]	19	36.644512	-80.695658	Pauls Creek	0.004	0.931	0.028	0.032	0.006	0.4-93.1-2.8-3.2-0.6
509	PDER1	[WRC344-001]	20	36.1995485	-81.5754174	Elk Creek	0.101	0.828	0.017	0.025	0.029	10.1-82.8-1.7-2.5-2.9
510	PDER10	[WRC346-001]	18	36.436478	-81.074403	Horse Cove Branch	0.023	0.949	0.013	0.01	0.005	2.3-94.9-1.3-1-0.5
511	PDER11	[WRC347-001]	20	36.1049213	-81.542613	Joes Fork	0.029	0.911	0.009	0.039	0.013	2.9-91.1-0.9-3.9-1.3
512	PDER12	[WRC348-001]	20	36.1775762	-81.5366649	Laurel Creek	0.021	0.758	0.036	0.114	0.07	2.1-75.8-3.6-11.4-7
513	PDER13	[WRC349-001]	20	36.2654934	-81.4159139	Little Fork	0.01	0.243	0.69	0.036	0.021	1-24.3-69-3.6-2.1
514	PDER14	[WRC350-001]	10	36.449842	-80.943961	Long Creek	0.015	0.781	0.023	0.169	0.012	1.5-78.1-2.3-16.9-1.2
515	PDER15	[WRC351-001]	19	36.264472	-81.398458	North Prong Lewis Fork	0.032	0.396	0.48	0.039	0.054	3.2-39.6-48-3.9-5.4
516	PDER16	[WRC352-001]	20	36.0942326	-81.6082065	Ooten Creek	0.006	0.927	0.039	0.018	0.01	0.6-92.7-3.9-1.8-1
518	PDER18	[WRC354-001]	20	36.1298035	-81.5893463	Rockhouse Creek	0.03	0.584	0.227	0.079	0.08	3-58.4-22.7-7.9-8
519	PDER19	[WRC355-001]	20	36.1674302	-81.5537206	South Fork Laurel Creek	0.008	0.78	0.102	0.091	0.02	0.8-78-10.2-9.1-2
520	PDER2	[WRC358-001]	20	36.3966103	-81.1151767	UT Harris Creek	0.003	0.982	0.005	0.005	0.005	0.3-98.2-0.5-0.5-0.5
524	PDER23	[WRC357-001]	20	36.448497	-80.961789	Stewart Fork	0.031	0.873	0.051	0.031	0.014	3.1-87.3-5.1-3.1-1.4
525	PDER24	[WRC361-001]	20	36.1151725	-81.6361518	UT Yadkin River (@ Caldwell/Watauga Co. line @ SR 1500)	0.005	0.947	0.013	0.019	0.016	0.5-94.7-1.3-1.9-1.6
526	PDER25	[D704-001]	26	36.1246884	-81.6368065	Martin Branch	0.008	0.925	0.017	0.021	0.029	0.8-92.5-1.7-2.1-2.9
527	PDER26	[D705-001]	25	36.1181424	-81.6302791	Yadkin River	0.006	0.88	0.061	0.028	0.025	0.6-88-6.1-2.8-2.5
529	PDER3	[WRC360-001]	20	36.4397214	-80.9656906	UT Mitchell River (@ Surry/Alleghany Co. line)	0.004	0.942	0.009	0.04	0.005	0.4-94.2-0.9-4-0.5
530	PDER4	[WRC364-001]	20	36.4198925	-81.1152104	UT Garden Creek	0.004	0.974	0.004	0.011	0.007	0.4-97.4-0.4-1.1-0.7
531	PDER5	[WRC340-001]	20	36.1235508	-81.5949909	(B) Spanish Oak Branch	0.008	0.657	0.175	0.143	0.017	0.8-65.7-17.5-14.3-1.7
532	PDER6	[WRC341-001]	20	36.431669	-80.952903	Bear Creek (UT Mitchell R. on Devotion Estate)	0.013	0.745	0.108	0.021	0.112	1.3-74.5-10.8-2.1-11.2
534	PDER8	[WRC343-001]	20	36.1501125	-81.5394676	Dugger Creek	0.005	0.893	0.052	0.034	0.016	0.5-89.3-5.2-3.4-1.6
535	PDER9	[WRC345-001]	20	36.3989175	-81.1229172	Harris Creek	0.003	0.974	0.004	0.013	0.006	0.3-97.4-0.4-1.3-0.6
536	SFStewartsCreek	[VA16-001]	24	36.592978	-80.79188	SF Stewarts Creek	0.004	0.964	0.013	0.016	0.003	0.4-96.4-1.3-1.6-0.3
537	FridleyGap2010	[AW1-001]	30	38.497356	-78.717291	Mountain Run	0.016	0.02	0.014	0.017	0.934	1.6-2-1.4-1.7-93.4
538	DryRun2010	[AW1-031]	30	38.558933	-79.092305	Dry Run, N.F.	0.041	0.012	0.008	0.014	0.925	4.1-1.2-0.8-1.4-92.5
539	SkidmoreFork2010	[AW1-061]	30	38.366106	-79.207234	Skidmore fork North River, N.F.	0.104	0.008	0.01	0.007	0.871	10.4-0.8-1-0.7-87.1
540	ElkCreek2012	[AW1-091]	30	37.56566	-79.48229	East Fork Elk Creek	0.04	0.009	0.01	0.007	0.935	4-0.9-1-0.7-93.5
541	LittleStonyCreek2013	[AW2-025]	30	38.94517	-78.63751	Little Stony Creek	0.011	0.94	0.024	0.014	0.011	1.1-94-2.4-1.4-1.1
542	LittleWilsonCreek2012	[AW2-055]	21	37.98309	-79.75844	Little Wilson Creek	0.026	0.01	0.017	0.02	0.927	2.6-1-1.7-2-92.7
543	NorthForkTyeRiver2012	[AW2-085]	30	37.87248	-79.05521	North Fork Tye River	0.06	0.008	0.007	0.009	0.916	6-0.8-0.7-0.9-91.6
544	NobusinessCreek2013	[AW3-019]	30	37.24217	-80.90196	No Business Creek	0.089	0.78	0.074	0.036	0.021	8.9-78-7.4-3.6-2.1
545	CarrickCreek	[AW4-001]	25	35.033222	-82.702944	Carrick Creek	0.468	0.284	0.173	0.046	0.029	46.8-28.4-17.3-4.6-2.9
546	EmoryCreek	[AW4-031]	28	35.033139	-82.761028	Emory Creek	0.267	0.265	0.202	0.24	0.026	26.7-26.5-20.2-24-2.6
547	FallsCreek	[AW4-061]	30	35.143528	-82.538944	Falls Creek	0.161	0.086	0.017	0.719	0.018	16.1-8.6-1.7-71.9-1.8
548	MathewsCreek	[AW4-091]	21	35.101444	-82.666	Matthews Creek	0.872	0.048	0.04	0.012	0.028	87.2-4.8-4-1.2-2.8
549	D707	[D707-001]	20	36.293816	-81.602125	UT South Fork New River	0.005	0.946	0.035	0.009	0.006	0.5-94.6-3.5-0.9-0.6
550	D708	[D708-001]	54	36.27005	-81.45564	UT West Fork Pine Swamp Creek	0.011	0.946	0.016	0.015	0.012	1.1-94.6-1.6-1.5-1.2
551	D709	[D709-001]	54	36.26992	-81.45647	West Fork Pine Swamp Creek	0.008	0.923	0.04	0.023	0.006	0.8-92.3-4-2.3-0.6
553	D711	[D711-001]	48	36.289919	-81.43763	East Fork Pine Swamp Creek	0.006	0.875	0.1	0.013	0.006	0.6-87.5-10-1.3-0.6
554	POAR1	[POAR1-01]	50	39.6659	-77.5459	Edgemont Reservoir	0.008	0.007	0.011	0.013	0.961	0.8-0.7-1.1-1.3-96.1
555	POCA1	[POCA1-001]	23	39.1218	-78.5043	Hawk Run	0.054	0.012	0.011	0.012	0.912	5.4-1.2-1.1-1.2-91.2
556	PONB1	[PONB1-01]	49	39.56505	-79.1526	Big Run	0.024	0.051	0.06	0.043	0.822	2.4-5.1-6-4.3-82.2
557	PONB10	[MD35-001]	50	39.565446	-79.107979	Mainstem Savage River	0.02	0.021	0.034	0.016	0.909	2-2.1-3.4-1.6-90.9
558	PONB11	[MD36-001]	50	39.586382	-79.095378	Poplar Lick	0.021	0.017	0.036	0.026	0.901	2.1-1.7-3.6-2.6-90.1
559	PONB12	[MD37-001]	50	39.62059	-79.066713	Blue Lick	0.026	0.017	0.023	0.026	0.908	2.6-1.7-2.3-2.6-90.8
560	PONB2	[PONB2-01]	49	39.60631	-79.12489	Poplar Lick	0.011	0.019	0.07	0.02	0.88	1.1-1.9-7-2-88
561	PONB3	[PONB3-01]	49	39.51775	-79.16868	Middle Fork Crabtree Creek	0.054	0.039	0.027	0.021	0.86	5.4-3.9-2.7-2.1-86
562	PONB4	[PONB4-01]	50	39.37217	-79.25085	Lostland Run	0.028	0.045	0.029	0.015	0.883	2.8-4.5-2.9-1.5-88.3
563	PONB5	[PONB5-01]	48	39.26321	-79.38213	Hindleg Run	0.013	0.015	0.007	0.052	0.913	1.3-1.5-0.7-5.2-91.3
564	PONB6	[PONB6-01]	50	39.52621	-79.04156	Mill Run	0.007	0.017	0.011	0.071	0.894	0.7-1.7-1.1-7.1-89.4
565	PONB7	[PONB7-001]	30	39.27408	-79.31303	Difficult Creek	0.053	0.061	0.029	0.037	0.819	5.3-6.1-2.9-3.7-81.9
566	PONB8	[PONB8-001]	29	39.6443	-78.9357	Sand Spring Run	0.245	0.019	0.023	0.055	0.658	24.5-1.9-2.3-5.5-65.8
567	PONB9	[MD34-001]	50	39.594986	-79.051875	Little Savage River	0.017	0.025	0.028	0.045	0.884	1.7-2.5-2.8-4.5-88.4
568	POSB1	[POSB1-001]	49	38.6474	-79.5013	Teter Camp Run	0.054	0.017	0.024	0.017	0.888	5.4-1.7-2.4-1.7-88.8
569	POSB2	[POSB2-01]	25	38.8696	-79.4718	Horse Camp Run	0.016	0.046	0.026	0.024	0.888	1.6-4.6-2.6-2.4-88.8
570	POSB3	[POSB3-001]	23	38.8793	-79.3423	Sawmill Run	0.069	0.024	0.103	0.015	0.789	6.9-2.4-10.3-1.5-78.9
571	POSB4	[POSB4-001]	27	38.8789	-79.34	Powdermill Run	0.027	0.014	0.021	0.016	0.922	2.7-1.4-2.1-1.6-92.2
572	POSB5	[POSB5-001]	20	38.9092	-79.3258	Zeke Run	0.018	0.006	0.006	0.008	0.963	1.8-0.6-0.6-0.8-96.3
573	POSB6	[POSB6-001]	30	39.2597	-78.7537	Mill Run	0.021	0.035	0.023	0.018	0.903	2.1-3.5-2.3-1.8-90.3
574	POSB7	[POSB7-001]	30	38.9359	-79.3071	High Ridge Run	0.023	0.015	0.03	0.075	0.856	2.3-1.5-3-7.5-85.6
575	POSB8	[POSB8-001]	30	38.9718	-79.2837	Samuel Run	0.042	0.011	0.013	0.022	0.912	4.2-1.1-1.3-2.2-91.2
577	POSH10	[POSH10-001]	100	38.2685	-78.7011	Big Run	0.008	0.005	0.009	0.006	0.973	0.8-0.5-0.9-0.6-97.3
578	POSH11	[POSH11-001]	50	38.3127	-78.6305	U. Hawksbill Creek	0.008	0.011	0.01	0.007	0.964	0.8-1.1-1-0.7-96.4
579	POSH12	[POSH12-01]	48	38.3685	-78.5602	Lee Run	0.006	0.003	0.003	0.003	0.985	0.6-0.3-0.3-0.3-98.5
580	POSH13	[POSH13-02]	43	38.3326	-78.5982	Eaton Hollow	0.019	0.005	0.006	0.006	0.964	1.9-0.5-0.6-0.6-96.4
581	POSH14	[POSH14-01]	29	38.6329	-78.3432	Dry Run, N.F.	0.033	0.08	0.01	0.018	0.859	3.3-8-1-1.8-85.9
583	POSH16	[POSH16-01]	50	38.4318	-78.5374	S. Br. Naked Creek -1	0.024	0.004	0.004	0.005	0.963	2.4-0.4-0.4-0.5-96.3
584	POSH17	[POSH17-01]	50	38.4209	-78.5202	S. Br. Naked Creek -2	0.016	0.004	0.004	0.004	0.971	1.6-0.4-0.4-0.4-97.1
585	POSH18	[POSH18-001]	50	38.4886	-78.4988	W. Br. Naked Creek	0.028	0.004	0.005	0.004	0.959	2.8-0.4-0.5-0.4-95.9
586	POSH19	[POSH19-001]	50	38.4935	-78.4595	E. Br. Naked Creek	0.005	0.004	0.004	0.005	0.983	0.5-0.4-0.4-0.5-98.3
588	POSH20	[POSH20-01]	38	38.4633	-78.4955	Big Creek	0.016	0.004	0.006	0.004	0.969	1.6-0.4-0.6-0.4-96.9
589	POSH21	[POSH21-01]	33	38.5021	-78.5127	Harris Cove	0.021	0.004	0.005	0.003	0.966	2.1-0.4-0.5-0.3-96.6
590	POSH22	[POSH22-01]	25	38.5087	-78.5398	Fultz Run	0.012	0.006	0.007	0.008	0.968	1.2-0.6-0.7-0.8-96.8
591	POSH23	[POSH23-01]	49	38.5198	-78.4459	Lewis Spring Branch	0.011	0.007	0.005	0.006	0.971	1.1-0.7-0.5-0.6-97.1
592	POSH24	[POSH24-001]	50	38.5456	-78.4286	Little Hawksbill Creek	0.056	0.072	0.022	0.015	0.835	5.6-7.2-2.2-1.5-83.5
593	POSH25	[POSH25-01]	50	38.5524	-78.4134	Big Fill Hollow	0.182	0.04	0.02	0.013	0.744	18.2-4-2-1.3-74.4
594	POSH26	[POSH26-001]	50	38.5621	-78.3903	East Hawksbill Creek	0.005	0.031	0.02	0.013	0.93	0.5-3.1-2-1.3-93
595	POSH27	[POSH27-01]	50	38.6057	-78.3806	S. Fork Dry Run	0.006	0.008	0.014	0.009	0.962	0.6-0.8-1.4-0.9-96.2
596	POSH28	[POSH28-001]	35	38.6519	-78.3551	Pass Run	0.096	0.013	0.007	0.01	0.874	9.6-1.3-0.7-1-87.4
598	POSH3	[POSH3-001]	50	38.1596	-78.7912	Meadow Run	0.01	0.006	0.007	0.004	0.974	1-0.6-0.7-0.4-97.4
599	POSH30	[POSH30-001]	50	38.7523	-78.3092	Jeremy's Run	0.014	0.007	0.012	0.008	0.959	1.4-0.7-1.2-0.8-95.9
600	POSH31	[POSH31-01]	50	38.7776	-78.3323	Heiskell Hollow	0.076	0.014	0.011	0.008	0.891	7.6-1.4-1.1-0.8-89.1
601	POSH32	[POSH32-01]	50	38.7838	-78.3014	Overall Run	0.009	0.005	0.006	0.008	0.971	0.9-0.5-0.6-0.8-97.1
604	POSH35	[POSH35-01]	41	38.7726	-78.2678	Greasy Run, site 2	0.336	0.007	0.008	0.006	0.643	33.6-0.7-0.8-0.6-64.3
605	POSH36	[POSH36-01]	50	38.7752	-78.2472	Gooney Run	0.105	0.008	0.022	0.008	0.857	10.5-0.8-2.2-0.8-85.7
607	POSH38	[POSH38-01]	40	38.8278	-78.1881	Lands Run	0.236	0.011	0.021	0.014	0.718	23.6-1.1-2.1-1.4-71.8
608	POSH39	[POSH39-001]	30	38.7985	-78.8679	Capon Run	0.169	0.005	0.011	0.004	0.811	16.9-0.5-1.1-0.4-81.1
609	POSH4	[POSH4-001]	49	38.2098	-78.7519	Paine Run	0.006	0.006	0.007	0.006	0.974	0.6-0.6-0.7-0.6-97.4
610	POSH40	[SH66-001]	25	38.13821	-78.80693	Big Mine Branch	0.011	0.008	0.049	0.006	0.927	1.1-0.8-4.9-0.6-92.7
611	POSH41	[SH70-001]	30	38.6279	-78.35774	Dry Run, N.F.	0.02	0.105	0.007	0.01	0.858	2-10.5-0.7-1-85.8
612	POSH42	[SH71-001]	30	38.56708	-78.39623	East Hawksbill Creek	0.005	0.01	0.01	0.013	0.963	0.5-1-1-1.3-96.3
613	POSH43	[SH77-001]	30	38.54181	-78.4257	Little Hawksbill Creek	0.012	0.029	0.037	0.017	0.905	1.2-2.9-3.7-1.7-90.5
614	POSH44	[SH87-001]	30	38.6129	-78.3781	S. Fork Dry Run	0.005	0.007	0.015	0.007	0.966	0.5-0.7-1.5-0.7-96.6
615	POSH45	[SH88-001]	25	38.36557	-78.57957	West Swift Run	0.005	0.004	0.004	0.004	0.982	0.5-0.4-0.4-0.4-98.2
616	POSH5	[POSH5-001]	25	38.2497	-78.7424	Madison Run	0.006	0.01	0.017	0.022	0.946	0.6-1-1.7-2.2-94.6
618	POSH8	[POSH8-001]	49	38.3144	-78.6732	Onemile Run	0.009	0.005	0.004	0.006	0.975	0.9-0.5-0.4-0.6-97.5
619	POSH9	[POSH9-001]	50	38.321	-78.6567	Twomile Run	0.008	0.005	0.004	0.004	0.978	0.8-0.5-0.4-0.4-97.8
620	JAMR1	[JAMR1-01]	50	38.2417	-78.6889	Doyle's R.	0.167	0.006	0.007	0.007	0.813	16.7-0.6-0.7-0.7-81.3
621	JAMR2	[JAMR2-001]	49	38.2069	-78.7266	N. Fork Moorman R.	0.542	0.007	0.008	0.009	0.434	54.2-0.7-0.8-0.9-43.4
622	JARR1	[JARR1-001]	25	38.3461	-78.5184	Swift Run	0.388	0.007	0.008	0.011	0.585	38.8-0.7-0.8-1.1-58.5
623	JARR2	[JARR2-01]	49	38.2794	-78.6402	Ivy Creek	0.043	0.008	0.016	0.009	0.923	4.3-0.8-1.6-0.9-92.3
624	JARR3	[SH75-001]	25	38.2788	-78.62369	Ivy Creek Tributary	0.018	0.005	0.007	0.006	0.964	1.8-0.5-0.7-0.6-96.4
625	RAPH1	[RAPH1-01]	50	38.7574	-78.2304	Waterfall Branch	0.267	0.005	0.009	0.005	0.713	26.7-0.5-0.9-0.5-71.3
626	RAPH10	[RAPH10-001]	50	38.602	-78.3429	Hughes R.	0.025	0.005	0.008	0.005	0.958	2.5-0.5-0.8-0.5-95.8
627	RAPH11	[RAPH11-051]	73	38.602	-78.3429	Hughes R.	0.021	0.005	0.009	0.006	0.959	2.1-0.5-0.9-0.6-95.9
628	RAPH12	[RAPH12-01]	23	38.5746	-78.3305	Brokenback Run	0.041	0.014	0.006	0.007	0.93	4.1-1.4-0.6-0.7-93
629	RAPH13	[RAPH13-01]	44	38.5373	-78.3052	Ragged Run	0.006	0.005	0.004	0.006	0.979	0.6-0.5-0.4-0.6-97.9
630	RAPH14	[SH73-001]	30	38.60539	-78.31641	Hannah Run	0.024	0.006	0.007	0.005	0.959	2.4-0.6-0.7-0.5-95.9
631	RAPH15	[SH74-001]	30	38.6039	-78.33224	Hughes Trib	0.006	0.005	0.005	0.006	0.979	0.6-0.5-0.5-0.6-97.9
632	RAPH16	[SH80-001]	30	38.6028	-78.34771	Nicholson Hollow	0.009	0.006	0.007	0.006	0.972	0.9-0.6-0.7-0.6-97.2
635	RAPH2	[RAPH2-01]	50	38.7478	-78.2628	Keyser Run	0.428	0.009	0.008	0.013	0.541	42.8-0.9-0.8-1.3-54.1
636	RAPH3	[RAPH3-01]	50	38.7132	-78.2785	Piney R.	0.036	0.013	0.011	0.029	0.911	3.6-1.3-1.1-2.9-91.1
637	RAPH4	[RAPH4-01]	49	38.7016	-78.2894	N. Fork Thornton	0.212	0.019	0.009	0.013	0.747	21.2-1.9-0.9-1.3-74.7
638	RAPH5	[RAPH5-51]	25	38.6597	-78.286	S. Fork Thornton	0.082	0.007	0.005	0.006	0.901	8.2-0.7-0.5-0.6-90.1
639	RAPH6	[RAPH6-001]	50	38.6352	-78.278	Hazel R.	0.621	0.009	0.006	0.004	0.359	62.1-0.9-0.6-0.4-35.9
640	RAPH7	[RAPH7-01]	25	38.6013	-78.285	Broad Hollow Run	0.586	0.008	0.008	0.006	0.392	58.6-0.8-0.8-0.6-39.2
641	RAPH8	[RAPH8-001]	40	38.6074	-78.3162	Hannah Run	0.008	0.005	0.006	0.006	0.974	0.8-0.5-0.6-0.6-97.4
642	RAPH9	[RAPH9-041]	25	38.6074	-78.3162	Hannah Run	0.018	0.007	0.007	0.008	0.96	1.8-0.7-0.7-0.8-96
643	RAPJ1	[RAPJ1-01]	50	38.8264	-78.1595	Indian Run	0.108	0.005	0.005	0.006	0.876	10.8-0.5-0.5-0.6-87.6
644	RAPJ2	[RAPJ2-001]	50	38.8066	-78.1555	Bolton Branch	0.019	0.006	0.018	0.01	0.947	1.9-0.6-1.8-1-94.7
645	RAPJ3	[RAPJ3-01]	50	38.7729	-78.1659	Jordan R.	0.132	0.005	0.004	0.006	0.854	13.2-0.5-0.4-0.6-85.4
647	RAPR10	[RAPR10-051]	50	38.4472	-78.3651	Rapidan R.	0.039	0.011	0.008	0.01	0.931	3.9-1.1-0.8-1-93.1
648	RAPR11	[RAPR11-01]	49	38.4666	-78.4428	Conway	0.004	0.006	0.007	0.01	0.973	0.4-0.6-0.7-1-97.3
649	RAPR12	[RAPR12-01]	50	38.4376	-78.4685	Devil's Ditch	0.021	0.011	0.007	0.005	0.956	2.1-1.1-0.7-0.5-95.6
