ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	Data
450	PFBNC78	WRC334-001	20	36.1556859	-81.8987786	Ramp Branch	0.9973	0	0	0	0	0.0027	0	99.7-0-0-0-0-0.3-0
451	PFBNC79	WRC335-001	20	36.1253758	-81.8201683	Shanty Spring Branch	0.6952	0	0	0.04735	0.00065	0.25675	0	69.5-0-0-4.7-0.1-25.7-0
452	PFBNC80	WRC337-001	20	36.1505828	-81.9007725	UT to Elk River (upstream of Ramp Branch)	0.74205	0	0	0	0	0.24275	0.0152	74.2-0-0-0-0-24.3-1.5
453	PFBNC81	WRC365-001	20	35.4886448	-83.1133433	East Fork Campbell Creek	5.00E-05	0	0	0	0.944	0.05595	0	0-0-0-0-94.4-5.6-0
454	PFBNC82	WRC367-001	20	35.449162	-82.7433732	Stony Fork	0	0	0	0	0	1	0	0-0-0-0-0-100-0
455	PFBNC83	WRC368-001	20	35.3007729	-82.8198306	UT Cove Creek	0	0	0	0	0	1	0	0-0-0-0-0-100-0
457	PFBNC86	WRC192-001	20	35.740517	-82.21605	Big Lost Cove Creek	0.9954	0	0	0	0	0.0046	0	99.5-0-0-0-0-0.5-0
458	PFBNC87	WRC193-001	20	35.7732736	-82.2913318	Big Poplar Creek	0.8461	0	0.00165	0	0	0.1522	0	84.6-0-0.2-0-0-15.2-0
460	PFBNC89	WRC195-001	20	36.095653	-82.187814	Broad Branch	0.1252	0	5.00E-05	0.00025	0.0012	0.8713	0.00205	12.5-0-0-0-0.1-87.1-0.2
462	PFBNC90	WRC199-001	20	35.710219	-82.251292	Hemphill Creek	0.15155	0	0.00025	0	0	0.7806	0.0674	15.2-0-0-0-0-78.1-6.7
464	PFBNC92	WRC205-001	20	36.073842	-82.096161	Little Rock Creek	0.48355	0	5.00E-05	0	0.00195	0.5089	0.0056	48.4-0-0-0-0.2-50.9-0.6
465	PFBNC93	WRC206-001	20	35.8202383	-82.1830178	Little Whiteoak Creek	0.2969	0	0.00025	0	0	0.37255	0.33025	29.7-0-0-0-0-37.3-33
466	PFBNC94	WRC207-001	20	35.8209539	-82.183294	Little Whiteoak Creek	0.548	0	5.00E-05	0.0013	0	0.175	0.27555	54.8-0-0-0.1-0-17.5-27.6
467	PFBNC95	WRC208-001	20	35.734181	-82.237019	Lower Creek	0.05695	0	0.00495	0	0	0.6366	0.30125	5.7-0-0.5-0-0-63.7-30.1
468	PFBNC96	WRC210-001	20	35.7431237	-82.2121026	Neals Creek	8.00E-04	0	0.00115	0	0	0.50305	0.49485	0.1-0-0.1-0-0-50.3-49.5
469	PFBNC97	WRC213-001	19	35.9954945	-82.0266517	Pyatt Creek	0.603947368	0	0.048736842	0	0	0.335368421	0.011736842	60.4-0-4.9-0-0-33.5-1.2
470	PFBNC98	WRC215-001	20	36.077086	-82.087278	Reuban Creek	0.8698	0	0	0	0	0.1302	0	87-0-0-0-0-13-0
471	PFBNC99	WRC216-001	20	36.0899691	-82.2272378	Right Fork Beans Creek	0.50935	0	0	0	0	0.4906	5.00E-05	50.9-0-0-0-0-49.1-0
472	SCS1	LR_2013_331	30	35.599257	-83.49679	Sweet Creek Site 1	0	0	0	1	0	0	0	0-0-0-100-0-0-0
473	SiCS2	FC_2014_188	50	35.580724	-83.567498	Silers Creek Site 2	0	0	0	1	0	0	0	0-0-0-100-0-0-0
474	STB	LR_2013_361	30	35.589128	-83.514027	Spud Town Branch	0	0	0	1	0	0	0	0-0-0-100-0-0-0
475	TN01	TN01-001	34	36.19179	-82.10446	George Creek	0	0	0	0.999970588	0	2.94E-05	0	0-0-0-100-0-0-0
476	TN02	TN02-001	34	36.17373	-82.21049	Clarke Creek	0.361705882	0	0	0.562588235	0.075264706	0.000441176	0	36.2-0-0-56.3-7.5-0-0
477	TN03	TN03-001	32	36.12929	-82.09356	Toms Creek	0	0	0	0.9999375	0	6.25E-05	0	0-0-0-100-0-0-0
478	TN04	TN04-001	50	36.1452	-82.04849	Left Prong Hampton Creek (lower)	0.01552	0	0	0.98396	8.00E-05	0.00044	0	1.6-0-0-98.4-0-0-0
479	TN05	TN05-001	50	36.13995	-82.04641	Left Prong Hampton Creek (upper)	0.00152	0	0	0.99832	0	0.00014	0	0.2-0-0-99.8-0-0-0
480	TN09	TN09-001	15	35.80358	-83.02765	Deep Gap Creek	0	0	0	0	0.999933333	6.67E-05	0	0-0-0-0-100-0-0
481	TN10	TN10-001	30	36.1481741	-82.1020676	Five Poplar Branch	0	0	0	0.9975	0	0.0025	0	0-0-0-99.8-0-0.3-0
482	TN11	TN11-001	36	35.27136	-84.13839	Bald River	0.97225	0	2.78E-05	0	2.78E-05	0.001083333	0.026611111	97.2-0-0-0-0-0.1-2.7
483	TN12	TN12-001	36	35.27077	-84.13883	Brookshire Creek	0.448944444	0	0.002333333	0.3655	0.076361111	0.0965	0.010277778	44.9-0-0.2-36.6-7.6-9.7-1
489	TN07	TN07-001	21	36.4715	-81.97623	Lindy Camp Branch	0	0	0	1	0	0	0	0-0-0-100-0-0-0
491	TN16	TN16-001	22	36.46861	-81.97776	Big Spur Branch	0	0	0	1	0	0	0	0-0-0-100-0-0-0
492	TN17	TN17-001	22	36.48027	-81.97548	Bakers Ridge Creek	0	0	0	1	0	0	0	0-0-0-100-0-0-0
493	TN20	TN20-001	20	36.60794	-81.6842	Whetstone Branch	0.96015	0	0	0.03985	0	0	0	96-0-0-4-0-0-0
494	TN08	TN08-001	21	36.61068	-81.65772	Bearpen Branch	0.718380952	0	9.52E-05	0.04847619	0.03347619	0.199619048	0	71.8-0-0-4.8-3.3-20-0
495	TN108	TN108-001	30	35.798245	-82.998145	Middle Prong Gulf Ck.	0	0	0	0	0.9	0.1	0	0-0-0-0-90-10-0
496	TN109	TN109-001	30	35.790545	-83.00505	Brown Gap Creek	0	0	0	0	1	0	0	0-0-0-0-100-0-0
497	TN110	TN110-001	30	35.87983	-82.95747	Dry Fork	0.003666667	0	0	0.966666667	0	0.029666667	0	0.4-0-0-96.7-0-3-0
498	TN111	TN111-001	30	35.86268	-82.92706	Wolf Creek	0	0	0	0.000366667	0.9663	0.033333333	0	0-0-0-0-96.6-3.3-0
499	TN112	TN112-001	30	35.95184	-82.827325	Sawmill Branch	0	0	0	1	0	0	0	0-0-0-100-0-0-0
500	TN122	TN122-001	30	36.560025	-81.709925	Gentry Creek	0.289233333	0	0	0.433833333	0.095933333	0.181033333	0	28.9-0-0-43.4-9.6-18.1-0
501	TN021	TN021-001	30	35.356325	-84.06547	Falls Branch	0	0	0	0	0	0	1	0-0-0-0-0-0-100
502	TN025	TN025-001	20	35.33309	-84.05855	Sugar Cove Branch	0	0	0.42075	0	0	0.0041	0.57515	0-0-42.1-0-0-0.4-57.5
503	TN065	TN065-001	30	36.069215	-82.596455	Ft. Davie Creek	0.073366667	0	0.137566667	1.00E-04	0	0.113533333	0.675333333	7.3-0-13.8-0-0-11.4-67.5
504	TN084	TN084-001	30	36.063575	-82.59212	Rocky Fork	0.4632	0	0.110266667	0.032566667	0	0.156266667	0.237633333	46.3-0-11-3.3-0-15.6-23.8
505	BarboursCreek	VA02-001	20	37.595815	-80.087905	Barbours Creek	0	0	0.9994	0	0	0	6.00E-04	0-0-99.9-0-0-0-0.1
506	EwinsRun	VA03-001	20	37.539766	-80.293413	Ewins Run	0	0	0.99875	0	0	0	0.00125	0-0-99.9-0-0-0-0.1
507	PicklesBranch	VA04-001	20	37.381798	-80.191154	Pickles Branch	0	0.04405	0.9548	0	0	0	0.00115	0-4.4-95.5-0-0-0-0.1
508	PaulsCreek	VA15-001	19	36.644512	-80.695658	Pauls Creek	0.975105263	0	0	0	0	0.024894737	0	97.5-0-0-0-0-2.5-0
509	PDER1	WRC344-001	20	36.1995485	-81.5754174	Elk Creek	0.3747	0	1.00E-04	0	0	0.62475	0.00045	37.5-0-0-0-0-62.5-0
510	PDER10	WRC346-001	18	36.436478	-81.074403	Horse Cove Branch	0.997833333	0	0	0	0	0.002166667	0	99.8-0-0-0-0-0.2-0
511	PDER11	WRC347-001	20	36.1049213	-81.542613	Joes Fork	0.87735	0	0	0	0.0517	0.0709	0	87.7-0-0-0-5.2-7.1-0
512	PDER12	WRC348-001	20	36.1775762	-81.5366649	Laurel Creek	0.2207	0	0	0	0	0.7793	0	22.1-0-0-0-0-77.9-0
513	PDER13	WRC349-001	20	36.2654934	-81.4159139	Little Fork	0.85915	0	5.00E-05	0	0	0.14075	0	85.9-0-0-0-0-14.1-0
514	PDER14	WRC350-001	10	36.449842	-80.943961	Long Creek	0.6768	0	0	0	0.1067	0.2165	0	67.7-0-0-0-10.7-21.7-0
515	PDER15	WRC351-001	19	36.264472	-81.398458	North Prong Lewis Fork	0.583052632	0	0.000105263	0	0	0.416684211	0	58.3-0-0-0-0-41.7-0
516	PDER16	WRC352-001	20	36.0942326	-81.6082065	Ooten Creek	0.89015	0	0	0	0	0.10985	0	89-0-0-0-0-11-0
518	PDER18	WRC354-001	20	36.1298035	-81.5893463	Rockhouse Creek	0.6677	0	0	0	0	0.33225	0	66.8-0-0-0-0-33.2-0
519	PDER19	WRC355-001	20	36.1674302	-81.5537206	South Fork Laurel Creek	0.8599	0	0	0	0	0.1401	0	86-0-0-0-0-14-0
520	PDER2	WRC358-001	20	36.3966103	-81.1151767	UT Harris Creek	0.99945	0	0	0	0	0.00055	0	99.9-0-0-0-0-0.1-0
524	PDER23	WRC357-001	20	36.448497	-80.961789	Stewart Fork	0.40735	0	2.00E-04	0	0	0.5923	0	40.7-0-0-0-0-59.2-0
525	PDER24	WRC361-001	20	36.1151725	-81.6361518	UT Yadkin River (@ Caldwell/Watauga Co. line @ SR 1500)	0.78295	0	0	0	0	0.217	0	78.3-0-0-0-0-21.7-0
526	PDER25	D704-001	26	36.1246884	-81.6368065	Martin Branch	0.934269231	0	0	0	0	0.065730769	0	93.4-0-0-0-0-6.6-0
527	PDER26	D705-001	25	36.1181424	-81.6302791	Yadkin River	0.59048	0	0	0	0	0.40952	0	59-0-0-0-0-41-0
529	PDER3	WRC360-001	20	36.4397214	-80.9656906	UT Mitchell River (@ Surry/Alleghany Co. line)	0.89045	0	0	0	1.00E-04	0.10945	0	89-0-0-0-0-10.9-0
530	PDER4	WRC364-001	20	36.4198925	-81.1152104	UT Garden Creek	0	0	0	0	0	1	0	0-0-0-0-0-100-0
531	PDER5	WRC340-001	20	36.1235508	-81.5949909	(B) Spanish Oak Branch	0.4647	0	0	0	0	0.5353	0	46.5-0-0-0-0-53.5-0
532	PDER6	WRC341-001	20	36.431669	-80.952903	Bear Creek (UT Mitchell R. on Devotion Estate)	0.3603	0	1.00E-04	0	0	0.63955	0	36-0-0-0-0-64-0
534	PDER8	WRC343-001	20	36.1501125	-81.5394676	Dugger Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
535	PDER9	WRC345-001	20	36.3989175	-81.1229172	Harris Creek	0.00255	0	0	0.00795	0	0.9897	0	0.3-0-0-0.8-0-99-0
536	SFStewartsCreek	VA16-001	24	36.592978	-80.79188	SF Stewarts Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
537	FridleyGap2010	AW1-001	30	38.497356	-78.717291	Mountain Run	0	0	0.999966667	0	0	0	0	0-0-100-0-0-0-0
538	DryRun2010	AW1-031	30	38.558933	-79.092305	Dry Run, N.F.	0	0	0.99996	0	0	0	4.00E-05	0-0-100-0-0-0-0
539	SkidmoreFork2010	AW1-061	30	38.366106	-79.207234	Skidmore fork North River, N.F.	0	0	0.992275862	0	0	0.000241379	0.007482759	0-0-99.2-0-0-0-0.7
540	ElkCreek2012	AW1-091	30	37.56566	-79.48229	East Fork Elk Creek	0.003666667	0	0.996333333	0	0	0	0	0.4-0-99.6-0-0-0-0
541	LittleStonyCreek2013	AW2-025	30	38.94517	-78.63751	Little Stony Creek	0.9308	0	0	0.004366667	0	0.064833333	0	93.1-0-0-0.4-0-6.5-0
542	LittleWilsonCreek2012	AW2-055	21	37.98309	-79.75844	Little Wilson Creek	6.25E-05	0	0.947125	0	0	0.05275	0	0-0-94.7-0-0-5.3-0
543	NorthForkTyeRiver2012	AW2-085	30	37.87248	-79.05521	North Fork Tye River	0.000933333	0	0.892933333	0	0	0.1015	0.0046	0.1-0-89.3-0-0-10.2-0.5
544	NobusinessCreek2013	AW3-019	30	37.24217	-80.90196	No Business Creek	0.831966667	0	0.004233333	0.005566667	0	0.157133333	0.001033333	83.2-0-0.4-0.6-0-15.7-0.1
545	CarrickCreek	AW4-001	25	35.033222	-82.702944	Carrick Creek	0.131869565	0	0.011608696	0.257478261	0	0.126521739	0.472434783	13.2-0-1.2-25.7-0-12.7-47.2
546	EmoryCreek	AW4-031	28	35.033139	-82.761028	Emory Creek	0.15604	0	0.00528	0.08972	0	0.68252	0.06624	15.6-0-0.5-9-0-68.3-6.6
547	FallsCreek	AW4-061	30	35.143528	-82.538944	Falls Creek	0	0	0.0053	1.00E-04	3.33E-05	0.967666667	0.0268	0-0-0.5-0-0-96.8-2.7
548	MathewsCreek	AW4-091	21	35.101444	-82.666	Matthews Creek	4.76E-05	0	0.159571429	0	0	0.004952381	0.835428571	0-0-16-0-0-0.5-83.5
549	D707	D707-001	20	36.293816	-81.602125	UT South Fork New River	0.99995	0	0	0	0	5.00E-05	0	100-0-0-0-0-0-0
550	D708	D708-001	54	36.27005	-81.45564	UT West Fork Pine Swamp Creek	0.857462963	0	0.005462963	0.006981481	0.001037037	0.129055556	1.85E-05	85.7-0-0.5-0.7-0.1-12.9-0
551	D709	D709-001	54	36.26992	-81.45647	West Fork Pine Swamp Creek	0.862537037	0	0.011203704	0.006814815	0.000962963	0.118407407	0	86.3-0-1.1-0.7-0.1-11.8-0
553	D711	D711-001	48	36.289919	-81.43763	East Fork Pine Swamp Creek	0.998916667	0	4.17E-05	2.08E-05	0	0.000979167	0	99.9-0-0-0-0-0.1-0
554	POAR1	POAR1-01	50	39.6659	-77.5459	Edgemont Reservoir	0	0	0.99992	0	0	2.00E-05	6.00E-05	0-0-100-0-0-0-0
555	POCA1	POCA1-001	23	39.1218	-78.5043	Hawk Run	0.000608696	0	0.999347826	0	0	0	4.35E-05	0.1-0-99.9-0-0-0-0
556	PONB1	PONB1-01	49	39.56505	-79.1526	Big Run	2.04E-05	0	0.997428571	0	0	0.001836735	0.000714286	0-0-99.7-0-0-0.2-0.1
557	PONB10	MD35-001	50	39.565446	-79.107979	Mainstem Savage River	0.00206	0	0.99788	0	0	2.00E-05	4.00E-05	0.2-0-99.8-0-0-0-0
558	PONB11	MD36-001	50	39.586382	-79.095378	Poplar Lick	2.00E-05	0	0.99996	0	0	0	2.00E-05	0-0-100-0-0-0-0
559	PONB12	MD37-001	50	39.62059	-79.066713	Blue Lick	0	0	0.99876	0	0	0	0.00124	0-0-99.9-0-0-0-0.1
560	PONB2	PONB2-01	49	39.60631	-79.12489	Poplar Lick	0.00244898	0	0.996591837	0	0	0.000959184	0	0.2-0-99.7-0-0-0.1-0
561	PONB3	PONB3-01	49	39.51775	-79.16868	Middle Fork Crabtree Creek	0.001061224	0	0.997122449	0	0	0	0.00177551	0.1-0-99.7-0-0-0-0.2
562	PONB4	PONB4-01	50	39.37217	-79.25085	Lostland Run	0.00222	0	0.99776	0	0	0	0	0.2-0-99.8-0-0-0-0
563	PONB5	PONB5-01	48	39.26321	-79.38213	Hindleg Run	0	0	1	0	0	0	0	0-0-100-0-0-0-0
564	PONB6	PONB6-01	50	39.52621	-79.04156	Mill Run	0	0	0.99998	0	0	0	0	0-0-100-0-0-0-0
565	PONB7	PONB7-001	30	39.27408	-79.31303	Difficult Creek	3.33E-05	0	0.9991	0	0	0.000666667	2.00E-04	0-0-99.9-0-0-0.1-0
566	PONB8	PONB8-001	29	39.6443	-78.9357	Sand Spring Run	0	0	0.828137931	0	0.000931034	3.45E-05	0.170896552	0-0-82.8-0-0.1-0-17.1
567	PONB9	MD34-001	50	39.594986	-79.051875	Little Savage River	0	0	0.99994	0	0	4.00E-05	2.00E-05	0-0-100-0-0-0-0
568	POSB1	POSB1-001	49	38.6474	-79.5013	Teter Camp Run	4.08E-05	0	0.99355102	0	4.08E-05	0.001163265	0.005163265	0-0-99.4-0-0-0.1-0.5
569	POSB2	POSB2-01	25	38.8696	-79.4718	Horse Camp Run	4.00E-05	0	0.9518	0	0.02736	0.01296	0.00788	0-0-95.2-0-2.7-1.3-0.8
570	POSB3	POSB3-001	23	38.8793	-79.3423	Sawmill Run	0	0	0.959608696	0	0	0.011565217	0.02873913	0-0-96-0-0-1.2-2.9
571	POSB4	POSB4-001	27	38.8789	-79.34	Powdermill Run	0	0	0.998	0	0.000148148	0	0.001777778	0-0-99.8-0-0-0-0.2
572	POSB5	POSB5-001	20	38.9092	-79.3258	Zeke Run	0	0	1	0	0	0	0	0-0-100-0-0-0-0
573	POSB6	POSB6-001	30	39.2597	-78.7537	Mill Run	0	0	1	0	0	0	0	0-0-100-0-0-0-0
574	POSB7	POSB7-001	30	38.9359	-79.3071	High Ridge Run	0	0	0.964266667	0	0.033066667	0.002366667	0.000233333	0-0-96.4-0-3.3-0.2-0
575	POSB8	POSB8-001	30	38.9718	-79.2837	Samuel Run	0	0	0.999966667	0	0	3.33E-05	0	0-0-100-0-0-0-0
577	POSH10	POSH10-001	100	38.2685	-78.7011	Big Run	0	0	0.9999	0	0	0	1.00E-04	0-0-100-0-0-0-0
578	POSH11	POSH11-001	50	38.3127	-78.6305	U. Hawksbill Creek	0	0.0209	0.97878	0	0	0.00014	0.00016	0-2.1-97.9-0-0-0-0
579	POSH12	POSH12-01	48	38.3685	-78.5602	Lee Run	0	0	1	0	0	0	0	0-0-100-0-0-0-0
580	POSH13	POSH13-02	43	38.3326	-78.5982	Eaton Hollow	0	0	0.95055814	0	0	0	0.04944186	0-0-95.1-0-0-0-4.9
581	POSH14	POSH14-01	29	38.6329	-78.3432	Dry Run, N.F.	0.006517241	0	0.993310345	0	0	0	6.90E-05	0.7-0-99.3-0-0-0-0
582	POSH15	POSH15-31	29	38.6329	-78.3432	Dry Run, N.F.	0.008206897	0	0.991758621	0	0	6.90E-05	0	0.8-0-99.2-0-0-0-0
583	POSH16	POSH16-01	50	38.4318	-78.5374	S. Br. Naked Creek -1	0	0	0.9984	0	0	0	0.0016	0-0-99.8-0-0-0-0.2
584	POSH17	POSH17-01	50	38.4209	-78.5202	S. Br. Naked Creek -2	0	0	0.99978	0	0	0	0.00022	0-0-100-0-0-0-0
585	POSH18	POSH18-001	50	38.4886	-78.4988	W. Br. Naked Creek	0	0	0.99974	0	0	0	0.00026	0-0-100-0-0-0-0
586	POSH19	POSH19-001	50	38.4935	-78.4595	E. Br. Naked Creek	0	0	1	0	0	0	0	0-0-100-0-0-0-0
588	POSH20	POSH20-01	38	38.4633	-78.4955	Big Creek	0	0	0.999973684	0	0	0	2.63E-05	0-0-100-0-0-0-0
589	POSH21	POSH21-01	33	38.5021	-78.5127	Harris Cove	0	0	0.999939394	0	0	0	6.06E-05	0-0-100-0-0-0-0
590	POSH22	POSH22-01	25	38.5087	-78.5398	Fultz Run	0	0	0.99928	0	0	0	0.00072	0-0-99.9-0-0-0-0.1
591	POSH23	POSH23-01	49	38.5198	-78.4459	Lewis Spring Branch	0	0	1	0	0	0	0	0-0-100-0-0-0-0
592	POSH24	POSH24-001	50	38.5456	-78.4286	Little Hawksbill Creek	0.00078	0	0.99896	0	0	0	0.00026	0.1-0-99.9-0-0-0-0
593	POSH25	POSH25-01	50	38.5524	-78.4134	Big Fill Hollow	0.04442	8.00E-05	0.7606	0	0	0.0029	0.19196	4.4-0-76.1-0-0-0.3-19.2
594	POSH26	POSH26-001	50	38.5621	-78.3903	East Hawksbill Creek	0.01172	0.3005	0.67434	0	0	0.01336	0	1.2-30.1-67.4-0-0-1.3-0
595	POSH27	POSH27-01	50	38.6057	-78.3806	S. Fork Dry Run	2.00E-05	0	0.99982	0	0	0.00016	0	0-0-100-0-0-0-0
596	POSH28	POSH28-001	35	38.6519	-78.3551	Pass Run	0	0	0.995742857	0	0	0	0.004228571	0-0-99.6-0-0-0-0.4
597	POSH29	POSH29-036	20	38.6519	-78.3551	Pass Run	0	0	0.97675	0	0	0	0.02325	0-0-97.7-0-0-0-2.3
598	POSH3	POSH3-001	50	38.1596	-78.7912	Meadow Run	0	0	0.99986	0	0	0	0.00014	0-0-100-0-0-0-0
599	POSH30	POSH30-001	50	38.7523	-78.3092	Jeremy's Run	0	0	0.9843	0	0	0	0.0157	0-0-98.4-0-0-0-1.6
600	POSH31	POSH31-01	50	38.7776	-78.3323	Heiskell Hollow	0	0	0.98908	0	0	2.00E-05	0.01088	0-0-98.9-0-0-0-1.1
601	POSH32	POSH32-01	50	38.7838	-78.3014	Overall Run	0	0	0.99472	0	0	0.00506	2.00E-04	0-0-99.5-0-0-0.5-0
604	POSH35	POSH35-01	41	38.7726	-78.2678	Greasy Run, site 2	0	0	0.780902439	0	0	4.88E-05	0.21902439	0-0-78.1-0-0-0-21.9
605	POSH36	POSH36-01	50	38.7752	-78.2472	Gooney Run	2.00E-05	0	0.96968	0	0	6.00E-05	0.0302	0-0-97-0-0-0-3
606	POSH37	POSH37-01	9	38.8084	-78.1923	Smith Creek	0	0	0.832555556	0	0	0.000333333	0.167111111	0-0-83.3-0-0-0-16.7
607	POSH38	POSH38-01	40	38.8278	-78.1881	Lands Run	0	0	0.9699	0	0	0.001	0.029075	0-0-97-0-0-0.1-2.9
608	POSH39	POSH39-001	30	38.7985	-78.8679	Capon Run	0	0	0.948833333	0	0	0	0.051166667	0-0-94.9-0-0-0-5.1
609	POSH4	POSH4-001	49	38.2098	-78.7519	Paine Run	0	0	1	0	0	0	0	0-0-100-0-0-0-0
610	POSH40	SH66-001	25	38.13821	-78.80693	Big Mine Branch	0	0	0.99996	0	0	0	4.00E-05	0-0-100-0-0-0-0
611	POSH41	SH70-001	30	38.6279	-78.35774	Dry Run, N.F.	0.004533333	0	0.995466667	0	0	0	0	0.5-0-99.5-0-0-0-0
612	POSH42	SH71-001	30	38.56708	-78.39623	East Hawksbill Creek	0	0.7979	0.2021	0	0	0	0	0-79.8-20.2-0-0-0-0
613	POSH43	SH77-001	30	38.54181	-78.4257	Little Hawksbill Creek	0.001066667	0	0.9988	0	0	6.67E-05	3.33E-05	0.1-0-99.9-0-0-0-0
614	POSH44	SH87-001	30	38.6129	-78.3781	S. Fork Dry Run	0.002966667	0.000566667	0.996466667	0	0	0	0	0.3-0.1-99.6-0-0-0-0
615	POSH45	SH88-001	25	38.36557	-78.57957	West Swift Run	0	0	1	0	0	0	0	0-0-100-0-0-0-0
616	POSH5	POSH5-001	25	38.2497	-78.7424	Madison Run	4.00E-05	0	0.9626	0	0	0.03736	0	0-0-96.3-0-0-3.7-0
618	POSH8	POSH8-001	49	38.3144	-78.6732	Onemile Run	0	0	1	0	0	0	0	0-0-100-0-0-0-0
619	POSH9	POSH9-001	50	38.321	-78.6567	Twomile Run	0	0	1	0	0	0	0	0-0-100-0-0-0-0
620	JAMR1	JAMR1-01	50	38.2417	-78.6889	Doyle's R.	2.00E-05	0	0.9319	0	0	1.00E-04	0.06798	0-0-93.2-0-0-0-6.8
621	JAMR2	JAMR2-001	49	38.2069	-78.7266	N. Fork Moorman R.	0	0	0.486836735	0	0	0	0.513142857	0-0-48.7-0-0-0-51.3
622	JARR1	JARR1-001	25	38.3461	-78.5184	Swift Run	0	0	0.52436	0	0	0.04	0.43564	0-0-52.4-0-0-4-43.6
623	JARR2	JARR2-01	49	38.2794	-78.6402	Ivy Creek	0.003244898	0	0.958183673	0	0	0	0.038571429	0.3-0-95.8-0-0-0-3.9
624	JARR3	SH75-001	25	38.2788	-78.62369	Ivy Creek Tributary	0	0	0.99996	0	0	0	4.00E-05	0-0-100-0-0-0-0
625	RAPH1	RAPH1-01	50	38.7574	-78.2304	Waterfall Branch	0	0	0.6904	0	0	0	0.30958	0-0-69-0-0-0-31
626	RAPH10	RAPH10-001	50	38.602	-78.3429	Hughes R.	0	0.9952	0.00476	0	0	0	4.00E-05	0-99.5-0.5-0-0-0-0
627	RAPH11	RAPH11-051	73	38.602	-78.3429	Hughes R.	0	0.999589041	0.00039726	0	0	0	0	0-100-0-0-0-0-0
628	RAPH12	RAPH12-01	23	38.5746	-78.3305	Brokenback Run	0	0.958347826	0.00026087	0	0	0	0.041391304	0-95.8-0-0-0-0-4.1
629	RAPH13	RAPH13-01	44	38.5373	-78.3052	Ragged Run	0	1	0	0	0	0	0	0-100-0-0-0-0-0
630	RAPH14	SH73-001	30	38.60539	-78.31641	Hannah Run	0	1	0	0	0	0	0	0-100-0-0-0-0-0
631	RAPH15	SH74-001	30	38.6039	-78.33224	Hughes Trib	0	1	0	0	0	0	0	0-100-0-0-0-0-0
632	RAPH16	SH80-001	30	38.6028	-78.34771	Nicholson Hollow	0	1	0	0	0	0	0	0-100-0-0-0-0-0
635	RAPH2	RAPH2-01	50	38.7478	-78.2628	Keyser Run	4.00E-05	0	0.80586	0	0	0.01058	0.1835	0-0-80.6-0-0-1.1-18.4
636	RAPH3	RAPH3-01	50	38.7132	-78.2785	Piney R.	0	0	0.9792	0	0	2.00E-04	0.02056	0-0-97.9-0-0-0-2.1
637	RAPH4	RAPH4-01	49	38.7016	-78.2894	N. Fork Thornton	0	0	0.873	0	0	0.000102041	0.126877551	0-0-87.3-0-0-0-12.7
638	RAPH5	RAPH5-51	25	38.6597	-78.286	S. Fork Thornton	0	0	0.99904	0	0	0	0.00096	0-0-99.9-0-0-0-0.1
639	RAPH6	RAPH6-001	50	38.6352	-78.278	Hazel R.	2.00E-05	0.04	0.31198	0	0	0	0.64798	0-4-31.2-0-0-0-64.8
640	RAPH7	RAPH7-01	25	38.6013	-78.285	Broad Hollow Run	0	0	0.51304	0	0	0	0.48696	0-0-51.3-0-0-0-48.7
641	RAPH8	RAPH8-001	40	38.6074	-78.3162	Hannah Run	0	1	0	0	0	0	0	0-100-0-0-0-0-0
642	RAPH9	RAPH9-041	25	38.6074	-78.3162	Hannah Run	0	1	0	0	0	0	0	0-100-0-0-0-0-0
643	RAPJ1	RAPJ1-01	50	38.8264	-78.1595	Indian Run	0	0	0.95142	0	0	0	0.04858	0-0-95.1-0-0-0-4.9
644	RAPJ2	RAPJ2-001	50	38.8066	-78.1555	Bolton Branch	8.00E-05	0	0.99822	0	0	0	0.00168	0-0-99.8-0-0-0-0.2
645	RAPJ3	RAPJ3-01	50	38.7729	-78.1659	Jordan R.	0	0	0.96132	0	0	0	0.03866	0-0-96.1-0-0-0-3.9
647	RAPR10	RAPR10-051	50	38.4472	-78.3651	Rapidan R.	0	0.9801	0.00574	0	0	0	0.01414	0-98-0.6-0-0-0-1.4
648	RAPR11	RAPR11-01	49	38.4666	-78.4428	Conway	0	1	0	0	0	0	0	0-100-0-0-0-0-0
649	RAPR12	RAPR12-01	50	38.4376	-78.4685	Devil's Ditch	0	0.99998	2.00E-05	0	0	0	0	0-100-0-0-0-0-0
650	RAPR13	RAPR13-01	25	38.4148	-78.4701	Pocosin Hollow Run	0	1	0	0	0	0	0	0-100-0-0-0-0-0
651	RAPR14	RAPR14-01	25	38.3797	-78.5055	South R.	0	1	0	0	0	0	0	0-100-0-0-0-0-0
652	RAPR15	SH67-001	25	38.45095	-78.44411	Bush Mountain Stream	0	1	0	0	0	0	0	0-100-0-0-0-0-0
653	RAPR16	SH68-001	30	38.54372	-78.37149	Cedar Run	0	1	0	0	0	0	0	0-100-0-0-0-0-0
654	RAPR17	SH69-001	30	38.50457	-78.40163	Dark Hollow	0	1	0	0	0	0	0	0-100-0-0-0-0-0
655	RAPR18	SH72-001	25	38.3916	-78.47795	Entry Run	0	1	0	0	0	0	0	0-100-0-0-0-0-0
