ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12	K13	K14	K15	K0	Data
309	LTNC93	WRC313.001	20	35.3235915	-82.9913537	Piney Mountain Creek	0.58025	0	0	0.38975	0	0	0	0	0	0	0	0	0	0	0	0.03005	58-0-0-39-0-0-0-0-0-0-0-0-0-0-0-3
310	LTNC94	WRC314.001	20	35.2568349	-82.9362342	Pinhook Creek	0	0	0	0.10005	0	0	0	0	0	0.7667	0	0.13225	0	0	0	0.001	0-0-0-10-0-0-0-0-0-76.7-0-13.2-0-0-0-0.1
311	LTNC95	WRC315.001	20	35.2488885	-83.2674832	Shell Branch	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
313	LTNC97	WRC317.001	20	35.2007229	-83.0039466	Slickens Creek	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
314	LTNC98	WRC320.001	19	35.2802563	-83.2630471	Tatham Creek	0	0	0	0	0	0	0	0	0	0.959315789	0	0	0	0	0	0.040631579	0-0-0-0-0-0-0-0-0-95.9-0-0-0-0-0-4.1
315	LTNC99	WRC324.004	15	35.2665208	-82.9695989	Wolf Creek	0.4604	0	0	0.271666667	0	0	0	0	0	0.266266667	0	0	0	0	0	0.0014	46-0-0-27.2-0-0-0-0-0-26.6-0-0-0-0-0-0.1
316	MPPS1	LR_2013_211	29	35.598205	-83.501998	Meigs Post Prong Site 1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0
317	MPPS2	LR_2013_240	31	35.594744	-83.49822	Meigs Post Prong Site 2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0
318	PFBNC1	NC01.001	42	35.46629	-83.04172	Hyatt Cove Creek	0	0	0	0	0	0	0.995928571	0	0	0	0	0	0	0	0	0.004071429	0-0-0-0-0-0-99.6-0-0-0-0-0-0-0-0-0.4
319	PFBNC10	WRC246.001	20	35.4136987	-83.0132106	Old Bald Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
320	PFBNC100	WRC217.001	20	35.721547	-82.254889	Right Prong South Toe River	0	0	0	0.81085	0	0	0	0	0	0.1686	0	0	0	0	0	0.02045	0-0-0-81.1-0-0-0-0-0-16.9-0-0-0-0-0-2
321	PFBNC101	WRC219.001	19	35.76075	-82.192601	Roaring Fork	0	0	0	0.103789474	0	0	0	0	0	0.825894737	0	0	0	0	0	0.070157895	0-0-0-10.4-0-0-0-0-0-82.6-0-0-0-0-0-7
322	PFBNC102	WRC222.001	20	36.1015896	-82.0403139	Sandbank Creek	0.2335	0	0	0.716	0	0	0	0	0	0	0	0	0	0	0	0.0505	23.4-0-0-71.6-0-0-0-0-0-0-0-0-0-0-0-5.1
324	PFBNC104	WRC225.001	20	36.136075	-82.221978	Spring Creek	0.5027	0	0	0.49715	0	0	0	0	0	0	0	0	0	0	0	0.0001	50.3-0-0-49.7-0-0-0-0-0-0-0-0-0-0-0-0
325	PFBNC105	WRC226.001	20	36.0048744	-82.0796566	Stagger Weed Creek	0.1285	0	0	0.8715	0	0	0	0	0	0	0	0	0	0	0	0	12.9-0-0-87.2-0-0-0-0-0-0-0-0-0-0-0-0
326	PFBNC106	WRC227.001	20	35.8172014	-82.1783762	UT Little White Oak Creek	0	0	0	0.34145	0	0	0	0	0	0.6561	0	0	0	0	0	0.0025	0-0-0-34.1-0-0-0-0-0-65.6-0-0-0-0-0-0.3
327	PFBNC107	WRC235.001	20	35.511961	-83.0311825	Gaddis Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9884	0	0.0116	0-0-0-0-0-0-0-0-0-0-0-0-0-98.8-0-1.2
328	PFBNC108	WRC236.001	20	35.5658324	-83.08157727	Hemphill Branch	0	0	0	0	0.13955	0	0	0	0	0	0	0	0	0.6506	0	0.2097	0-0-0-0-14-0-0-0-0-0-0-0-0-65.1-0-21
329	PFBNC109	WRC242.001	20	35.439484	-82.9913905	Medford Branch	0	0	0	0	0	0	0	0	0	0.93345	0	0	0	0	0	0.0666	0-0-0-0-0-0-0-0-0-93.3-0-0-0-0-0-6.7
330	PFBNC11	WRC250.001	20	35.4082192	-83.9945695	Shiny Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92305	0	0.07695	0-0-0-0-0-0-0-0-0-0-0-0-0-92.3-0-7.7
331	PFBNC110	WRC245.001	20	35.4113281	-83.016928	Old Bald Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99995	0	0.00005	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
332	PFBNC111	WRC249.001	15	35.335311	-82.889639	Sam Branch	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
333	PFBNC112	WRC254.001	20	35.458564	-83.085531	Winchester Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
334	PFBNC113	WRC026.001	20	36.016006	-82.684572	(A) East Prong Hickey Fork	0	0	0	0.9243	0	0	0	0	0	0	0	0	0	0	0	0.0756	0-0-0-92.4-0-0-0-0-0-0-0-0-0-0-0-7.6
335	PFBNC114	WRC027.001	20	35.4315423	-82.6826226	(B) Fletcher Creek	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
336	PFBNC115	WRC028.001	20	35.4346241	-82.68400165	(B) Spencer Branch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
340	PFBNC119	WRC326.001	20	36.1950526	-81.9551761	Fall Creek	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
342	PFBNC120	WRC327.001	19	36.1854005	-81.7095864	Harrison Branch	0.999473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000526316	99.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.1
345	PFBNC123	WRC330.001	20	36.196714	-81.7076549	Laurel Fork	0.78615	0	0	0.2133	0	0	0	0	0	0	0	0	0	0	0	0.0005	78.6-0-0-21.3-0-0-0-0-0-0-0-0-0-0-0-0.1
346	PFBNC125	WRC339.001	20	36.2149634	-81.8216606	Worley Creek	0.6109	0	0	0.25535	0	0	0	0	0	0.13365	0	0	0	0	0	0	61.1-0-0-25.5-0-0-0-0-0-13.4-0-0-0-0-0-0
347	PFBNC126	WRC036.001	19	35.1531241	-82.8544272	(K) Diamond Creek (above falls)	0	0	0	0.123578947	0	0	0	0	0	0	0	0.876368421	0	0	0	5.26316E-05	0-0-0-12.4-0-0-0-0-0-0-0-87.6-0-0-0-0
348	PFBNC127	WRC037.001	19	35.148	-82.841	(K) Diamond Creek (below falls)	0	0	0	0.705368421	0	0	0	0	0	0	0	0.294631579	0	0	0	0	0-0-0-70.5-0-0-0-0-0-0-0-29.5-0-0-0-0
353	PFBNC131	WRC043.001	20	35.317274	-82.7989204	Big Bearpen Branch	0	0	0	0	0	0	0	0	0	0	0	0.99995	0	0	0	0.00005	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
354	PFBNC132	WRC044.001	20	35.1263498	-82.7254991	Bradley Creek	0	0	0	0.95335	0	0	0	0	0	0	0	0	0	0	0	0.04665	0-0-0-95.3-0-0-0-0-0-0-0-0-0-0-0-4.7
357	PFBNC135	WRC047.001	19	35.2452798	-82.8250315	Cathys Creek (above falls)	0	0	0	0.847368421	0	0	0	0	0	0	0	0.152578947	0	0	0	0	0-0-0-84.7-0-0-0-0-0-0-0-15.3-0-0-0-0
358	PFBNC136	WRC048.001	20	35.2279072	-82.8089636	Cedar Rock Creek	0	0	0	0.3624	0	0	0	0	0	0	0	0.6376	0	0	0	0	0-0-0-36.2-0-0-0-0-0-0-0-63.8-0-0-0-0
360	PFBNC138	WRC054.001	20	35.1953627	-82.7006818	Hogsed Creek	0	0	0	0	0	0	0	0	0	0	0	0.95645	0	0	0	0.04355	0-0-0-0-0-0-0-0-0-0-0-95.6-0-0-0-4.4
361	PFBNC139	WRC055.001	20	35.2269765	-82.8036075	Kagle Branch	0	0	0	0.15	0	0	0	0	0	0	0	0.85	0	0	0	0	0-0-0-15-0-0-0-0-0-0-0-85-0-0-0-0
362	PFBNC14	WRC086.001	20	35.3011132	-82.7014008	North Prong Turkey Creek	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
363	PFBNC140	WRC056.001	19	35.2453111	-82.7890818	Kuykendall Creek	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
364	PFBNC141	WRC058.001	20	35.3211685	-82.8026481	Log Hollow Branch	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
365	PFBNC142	WRC059.001	20	35.3240283	-82.7897053	Looking Glass Creek	0	0	0	0.99795	0	0	0	0	0	0	0	0	0	0	0	0.00205	0-0-0-99.8-0-0-0-0-0-0-0-0-0-0-0-0.2
366	PFBNC144	WRC067.001	20	35.3017378	-82.803234	Rockhouse Creek	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
367	PFBNC145	WRC068.001	20	35.5621703	-82.3555376	Rocky Fork	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
370	PFBNC148	WRC071.001	20	35.3216175	-82.6885368	Sutton Creek	0	0	0	0.9059	0	0	0	0	0	0	0	0	0	0	0	0.0941	0-0-0-90.6-0-0-0-0-0-0-0-0-0-0-0-9.4
371	PFBNC149	WRC072.001	20	35.2333527	-82.8211449	Tarkiln Branch	0	0	0	0.2648	0	0	0	0	0	0	0	0.7351	0	0	0	0.0001	0-0-0-26.5-0-0-0-0-0-0-0-73.5-0-0-0-0
374	PFBNC152	WRC077.001	20	35.3352984	-82.8026901	UT Looking Glass Creek (@ Bennet Cove)	0	0	0	0.93065	0	0	0	0	0	0	0	0	0	0	0	0.06935	0-0-0-93.1-0-0-0-0-0-0-0-0-0-0-0-6.9
377	PFBNC155	WRC080.001	20	35.3387483	-82.7923259	UT to Looking Glass Creek (@ Cherry Cove)	0	0	0	0.9209	0	0	0	0	0	0	0	0	0	0	0	0.07905	0-0-0-92.1-0-0-0-0-0-0-0-0-0-0-0-7.9
378	PFBNC156	WRC081.001	20	35.148281	-82.594131	Wildcat Branch	0	0	0	0.40305	0	0	0	0	0	0	0	0.59685	0	0	0	0.00005	0-0-0-40.3-0-0-0-0-0-0-0-59.7-0-0-0-0
379	PFBNC157	WRC084.001	20	35.2791541	-82.88750234	Chestnut Creek	0	0	0	0.1138	0	0	0	0	0	0	0	0.88595	0	0	0	0.0003	0-0-0-11.4-0-0-0-0-0-0-0-88.6-0-0-0-0
380	PFBNC158	D712.001	86	36.1187367	-81.785994	Boone Fork	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0
381	PFBNC159	D904.001	48	35.65536	-82.41322	Left Fork Beetree Creek	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
382	PFBNC16	WRC088.001	20	35.720176	-82.8363434	UT Friezland Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99995	0	0.00005	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
383	PFBNC160	D905.001	40	35.66236	-82.29021	Flat Creek	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
384	PFBNC161	D908.001	40	35.72633	-82.33578	North Fork Swannanoa River	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
386	PFBNC17	WRC089.001	20	35.1317496	-82.633079	Walker Branch	0	0	0	0.8132	0	0	0	0	0	0	0	0.18455	0	0	0	0.00225	0-0-0-81.3-0-0-0-0-0-0-0-18.5-0-0-0-0.2
388	PFBNC19	WRC050.001	20	35.2919502	-82.815768	Cove Creek	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
389	PFBNC21	WRC238.001	20	35.520511	-83.1329804	Indian Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
391	PFBNC23	WRC034.001	20	35.1911007	-82.8208899	(J) Sawmill Creek (above falls)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
392	PFBNC24	WRC371.001	20	35.088828	-82.756712	South Prong Glady Fork	0	0	0	0	0	0	0	0	0	0	0	0.8464	0	0	0	0.1535	0-0-0-0-0-0-0-0-0-0-0-84.6-0-0-0-15.4
393	PFBNC25	WRC372.001	20	35.089306	-82.741648	Jane Cantrell Creek	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
394	PFBNC26	WRC373.001	20	35.108285	-82.701368	Hickory Flat Creek	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
396	PFBNC28	WRC382.001	20	35.120125	-82.75003	Laurel Branch (Murr Creek) Above Falls	0	0	0	0.3113	0	0	0	0	0	0	0	0.68735	0	0	0	0.0014	0-0-0-31.1-0-0-0-0-0-0-0-68.7-0-0-0-0.1
398	PFBNC3	WRC064.001	20	35.3536568	-82.7777478	Pigeon Branch	0	0	0	0.99995	0	0	0	0	0	0	0	0	0	0	0	0.00005	0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
400	PFBNC31	WRC042.001	20	35.462239	-82.689914	Beaverdam Creek	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
401	PFBNC32	WRC051.001	20	35.1232614	-82.7047303	East Fork French Broad River	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
403	PFBNC34	WRC057.001	19	35.361242	-82.683317	Laurel Creek	0	0	0	0	0	0	0	0	0	0	0	0.999947368	0	0	0	5.26316E-05	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
404	PFBNC35	WRC060.001	20	35.756372	-82.946969	Maple Springs Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94785	0	0.0521	0-0-0-0-0-0-0-0-0-0-0-0-0-94.8-0-5.2
405	PFBNC36	WRC062.001	20	35.798753	-82.368792	North Fork Ivy Creek	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
407	PFBNC38	WRC065.001	20	35.6694559	-82.3930353	Right Fork Beetree Creek	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
408	PFBNC39	WRC066.001	20	35.815297	-82.938686	Roaring Fork	0	0	0	0.79795	0	0	0	0	0	0	0	0	0	0.1949	0	0.0072	0-0-0-79.8-0-0-0-0-0-0-0-0-0-19.5-0-0.7
409	PFBNC4	WRC090.001	20	35.33193	-82.65082	Woody Branch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
412	PFBNC42	WRC082.001	20	35.3314292	-82.6493749	Woody Branch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
413	PFBNC43	WRC085.001	20	35.2584604	-82.7535622	Mine Branch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
414	PFBNC44	WRC189.001	20	35.87624	-82.234827	Ayles Creek	0.20355	0	0	0	0	0	0	0	0	0.7964	0	0	0	0	0	0.00005	20.4-0-0-0-0-0-0-0-0-79.6-0-0-0-0-0-0
415	PFBNC45	WRC190.001	20	35.9652732	-82.4749537	Bald Mountain Creek	0.5929	0	0	0	0	0	0	0	0	0.4071	0	0	0	0	0	0	59.3-0-0-0-0-0-0-0-0-40.7-0-0-0-0-0-0
416	PFBNC46	WRC196.001	20	36.0968006	-82.1012793	Carvers Gap Creek	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
418	PFBNC48	WRC198.001	20	35.9602071	-82.0517815	Gouges Creek	0.726	0	0	0	0	0	0	0	0	0.25895	0	0	0	0	0	0.01505	72.6-0-0-0-0-0-0-0-0-25.9-0-0-0-0-0-1.5
419	PFBNC49	WRC200.001	20	36.083408	-82.115417	Holder Creek	0	0	0	0	0	0	0	0	0	0.9995	0	0	0	0	0	0.0005	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0.1
420	PFBNC5	WRC230.001	20	35.4080126	-83.0011615	Cherry Cove Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
421	PFBNC50	WRC201.001	20	36.082267	-82.063001	Jerry Creek	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
422	PFBNC51	WRC203.001	20	36.0956264	-82.0985289	Johns Camp Branch	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
423	PFBNC52	WRC204.001	20	35.9845092	-82.044634	Jones Creek	0	0	0	0	0	0	0	0	0	0.9482	0	0	0	0	0	0.0518	0-0-0-0-0-0-0-0-0-94.8-0-0-0-0-0-5.2
424	PFBNC53	WRC209.001	20	36.121701	-82.160219	Lyddies Creek	0	0	0	0	0	0	0	0	0	0.9999	0	0	0	0	0	0.0001	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
426	PFBNC55	WRC212.001	20	35.7970579	-82.2825554	Ogle Creek	0	0	0	0	0	0	0	0	0	0.98795	0	0	0	0	0	0.01205	0-0-0-0-0-0-0-0-0-98.8-0-0-0-0-0-1.2
427	PFBNC56	WRC214.001	20	35.7731193	-82.3226384	Raven Fork	0	0	0	0	0	0	0	0	0	0.9932	0	0	0	0	0	0.0068	0-0-0-0-0-0-0-0-0-99.3-0-0-0-0-0-0.7
428	PFBNC57	WRC218.001	20	36.116242	-82.050094	Roaring Creek	0.35255	0	0	0	0	0	0	0	0	0.64745	0	0	0	0	0	0	35.3-0-0-0-0-0-0-0-0-64.7-0-0-0-0-0-0
429	PFBNC58	WRC220.001	20	35.8482545	-82.2108422	Roaring Spout Branch (Above Falls)	0	0	0	0	0	0	0	0	0	0.9995	0	0	0	0	0	0.0005	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0.1
431	PFBNC6	WRC231.001	20	35.4144916	-83.9934787	Deep Gap Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
433	PFBNC61	WRC228.001	20	35.382768	-82.8093472	Bee Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
435	PFBNC63	WRC232.001	19	35.4134934	-82.9919913	Deep Gap Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998263158	0	0.001736842	0-0-0-0-0-0-0-0-0-0-0-0-0-99.8-0-0.2
436	PFBNC64	WRC233.001	20	35.5284956	-83.1522215	Deep Gap Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9329	0	0.0671	0-0-0-0-0-0-0-0-0-0-0-0-0-93.3-0-6.7
437	PFBNC65	WRC234.001	20	35.54362	-83.1043	Fie Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88805	0	0.11185	0-0-0-0-0-0-0-0-0-0-0-0-0-88.8-0-11.2
438	PFBNC66	WRC239.001	20	35.5044723	-83.0939977	Johnson Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99565	0	0.00435	0-0-0-0-0-0-0-0-0-0-0-0-0-99.6-0-0.4
439	PFBNC67	WRC240.001	20	35.5194154	-83.158788	Long Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
440	PFBNC68	WRC241.001	20	35.5350548	-83.1629576	Mashie Stomp Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99995	0	0.00005	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
441	PFBNC69	WRC244.001	20	35.435672	-82.934283	Nix Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
442	PFBNC7	WRC237.001	20	35.400362	-82.7949057	Hungry Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
443	PFBNC70	WRC247.001	20	35.4815135	-83.0456402	Plott Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9146	0	0.0854	0-0-0-0-0-0-0-0-0-0-0-0-0-91.5-0-8.5
444	PFBNC71	WRC248.001	20	35.4263574	-83.0215477	Rocky Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9997	0	0.0003	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
445	PFBNC72	WRC251.001	20	35.4159817	-83.0244455	Steestachee Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
446	PFBNC73	WRC255.001	20	35.5108696	-83.1468679	Wolf Laurel Branch	0	0	0	0	0.16485	0	0	0	0	0	0	0	0	0.83385	0	0.00125	0-0-0-0-16.5-0-0-0-0-0-0-0-0-83.4-0-0.1
447	PFBNC74	WRC325.001	20	36.3214084	-81.7397625	Ellison Branch	0.99995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00005	100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
448	PFBNC75	WRC328.001	20	36.1862318	-81.7095216	Harrison Branch	0.99965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
449	PFBNC77	WRC333.001	20	36.3274908	-81.7776488	North Fork Cove Creek	0.8503	0	0	0	0.14935	0	0	0	0	0	0	0	0	0	0	0.0004	85-0-0-0-14.9-0-0-0-0-0-0-0-0-0-0-0
450	PFBNC78	WRC334.001	20	36.1556859	-81.8987786	Ramp Branch	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
451	PFBNC79	WRC335.001	20	36.1253758	-81.8201683	Shanty Spring Branch	0.9974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	99.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.3
452	PFBNC80	WRC337.001	20	36.1505828	-81.9007725	UT to Elk River (upstream of Ramp Branch)	0	0	0	0	0	0	0	0	0	0.94235	0	0	0	0	0	0.0577	0-0-0-0-0-0-0-0-0-94.2-0-0-0-0-0-5.8
453	PFBNC81	WRC365.001	20	35.4886448	-83.1133433	East Fork Campbell Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9517	0	0.04835	0-0-0-0-0-0-0-0-0-0-0-0-0-95.2-0-4.8
454	PFBNC82	WRC367.001	20	35.449162	-82.7433732	Stony Fork	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
455	PFBNC83	WRC368.001	20	35.3007729	-82.8198306	UT Cove Creek	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0
457	PFBNC86	WRC192.001	20	35.740517	-82.21605	Big Lost Cove Creek	0	0	0	0	0	0	0	0	0	0.9111	0	0	0	0	0	0.08885	0-0-0-0-0-0-0-0-0-91.1-0-0-0-0-0-8.9
458	PFBNC87	WRC193.001	20	35.7732736	-82.2913318	Big Poplar Creek	0.3582	0	0	0.101	0	0	0	0	0	0.54085	0	0	0	0	0	0	35.8-0-0-10.1-0-0-0-0-0-54.1-0-0-0-0-0-0
460	PFBNC89	WRC195.001	20	36.095653	-82.187814	Broad Branch	0.3261	0	0	0.32055	0.11715	0	0	0	0	0.236	0	0	0	0	0	0.00005	32.6-0-0-32.1-11.7-0-0-0-0-23.6-0-0-0-0-0-0
462	PFBNC90	WRC199.001	20	35.710219	-82.251292	Hemphill Creek	0.10075	0	0	0.8751	0	0	0	0	0	0	0	0	0	0	0	0.0242	10.1-0-0-87.5-0-0-0-0-0-0-0-0-0-0-0-2.4
464	PFBNC92	WRC205.001	20	36.073842	-82.096161	Little Rock Creek	0.11535	0	0	0.23715	0	0	0	0	0	0.6474	0	0	0	0	0	0	11.5-0-0-23.7-0-0-0-0-0-64.7-0-0-0-0-0-0
465	PFBNC93	WRC206.001	20	35.8202383	-82.1830178	Little Whiteoak Creek	0	0	0	0.75745	0	0	0	0	0	0.2392	0	0	0	0	0	0.0033	0-0-0-75.7-0-0-0-0-0-23.9-0-0-0-0-0-0.3
466	PFBNC94	WRC207.001	20	35.8209539	-82.183294	Little Whiteoak Creek	0	0	0	0.5328	0	0	0	0	0	0.4441	0	0	0	0	0	0.0231	0-0-0-53.3-0-0-0-0-0-44.4-0-0-0-0-0-2.3
467	PFBNC95	WRC208.001	20	35.734181	-82.237019	Lower Creek	0	0	0	0.98805	0	0	0	0	0	0	0	0	0	0	0	0.0119	0-0-0-98.8-0-0-0-0-0-0-0-0-0-0-0-1.2
468	PFBNC96	WRC210.001	20	35.7431237	-82.2121026	Neals Creek	0	0	0	0.99925	0	0	0	0	0	0	0	0	0	0	0	0.00075	0-0-0-99.9-0-0-0-0-0-0-0-0-0-0-0-0.1
469	PFBNC97	WRC213.001	19	35.9954945	-82.0266517	Pyatt Creek	0.469578947	0	0	0.530263158	0	0	0	0	0	0	0	0	0	0	0	0.000105263	47-0-0-53-0-0-0-0-0-0-0-0-0-0-0-0
470	PFBNC98	WRC215.001	20	36.077086	-82.087278	Reuban Creek	0	0	0	0	0	0	0	0	0	0.9463	0	0	0	0	0	0.0537	0-0-0-0-0-0-0-0-0-94.6-0-0-0-0-0-5.4
471	PFBNC99	WRC216.001	20	36.0899691	-82.2272378	Right Fork Beans Creek	0.1357	0	0	0.12545	0	0	0	0	0	0.64555	0	0	0	0	0	0.0933	13.6-0-0-12.5-0-0-0-0-0-64.6-0-0-0-0-0-9.3
472	SCS1	LR_2013_331	30	35.599257	-83.49679	Sweet Creek Site 1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0
473	SiCS2	FC_2014_188	50	35.580724	-83.567498	Silers Creek Site 2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0
