ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	k1	k2	k3	k4	k5	k6	k7	k8	k9	k10	k11	k12	k13	k14	k15	k16	k17	k18	k19	k20	k0	Data
248	LTNC39	[WRC103-001]	20	35.3365644	-83.4061966	Little Laurel Creek (trib. of Alarka Cr.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931	0.069	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-93.1-6.9
250	LTNC40	[WRC105-001]	20	35.0812545	-83.2460064	Long Branch	0	0.278	0	0.144	0	0.212	0	0	0	0	0	0	0	0	0	0	0.166	0	0	0	0.2	0-27.8-0-14.4-0-21.2-0-0-0-0-0-0-0-0-0-0-16.6-0-0-0-20
251	LTNC41	[WRC107-001]	20	35.2703011	-84.0475248	Peckerwood Creek	0	0	0	0	0	0	0	0	0	0.894	0	0	0	0	0	0	0	0	0	0	0.106	0-0-0-0-0-0-0-0-0-89.4-0-0-0-0-0-0-0-0-0-0-10.6
252	LTNC42	[WRC110-001]	20	35.0512067	-83.2553861	Turtle Pond Creek	0	0.617	0	0	0	0.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234	0-61.7-0-0-0-14.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-23.4
253	LTNC43	[WRC114-001]	20	35.032742	-83.436394	UT to Coweeta Creek (near Reynolds Gap)	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0-95-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5
254	LTNC44	[WRC115-001]	20	35.2175734	-83.2342281	Wildcat Creek	0	0.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.339	0.377	0-28.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-33.9-37.7
256	LTNC46	[WRC118-001]	20	35.249133	-83.669244	Pierce Creek ( also listed as Piercy Creek)	0	0	0	0	0	0	0	0.13	0	0	0.383	0	0	0	0	0	0	0	0	0.232	0.255	0-0-0-0-0-0-0-13-0-0-38.3-0-0-0-0-0-0-0-0-23.2-25.5
257	LTNC47	[WRC267-001]	20	35.382	-83.12	(A) South Fork Sugarloaf Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.957	0.043	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-95.7-4.3
259	LTNC49	[WRC269-001]	19	35.388	-83.126	(A) UT Sugarloaf Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.902	0.098	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-90.2-9.8
270	LTNC58	[WRC282-001]	20	35.3280919	-83.0582684	(D) Chastine Creek (incl. tribs.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938	0.062	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-93.8-6.2
271	LTNC59	[WRC283-001]	20	35.347	-83.054	(D) Craig Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.939	0.061	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-93.9-6.1
272	LTNC6	[WRC101-001]	20	35.1570048	-83.2625388	Ledford Branch	0	0.181	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285	0.384	0-18.1-0-0-0-15-0-0-0-0-0-0-0-0-0-0-0-0-0-28.5-38.4
273	LTNC60	[WRC284-001]	20	35.3360411	-83.05636282	(D) Frady Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942	0.058	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-94.2-5.8
275	LTNC62	[WRC299-001]	20	35.4191386	-83.1907797	Fisher Creek	0	0	0	0	0	0	0.929	0	0	0	0	0	0	0	0	0	0	0	0		0.071	0-0-0-0-0-0-92.9-0-0-0-0-0-0-0-0-0-0-0-0-0-7.1
276	LTNC63	[WRC304-002]	19	35.333816	-83.3062694	Greens Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.799	0.201	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-79.9-20.1
277	LTNC64	[WRC305-001]	20	35.2200232	-83.1506208	Hunter Jim Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918	0.082	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-91.8-8.2
279	LTNC66	[WRC309-001]	20	35.2171902	-83.1048686	Little Trout Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0.26	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-74-26
280	LTNC67	[WRC312-001]	20	35.2339737	-83.0196683	Neddie Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838	0.162	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-83.8-16.2
281	LTNC68	[WRC319-001]	20	35.2847512	-82.9434836	Tanassee Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.919	0.081	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-91.9-8.1
282	LTNC69	[WRC323-001]	20	35.3482953	-83.1325927	Wayehutta Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.783	0.217	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-78.3-21.7
283	LTNC7	[WRC106-001]	20	35.0980559	-83.1887634	Norton Prong	0	0.258	0	0.281		0.322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139	0-25.8-0-28.1-0-32.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-13.9
284	LTNC70	[WRC366-001]	20	35.24075	-83.582694	Big Branch	0	0.453	0	0	0	0	0	0	0	0.276	0	0	0	0	0	0	0	0	0	0	0.271	0-45.3-0-0-0-0-0-0-0-27.6-0-0-0-0-0-0-0-0-0-0-27.1
285	LTNC71	[WRC369-001]	20	35.3657942	-83.0204091	Mull Creek	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0.605	0.395	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-60.5-39.5
286	LTNC72	[WRC024-001]	20	35.328906	-84.016292	Whigg Branch	0.168	0	0	0.151	0	0.178	0	0	0	0.281	0	0	0	0	0	0	0	0	0	0	0.222	16.8-0-0-15.1-0-17.8-0-0-0-28.1-0-0-0-0-0-0-0-0-0-0-22.2
290	LTNC76	[WRC116-001]	20	35.039192	-83.574072	Buck Creek	0	0	0	0	0	0	0.154	0	0	0	0	0	0	0.246	0	0	0	0	0	0	0.6	0-0-0-0-0-0-15.4-0-0-0-0-0-0-24.6-0-0-0-0-0-0-60
291	LTNC77	[WRC278-001]	20	35.35	-83.088	(C) East Fork Moses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.885	0.115	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-88.5-11.5
292	LTNC78	[WRC279-001]	20	35.3312291	-83.1007775	(C) Moses Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.888	0.112	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-88.8-11.2
293	LTNC79	[WRC280-001]	20	35.338	-83.098	(C) Moses Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895	0.105	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-89.5-10.5
294	LTNC8	[WRC111-001]	20	35.3374603	-83.3784729	Upper Long Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.843	0.157	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-84.3-15.7
296	LTNC81	[WRC285-001]	20	35.3300556	-83.0012443	(F) Bearwallow Creek (including tribs.)	0	0	0	0	0	0	0.1	0	0	0	0	0.214	0	0	0	0	0	0	0	0.102	0.584	0-0-0-0-0-0-10-0-0-0-0-21.4-0-0-0-0-0-0-0-10.2-58.4
297	LTNC82	[WRC286-001]	20	35.332	-82.999	(F) Birch Ridge Creek	0	0.154	0	0	0	0	0	0	0	0.147	0	0	0	0	0	0	0	0	0	0	0.699	0-15.4-0-0-0-0-0-0-0-14.7-0-0-0-0-0-0-0-0-0-0-69.9
298	LTNC83	[WRC287-001]	20	35.179	-83.076	(G) Cow Mountain Branch	0	0	0	0.182	0.277	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411	0-0-0-18.2-27.7-13-0-0-0-0-0-0-0-0-0-0-0-0-0-0-41.1
299	LTNC84	[WRC288-001]	20	35.186	-83.078	(G) Mill Creek	0.134	0	0	0.158	0.149	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407	13.4-0-0-15.8-14.9-15.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-40.7
300	LTNC85	[WRC289-001]	20	35.176	-83.061	(G) Packs Creek	0	0	0	0.171	0.216	0.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.355	0-0-0-17.1-21.6-25.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-35.5
301	LTNC86	[WRC290-001]	20	35.183	-83.082	(G) Shelton Creek	0.268	0	0	0.169	0.125	0	0	0	0	0	0	0	0	0	0	0	0.138	0	0	0	0.3	26.8-0-0-16.9-12.5-0-0-0-0-0-0-0-0-0-0-0-13.8-0-0-0-30
302	LTNC87	[WRC291-001]	20	35.2644016	-83.0185048	(H) Sols Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833	0.167	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-83.3-16.7
303	LTNC88	[WRC292-001]	20	35.3523882	-83.0155009	Beechflat Creek	0	0	0	0.481	0	0.272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247	0-0-0-48.1-0-27.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-24.7
305	LTNC9	[WRC112-001]	20	35.1334328	-83.2059302	UT Buck Creek	0	0.691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195	0.114	0-69.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-19.5-11.4
306	LTNC90	[WRC297-001]	20	35.2186559	-83.2097509	Dodgen Creek	0.156	0	0	0	0	0.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324	0.289	15.6-0-0-0-0-23.1-0-0-0-0-0-0-0-0-0-0-0-0-0-32.4-28.9
307	LTNC91	[WRC300-001]	20	35.2204377	-83.0327662	Flat Creek	0	0	0	0	0.671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329	0-0-0-0-67.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-32.9
308	LTNC92	[WRC301-001]	20	35.2883362	-82.9733704	Gage Creek	0	0	0	0.343	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122	0.295	0-0-0-34.3-0-24-0-0-0-0-0-0-0-0-0-0-0-0-0-12.2-29.5
309	LTNC93	[WRC313-001]	20	35.3235915	-82.9913537	Piney Mountain Creek	0	0	0	0.109	0	0	0	0	0	0	0	0	0	0.113	0	0	0	0	0	0.126	0.652	0-0-0-10.9-0-0-0-0-0-0-0-0-0-11.3-0-0-0-0-0-12.6-65.2
310	LTNC94	[WRC314-001]	20	35.2568349	-82.9362342	Pinhook Creek	0	0	0	0	0.283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519	0.198	0-0-0-0-28.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-51.9-19.8
311	LTNC95	[WRC315-001]	20	35.2488885	-83.2674832	Shell Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.932	0.068	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-93.2-6.8
313	LTNC97	[WRC317-001]	20	35.2007229	-83.0039466	Slickens Creek	0	0	0	0.469	0	0.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398	0-0-0-46.9-0-13.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-39.8
314	LTNC98	[WRC320-001]	19	35.2802563	-83.2630471	Tatham Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.815	0.185	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-81.5-18.5
315	LTNC99	[WRC324-004]	15	35.2665208	-82.9695989	Wolf Creek	0	0	0	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323	0.53	0-0-0-14.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-32.3-53
316	MPPS1	[LR_2013_211]	29	35.598205	-83.501998	Meigs Post Prong Site 1	0	0	0	0	0	0	0	0	0	0	0	0	0.961	0	0	0	0	0	0	0	0.039	0-0-0-0-0-0-0-0-0-0-0-0-96.1-0-0-0-0-0-0-0-3.9
317	MPPS2	[LR_2013_240]	31	35.594744	-83.49822	Meigs Post Prong Site 2	0	0	0	0	0	0	0	0	0	0	0	0	0.932	0	0	0	0	0	0	0	0.068	0-0-0-0-0-0-0-0-0-0-0-0-93.2-0-0-0-0-0-0-0-6.8
318	PFBNC1	[NC01-001]	42	35.46629	-83.04172	Hyatt Cove Creek	0	0	0.121	0	0	0	0.782	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097	0-0-12.1-0-0-0-78.2-0-0-0-0-0-0-0-0-0-0-0-0-0-9.7
319	PFBNC10	[WRC246-001]	20	35.4136987	-83.0132106	Old Bald Creek	0	0	0.765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235	0-0-76.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-23.5
320	PFBNC100	[WRC217-001]	20	35.721547	-82.254889	Right Prong South Toe River	0	0	0	0	0	0.29	0	0	0	0.186	0	0	0	0	0	0	0	0	0	0	0.524	0-0-0-0-0-29-0-0-0-18.6-0-0-0-0-0-0-0-0-0-0-52.4
321	PFBNC101	[WRC219-001]	19	35.76075	-82.192601	Roaring Fork	0	0	0	0	0		0	0	0	0.467	0	0	0	0	0	0.111	0	0	0	0	0.422	0-0-0-0-0-0-0-0-0-46.7-0-0-0-0-0-11.1-0-0-0-0-42.2
322	PFBNC102	[WRC222-001]	20	36.1015896	-82.0403139	Sandbank Creek	0	0	0	0	0	0.521	0	0	0	0.318	0	0	0	0	0		0	0	0	0	0.161	0-0-0-0-0-52.1-0-0-0-31.8-0-0-0-0-0-0-0-0-0-0-16.1
324	PFBNC104	[WRC225-001]	20	36.136075	-82.221978	Spring Creek	0	0	0	0	0	0.275	0	0.364	0	0	0	0	0	0	0	0	0	0	0	0	0.361	0-0-0-0-0-27.5-0-36.4-0-0-0-0-0-0-0-0-0-0-0-0-36.1
325	PFBNC105	[WRC226-001]	20	36.0048744	-82.0796566	Stagger Weed Creek	0	0	0	0.181	0	0.229	0	0.466	0	0	0	0	0	0	0	0	0	0	0	0	0.124	0-0-0-18.1-0-22.9-0-46.6-0-0-0-0-0-0-0-0-0-0-0-0-12.4
326	PFBNC106	[WRC227-001]	20	35.8172014	-82.1783762	UT Little White Oak Creek	0	0	0	0	0	0.206	0	0	0	0.508	0	0	0	0	0	0	0	0	0	0	0.286	0-0-0-0-0-20.6-0-0-0-50.8-0-0-0-0-0-0-0-0-0-0-28.6
327	PFBNC107	[WRC235-001]	20	35.511961	-83.0311825	Gaddis Branch	0	0	0.778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0-0-77.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-22.2
328	PFBNC108	[WRC236-001]	20	35.5658324	-83.08157727	Hemphill Branch	0	0	0.586	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304	0-0-58.6-0-0-0-11-0-0-0-0-0-0-0-0-0-0-0-0-0-30.4
329	PFBNC109	[WRC242-001]	20	35.439484	-82.9913905	Medford Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.647	0.353	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-64.7-35.3
330	PFBNC11	[WRC250-001]	20	35.4082192	-83.9945695	Shiny Creek	0	0	0.854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146	0-0-85.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-14.6
331	PFBNC110	[WRC245-001]	20	35.4113281	-83.016928	Old Bald Creek	0	0	0.784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216	0-0-78.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-21.6
332	PFBNC111	[WRC249-001]	15	35.335311	-82.889639	Sam Branch	0	0	0	0	0	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0-0-0-0-0-85-0-0-0-0-0-0-0-0-0-0-0-0-0-0-15
333	PFBNC112	[WRC254-001]	20	35.458564	-83.085531	Winchester Creek	0	0	0.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0-0-94.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.2
334	PFBNC113	[WRC026-001]	20	36.016006	-82.684572	(A) East Prong Hickey Fork	0	0	0	0.172	0	0.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0.428	0-0-0-17.2-0-29.1-0-0-0-0-0-0-0-0-0-0-0-0-0-10.9-42.8
335	PFBNC114	[WRC027-001]	20	35.4315423	-82.6826226	(B) Fletcher Creek	0	0	0	0	0.802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198	0-0-0-0-80.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-19.8
336	PFBNC115	[WRC028-001]	20	35.4346241	-82.68400165	(B) Spencer Branch	0	0	0	0	0.877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123	0-0-0-0-87.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12.3
340	PFBNC119	[WRC326-001]	20	36.1950526	-81.9551761	Fall Creek	0	0	0	0	0	0.873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127	0-0-0-0-0-87.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12.7
342	PFBNC120	[WRC327-001]	19	36.1854005	-81.7095864	Harrison Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.673	0	0	0	0	0	0	0.327	0-0-0-0-0-0-0-0-0-0-0-0-0-67.3-0-0-0-0-0-0-32.7
345	PFBNC123	[WRC330-001]	20	36.196714	-81.7076549	Laurel Fork	0	0	0	0	0	0	0	0.142	0	0	0	0	0	0.481	0	0	0	0	0	0	0.377	0-0-0-0-0-0-0-14.2-0-0-0-0-0-48.1-0-0-0-0-0-0-37.7
346	PFBNC125	[WRC339-001]	20	36.2149634	-81.8216606	Worley Creek	0	0	0	0	0	0	0	0.444	0	0	0	0	0	0	0	0	0	0	0	0	0.556	0-0-0-0-0-0-0-44.4-0-0-0-0-0-0-0-0-0-0-0-0-55.6
347	PFBNC126	[WRC036-001]	19	35.1531241	-82.8544272	(K) Diamond Creek (above falls)	0	0	0	0	0.691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309	0-0-0-0-69.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-30.9
348	PFBNC127	[WRC037-001]	19	35.148	-82.841	(K) Diamond Creek (below falls)	0	0	0	0.164	0.459	0.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255	0-0-0-16.4-45.9-12.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-25.5
353	PFBNC131	[WRC043-001]	20	35.317274	-82.7989204	Big Bearpen Branch	0	0	0	0.222	0.597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181	0-0-0-22.2-59.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-18.1
354	PFBNC132	[WRC044-001]	20	35.1263498	-82.7254991	Bradley Creek	0	0	0	0.162	0.175	0.247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416	0-0-0-16.2-17.5-24.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-41.6
357	PFBNC135	[WRC047-001]	19	35.2452798	-82.8250315	Cathys Creek (above falls)	0.233	0	0	0.2	0.152	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205	23.3-0-0-20-15.2-21-0-0-0-0-0-0-0-0-0-0-0-0-0-0-20.5
358	PFBNC136	[WRC048-001]	20	35.2279072	-82.8089636	Cedar Rock Creek	0	0	0	0	0.451	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199	0-0-0-0-45.1-35-0-0-0-0-0-0-0-0-0-0-0-0-0-0-19.9
360	PFBNC138	[WRC054-001]	20	35.1953627	-82.7006818	Hogsed Creek	0	0	0	0.256	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164	0-0-0-25.6-58-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-16.4
361	PFBNC139	[WRC055-001]	20	35.2269765	-82.8036075	Kagle Branch	0	0	0	0	0.667	0.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174	0-0-0-0-66.7-15.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-17.4
362	PFBNC14	[WRC086-001]	20	35.3011132	-82.7014008	North Prong Turkey Creek	0	0	0	0	0.895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0-0-0-0-89.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.5
363	PFBNC140	[WRC056-001]	19	35.2453111	-82.7890818	Kuykendall Creek	0	0	0	0.132	0	0.749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119	0-0-0-13.2-0-74.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11.9
364	PFBNC141	[WRC058-001]	20	35.3211685	-82.8026481	Log Hollow Branch	0	0	0	0	0	0.805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195	0-0-0-0-0-80.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-19.5
365	PFBNC142	[WRC059-001]	20	35.3240283	-82.7897053	Looking Glass Creek	0.305	0	0	0.124	0.15	0.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245	30.5-0-0-12.4-15-17.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-24.5
366	PFBNC144	[WRC067-001]	20	35.3017378	-82.803234	Rockhouse Creek	0	0	0	0	0	0.928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0-0-0-0-0-92.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.2
367	PFBNC145	[WRC068-001]	20	35.5621703	-82.3555376	Rocky Fork	0	0	0	0.61	0	0.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221	0-0-0-61-0-16.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-22.1
370	PFBNC148	[WRC071-001]	20	35.3216175	-82.6885368	Sutton Creek	0	0	0	0.235	0.144	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351	0-0-0-23.5-14.4-27-0-0-0-0-0-0-0-0-0-0-0-0-0-0-35.1
371	PFBNC149	[WRC072-001]	20	35.2333527	-82.8211449	Tarkiln Branch	0.107	0	0	0.107	0.464	0.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189	10.7-0-0-10.7-46.4-13.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-18.9
374	PFBNC152	[WRC077-001]	20	35.3352984	-82.8026901	UT Looking Glass Creek (@ Bennet Cove)	0.236	0	0	0.169	0.173	0.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289	23.6-0-0-16.9-17.3-13.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-28.9
377	PFBNC155	[WRC080-001]	20	35.3387483	-82.7923259	UT to Looking Glass Creek (@ Cherry Cove)	0.389	0	0	0.111	0.123	0.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249	38.9-0-0-11.1-12.3-12.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-24.9
378	PFBNC156	[WRC081-001]	20	35.148281	-82.594131	Wildcat Branch	0	0	0	0	0.483	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327	0-0-0-0-48.3-19-0-0-0-0-0-0-0-0-0-0-0-0-0-0-32.7
379	PFBNC157	[WRC084-001]	20	35.2791541	-82.88750234	Chestnut Creek	0	0.132	0	0	0.513	0.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239	0-13.2-0-0-51.3-11.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-23.9
380	PFBNC158	[D712-001]	86	36.1187367	-81.785994	Boone Fork	0	0	0.928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0-0-92.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.2
381	PFBNC159	[D904-001]	48	35.65536	-82.41322	Left Fork Beetree Creek	0	0	0	0	0.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0-0-0-0-95.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.7
382	PFBNC16	[WRC088-001]	20	35.720176	-82.8363434	UT Friezland Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.877	0	0	0	0	0.123	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-87.7-0-0-0-0-12.3
383	PFBNC160	[D905-001]	40	35.66236	-82.29021	Flat Creek	0	0	0	0	0.928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0-0-0-0-92.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.2
384	PFBNC161	[D908-001]	40	35.72633	-82.33578	North Fork Swannanoa River	0	0	0	0	0.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0-0-0-0-95.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.8
386	PFBNC17	[WRC089-001]	20	35.1317496	-82.633079	Walker Branch	0	0	0	0.151	0.282	0.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283	0-0-0-15.1-28.2-28.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-28.3
388	PFBNC19	[WRC050-001]	20	35.2919502	-82.815768	Cove Creek	0	0	0	0	0.958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0-0-0-0-95.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.2
389	PFBNC21	[WRC238-001]	20	35.520511	-83.1329804	Indian Creek	0	0	0.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0-0-92.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.5
391	PFBNC23	[WRC034-001]	20	35.1911007	-82.8208899	(J) Sawmill Creek (above falls)	0	0	0	0	0.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0-0-0-0-94.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.2
392	PFBNC24	[WRC371-001]	20	35.088828	-82.756712	South Prong Glady Fork	0	0	0	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0-0-0-0-61-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-39
