ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	Data
404	PFBNC35	[WRC060-001]	20	35.756372	-82.946969	Maple Springs Branch	0.03	0.011	0.007	0.008	0.936	0.008	3-1.1-0.7-0.8-93.6-0.8
405	PFBNC36	[WRC062-001]	20	35.798753	-82.368792	North Fork Ivy Creek	0.007	0.784	0.004	0.004	0.071	0.131	0.7-78.4-0.4-0.4-7.1-13.1
407	PFBNC38	[WRC065-001]	20	35.6694559	-82.3930353	Right Fork Beetree Creek	0.002	0.977	0.003	0.003	0.008	0.006	0.2-97.7-0.3-0.3-0.8-0.6
408	PFBNC39	[WRC066-001]	20	35.815297	-82.938686	Roaring Fork	0.099	0.804	0.033	0.018	0.029	0.017	9.9-80.4-3.3-1.8-2.9-1.7
409	PFBNC4	[WRC090-001]	20	35.33193	-82.65082	Woody Branch	0.003	0.981	0.003	0.004	0.004	0.006	0.3-98.1-0.3-0.4-0.4-0.6
412	PFBNC42	[WRC082-001]	20	35.3314292	-82.6493749	Woody Branch	0.003	0.98	0.003	0.004	0.004	0.007	0.3-98-0.3-0.4-0.4-0.7
413	PFBNC43	[WRC085-001]	20	35.2584604	-82.7535622	Mine Branch	0.003	0.983	0.003	0.003	0.003	0.004	0.3-98.3-0.3-0.3-0.3-0.4
414	PFBNC44	[WRC189-001]	20	35.87624	-82.234827	Ayles Creek	0.006	0.105	0.003	0.005	0.845	0.035	0.6-10.5-0.3-0.5-84.5-3.5
415	PFBNC45	[WRC190-001]	20	35.9652732	-82.4749537	Bald Mountain Creek	0.015	0.088	0.005	0.004	0.858	0.03	1.5-8.8-0.5-0.4-85.8-3
416	PFBNC46	[WRC196-001]	20	36.0968006	-82.1012793	Carvers Gap Creek	0.016	0.011	0.004	0.003	0.695	0.27	1.6-1.1-0.4-0.3-69.5-27
418	PFBNC48	[WRC198-001]	20	35.9602071	-82.0517815	Gouges Creek	0.003	0.01	0.006	0.006	0.907	0.068	0.3-1-0.6-0.6-90.7-6.8
419	PFBNC49	[WRC200-001]	20	36.083408	-82.115417	Holder Creek	0.005	0.019	0.007	0.004	0.913	0.052	0.5-1.9-0.7-0.4-91.3-5.2
420	PFBNC5	[WRC230-001]	20	35.4080126	-83.0011615	Cherry Cove Creek	0.008	0.039	0.031	0.01	0.9	0.012	0.8-3.9-3.1-1-90-1.2
421	PFBNC50	[WRC201-001]	20	36.082267	-82.063001	Jerry Creek	0.023	0.271	0.004	0.005	0.343	0.353	2.3-27.1-0.4-0.5-34.3-35.3
422	PFBNC51	[WRC203-001]	20	36.0956264	-82.0985289	Johns Camp Branch	0.012	0.018	0.006	0.005	0.716	0.244	1.2-1.8-0.6-0.5-71.6-24.4
423	PFBNC52	[WRC204-001]	20	35.9845092	-82.044634	Jones Creek	0.031	0.277	0.008	0.009	0.302	0.373	3.1-27.7-0.8-0.9-30.2-37.3
424	PFBNC53	[WRC209-001]	20	36.121701	-82.160219	Lyddies Creek	0.004	0.068	0.007	0.004	0.893	0.024	0.4-6.8-0.7-0.4-89.3-2.4
426	PFBNC55	[WRC212-001]	20	35.7970579	-82.2825554	Ogle Creek	0.009	0.325	0.022	0.005	0.609	0.03	0.9-32.5-2.2-0.5-60.9-3
427	PFBNC56	[WRC214-001]	20	35.7731193	-82.3226384	Raven Fork	0.007	0.195	0.012	0.004	0.756	0.026	0.7-19.5-1.2-0.4-75.6-2.6
428	PFBNC57	[WRC218-001]	20	36.116242	-82.050094	Roaring Creek	0.014	0.025	0.012	0.007	0.868	0.074	1.4-2.5-1.2-0.7-86.8-7.4
429	PFBNC58	[WRC220-001]	20	35.8482545	-82.2108422	Roaring Spout Branch (Above Falls)	0.004	0.042	0.003	0.004	0.137	0.81	0.4-4.2-0.3-0.4-13.7-81
431	PFBNC6	[WRC231-001]	20	35.4144916	-83.9934787	Deep Gap Creek	0.007	0.038	0.015	0.011	0.908	0.022	0.7-3.8-1.5-1.1-90.8-2.2
433	PFBNC61	[WRC228-001]	20	35.382768	-82.8093472	Bee Branch	0.004	0.032	0.004	0.008	0.944	0.008	0.4-3.2-0.4-0.8-94.4-0.8
435	PFBNC63	[WRC232-001]	19	35.4134934	-82.9919913	Deep Gap Creek	0.019	0.057	0.012	0.011	0.888	0.013	1.9-5.7-1.2-1.1-88.8-1.3
436	PFBNC64	[WRC233-001]	20	35.5284956	-83.1522215	Deep Gap Creek	0.008	0.021	0.004	0.006	0.936	0.025	0.8-2.1-0.4-0.6-93.6-2.5
437	PFBNC65	[WRC234-001]	20	35.54362	-83.1043	Fie Creek	0.051	0.24	0.017	0.008	0.67	0.014	5.1-24-1.7-0.8-67-1.4
438	PFBNC66	[WRC239-001]	20	35.5044723	-83.0939977	Johnson Branch	0.007	0.059	0.005	0.009	0.9	0.02	0.7-5.9-0.5-0.9-90-2
439	PFBNC67	[WRC240-001]	20	35.5194154	-83.158788	Long Branch	0.004	0.068	0.004	0.006	0.903	0.015	0.4-6.8-0.4-0.6-90.3-1.5
440	PFBNC68	[WRC241-001]	20	35.5350548	-83.1629576	Mashie Stomp Creek	0.004	0.051	0.004	0.004	0.926	0.011	0.4-5.1-0.4-0.4-92.6-1.1
441	PFBNC69	[WRC244-001]	20	35.435672	-82.934283	Nix Creek	0.005	0.02	0.009	0.01	0.945	0.011	0.5-2-0.9-1-94.5-1.1
442	PFBNC7	[WRC237-001]	20	35.400362	-82.7949057	Hungry Creek	0.004	0.107	0.005	0.009	0.684	0.191	0.4-10.7-0.5-0.9-68.4-19.1
443	PFBNC70	[WRC247-001]	20	35.4815135	-83.0456402	Plott Creek	0.013	0.211	0.014	0.037	0.597	0.127	1.3-21.1-1.4-3.7-59.7-12.7
444	PFBNC71	[WRC248-001]	20	35.4263574	-83.0215477	Rocky Branch	0.006	0.008	0.004	0.005	0.965	0.012	0.6-0.8-0.4-0.5-96.5-1.2
445	PFBNC72	[WRC251-001]	20	35.4159817	-83.0244455	Steestachee Creek	0.007	0.024	0.006	0.008	0.944	0.011	0.7-2.4-0.6-0.8-94.4-1.1
446	PFBNC73	[WRC255-001]	20	35.5108696	-83.1468679	Wolf Laurel Branch	0.038	0.014	0.005	0.012	0.916	0.015	3.8-1.4-0.5-1.2-91.6-1.5
447	PFBNC74	[WRC325-001]	20	36.3214084	-81.7397625	Ellison Branch	0.048	0.007	0.006	0.008	0.921	0.009	4.8-0.7-0.6-0.8-92.1-0.9
448	PFBNC75	[WRC328-001]	20	36.1862318	-81.7095216	Harrison Branch	0.091	0.071	0.042	0.017	0.689	0.09	9.1-7.1-4.2-1.7-68.9-9
449	PFBNC77	[WRC333-001]	20	36.3274908	-81.7776488	North Fork Cove Creek	0.114	0.006	0.016	0.066	0.767	0.032	11.4-0.6-1.6-6.6-76.7-3.2
450	PFBNC78	[WRC334-001]	20	36.1556859	-81.8987786	Ramp Branch	0.003	0.035	0.048	0.025	0.704	0.184	0.3-3.5-4.8-2.5-70.4-18.4
451	PFBNC79	[WRC335-001]	20	36.1253758	-81.8201683	Shanty Spring Branch	0.039	0.042	0.012	0.008	0.775	0.124	3.9-4.2-1.2-0.8-77.5-12.4
452	PFBNC80	[WRC337-001]	20	36.1505828	-81.9007725	UT to Elk River (upstream of Ramp Branch)	0.045	0.021	0.017	0.03	0.812	0.074	4.5-2.1-1.7-3-81.2-7.4
453	PFBNC81	[WRC365-001]	20	35.4886448	-83.1133433	East Fork Campbell Creek	0.013	0.044	0.005	0.009	0.892	0.037	1.3-4.4-0.5-0.9-89.2-3.7
454	PFBNC82	[WRC367-001]	20	35.449162	-82.7433732	Stony Fork	0.003	0.964	0.005	0.004	0.014	0.01	0.3-96.4-0.5-0.4-1.4-1
455	PFBNC83	[WRC368-001]	20	35.3007729	-82.8198306	UT Cove Creek	0.003	0.985	0.003	0.003	0.004	0.003	0.3-98.5-0.3-0.3-0.4-0.3
457	PFBNC86	[WRC192-001]	20	35.740517	-82.21605	Big Lost Cove Creek	0.029	0.095	0.006	0.006	0.701	0.163	2.9-9.5-0.6-0.6-70.1-16.3
458	PFBNC87	[WRC193-001]	20	35.7732736	-82.2913318	Big Poplar Creek	0.123	0.071	0.057	0.106	0.131	0.511	12.3-7.1-5.7-10.6-13.1-51.1
460	PFBNC89	[WRC195-001]	20	36.095653	-82.187814	Broad Branch	0.241	0.024	0.004	0.011	0.669	0.05	24.1-2.4-0.4-1.1-66.9-5
462	PFBNC90	[WRC199-001]	20	35.710219	-82.251292	Hemphill Creek	0.594	0.06	0.007	0.021	0.209	0.11	59.4-6-0.7-2.1-20.9-11
464	PFBNC92	[WRC205-001]	20	36.073842	-82.096161	Little Rock Creek	0.218	0.066	0.01	0.037	0.576	0.093	21.8-6.6-1-3.7-57.6-9.3
465	PFBNC93	[WRC206-001]	20	35.8202383	-82.1830178	Little Whiteoak Creek	0.495	0.109	0.017	0.023	0.28	0.076	49.5-10.9-1.7-2.3-28-7.6
466	PFBNC94	[WRC207-001]	20	35.8209539	-82.183294	Little Whiteoak Creek	0.414	0.138	0.035	0.038	0.294	0.08	41.4-13.8-3.5-3.8-29.4-8
467	PFBNC95	[WRC208-001]	20	35.734181	-82.237019	Lower Creek	0.622	0.027	0.005	0.014	0.285	0.048	62.2-2.7-0.5-1.4-28.5-4.8
468	PFBNC96	[WRC210-001]	20	35.7431237	-82.2121026	Neals Creek	0.734	0.055	0.004	0.03	0.142	0.036	73.4-5.5-0.4-3-14.2-3.6
469	PFBNC97	[WRC213-001]	19	35.9954945	-82.0266517	Pyatt Creek	0.327	0.006	0.011	0.051	0.474	0.131	32.7-0.6-1.1-5.1-47.4-13.1
470	PFBNC98	[WRC215-001]	20	36.077086	-82.087278	Reuban Creek	0.058	0.044	0.007	0.006	0.673	0.213	5.8-4.4-0.7-0.6-67.3-21.3
471	PFBNC99	[WRC216-001]	20	36.0899691	-82.2272378	Right Fork Beans Creek	0.188	0.03	0.011	0.02	0.646	0.105	18.8-3-1.1-2-64.6-10.5
472	SCS1	[LR_2013_331]	30	35.599257	-83.49679	Sweet Creek Site 1	0.005	0.973	0.003	0.005	0.01	0.004	0.5-97.3-0.3-0.5-1-0.4
473	SiCS2	[FC_2014_188]	50	35.580724	-83.567498	Silers Creek Site 2	0.003	0.982	0.003	0.003	0.005	0.003	0.3-98.2-0.3-0.3-0.5-0.3
474	STB	[LR_2013_361]	30	35.589128	-83.514027	Spud Town Branch	0.003	0.984	0.003	0.003	0.004	0.004	0.3-98.4-0.3-0.3-0.4-0.4
475	TN01	[TN01-001]	34	36.19179	-82.10446	George Creek	0.005	0.159	0.003	0.004	0.815	0.014	0.5-15.9-0.3-0.4-81.5-1.4
476	TN02	[TN02-001]	34	36.17373	-82.21049	Clarke Creek	0.003	0.019	0.005	0.003	0.965	0.004	0.3-1.9-0.5-0.3-96.5-0.4
477	TN03	[TN03-001]	32	36.12929	-82.09356	Toms Creek	0.004	0.018	0.003	0.004	0.965	0.006	0.4-1.8-0.3-0.4-96.5-0.6
478	TN04	[TN04-001]	50	36.1452	-82.04849	Left Prong Hampton Creek (lower)	0.005	0.083	0.004	0.004	0.894	0.01	0.5-8.3-0.4-0.4-89.4-1
479	TN05	[TN05-001]	50	36.13995	-82.04641	Left Prong Hampton Creek (upper)	0.006	0.072	0.004	0.004	0.907	0.007	0.6-7.2-0.4-0.4-90.7-0.7
480	TN09	[TN09-001]	15	35.80358	-83.02765	Deep Gap Creek	0.008	0.886	0.005	0.01	0.085	0.007	0.8-88.6-0.5-1-8.5-0.7
481	TN10	[TN10-001]	30	36.1481741	-82.1020676	Five Poplar Branch	0.004	0.311	0.004	0.005	0.669	0.007	0.4-31.1-0.4-0.5-66.9-0.7
482	TN11	[TN11-001]	36	35.27136	-84.13839	Bald River	0.016	0.012	0.003	0.006	0.107	0.856	1.6-1.2-0.3-0.6-10.7-85.6
483	TN12	[TN12-001]	36	35.27077	-84.13883	Brookshire Creek	0.103	0.015	0.004	0.023	0.82	0.034	10.3-1.5-0.4-2.3-82-3.4
489	TN07	[TN07-001]	21	36.4715	-81.97623	Lindy Camp Branch	0.007	0.014	0.003	0.006	0.958	0.012	0.7-1.4-0.3-0.6-95.8-1.2
491	TN16	[TN16-001]	22	36.46861	-81.97776	Big Spur Branch	0.003	0.087	0.003	0.003	0.901	0.003	0.3-8.7-0.3-0.3-90.1-0.3
492	TN17	[TN17-001]	22	36.48027	-81.97548	Bakers Ridge Creek	0.009	0.02	0.003	0.004	0.958	0.005	0.9-2-0.3-0.4-95.8-0.5
493	TN20	[TN20-001]	20	36.60794	-81.6842	Whetstone Branch	0.003	0.01	0.007	0.003	0.968	0.008	0.3-1-0.7-0.3-96.8-0.8
494	TN08	[TN08-001]	21	36.61068	-81.65772	Bearpen Branch	0.009	0.012	0.006	0.006	0.942	0.024	0.9-1.2-0.6-0.6-94.2-2.4
495	TN108	[TN108-001]	30	35.798245	-82.998145	Middle Prong Gulf Ck.	0.01	0.953	0.006	0.01	0.014	0.008	1-95.3-0.6-1-1.4-0.8
496	TN109	[TN109-001]	30	35.790545	-83.00505	Brown Gap Creek	0.004	0.965	0.018	0.005	0.005	0.004	0.4-96.5-1.8-0.5-0.5-0.4
497	TN110	[TN110-001]	30	35.87983	-82.95747	Dry Fork	0.004	0.025	0.003	0.005	0.957	0.007	0.4-2.5-0.3-0.5-95.7-0.7
498	TN111	[TN111-001]	30	35.86268	-82.92706	Wolf Creek	0.02	0.265	0.013	0.007	0.677	0.018	2-26.5-1.3-0.7-67.7-1.8
499	TN112	[TN112-001]	30	35.95184	-82.827325	Sawmill Branch	0.014	0.02	0.004	0.008	0.95	0.004	1.4-2-0.4-0.8-95-0.4
500	TN122	[TN122-001]	30	36.560025	-81.709925	Gentry Creek	0.004	0.02	0.004	0.004	0.953	0.014	0.4-2-0.4-0.4-95.3-1.4
501	TN021	[TN021-001]	30	35.356325	-84.06547	Falls Branch	0.945	0.018	0.006	0.006	0.018	0.007	94.5-1.8-0.6-0.6-1.8-0.7
502	TN025	[TN025-001]	20	35.33309	-84.05855	Sugar Cove Branch	0.753	0.018	0.01	0.196	0.015	0.009	75.3-1.8-1-19.6-1.5-0.9
503	TN065	[TN065-001]	30	36.069215	-82.596455	Ft. Davie Creek	0.694	0.046	0.016	0.046	0.103	0.094	69.4-4.6-1.6-4.6-10.3-9.4
504	TN084	[TN084-001]	30	36.063575	-82.59212	Rocky Fork	0.47	0.049	0.011	0.05	0.124	0.297	47-4.9-1.1-5-12.4-29.7
505	BarboursCreek	[VA02-001]	20	37.595815	-80.087905	Barbours Creek	0.104	0.013	0.034	0.832	0.007	0.009	10.4-1.3-3.4-83.2-0.7-0.9
506	EwinsRun	[VA03-001]	20	37.539766	-80.293413	Ewins Run	0.06	0.007	0.095	0.807	0.022	0.009	6-0.7-9.5-80.7-2.2-0.9
507	PicklesBranch	[VA04-001]	20	37.381798	-80.191154	Pickles Branch	0.038	0.006	0.244	0.696	0.006	0.01	3.8-0.6-24.4-69.6-0.6-1
508	PaulsCreek	[VA15-001]	19	36.644512	-80.695658	Pauls Creek	0.003	0.014	0.007	0.005	0.957	0.015	0.3-1.4-0.7-0.5-95.7-1.5
509	PDER1	[WRC344-001]	20	36.1995485	-81.5754174	Elk Creek	0.07	0.02	0.004	0.021	0.869	0.016	7-2-0.4-2.1-86.9-1.6
510	PDER10	[WRC346-001]	18	36.436478	-81.074403	Horse Cove Branch	0.027	0.006	0.005	0.004	0.945	0.012	2.7-0.6-0.5-0.4-94.5-1.2
511	PDER11	[WRC347-001]	20	36.1049213	-81.542613	Joes Fork	0.03	0.005	0.009	0.013	0.937	0.006	3-0.5-0.9-1.3-93.7-0.6
512	PDER12	[WRC348-001]	20	36.1775762	-81.5366649	Laurel Creek	0.011	0.006	0.023	0.014	0.937	0.009	1.1-0.6-2.3-1.4-93.7-0.9
513	PDER13	[WRC349-001]	20	36.2654934	-81.4159139	Little Fork	0.006	0.008	0.005	0.017	0.46	0.505	0.6-0.8-0.5-1.7-46-50.5
514	PDER14	[WRC350-001]	10	36.449842	-80.943961	Long Creek	0.012	0.022	0.012	0.006	0.936	0.012	1.2-2.2-1.2-0.6-93.6-1.2
515	PDER15	[WRC351-001]	19	36.264472	-81.398458	North Prong Lewis Fork	0.027	0.008	0.024	0.022	0.56	0.359	2.7-0.8-2.4-2.2-56-35.9
516	PDER16	[WRC352-001]	20	36.0942326	-81.6082065	Ooten Creek	0.004	0.008	0.005	0.005	0.948	0.029	0.4-0.8-0.5-0.5-94.8-2.9
518	PDER18	[WRC354-001]	20	36.1298035	-81.5893463	Rockhouse Creek	0.019	0.007	0.03	0.033	0.803	0.108	1.9-0.7-3-3.3-80.3-10.8
519	PDER19	[WRC355-001]	20	36.1674302	-81.5537206	South Fork Laurel Creek	0.005	0.006	0.009	0.005	0.956	0.019	0.5-0.6-0.9-0.5-95.6-1.9
520	PDER2	[WRC358-001]	20	36.3966103	-81.1151767	UT Harris Creek	0.002	0.03	0.036	0.003	0.923	0.006	0.2-3-3.6-0.3-92.3-0.6
524	PDER23	[WRC357-001]	20	36.448497	-80.961789	Stewart Fork	0.021	0.03	0.012	0.006	0.886	0.045	2.1-3-1.2-0.6-88.6-4.5
525	PDER24	[WRC361-001]	20	36.1151725	-81.6361518	UT Yadkin River (@ Caldwell/Watauga Co. line @ SR 1500)	0.003	0.025	0.035	0.005	0.925	0.008	0.3-2.5-3.5-0.5-92.5-0.8
526	PDER25	[D704-001]	26	36.1246884	-81.6368065	Martin Branch	0.004	0.008	0.031	0.005	0.944	0.009	0.4-0.8-3.1-0.5-94.4-0.9
527	PDER26	[D705-001]	25	36.1181424	-81.6302791	Yadkin River	0.004	0.019	0.021	0.006	0.912	0.039	0.4-1.9-2.1-0.6-91.2-3.9
529	PDER3	[WRC360-001]	20	36.4397214	-80.9656906	UT Mitchell River (@ Surry/Alleghany Co. line)	0.003	0.011	0.004	0.004	0.97	0.008	0.3-1.1-0.4-0.4-97-0.8
530	PDER4	[WRC364-001]	20	36.4198925	-81.1152104	UT Garden Creek	0.004	0.096	0.017	0.005	0.874	0.004	0.4-9.6-1.7-0.5-87.4-0.4
531	PDER5	[WRC340-001]	20	36.1235508	-81.5949909	(B) Spanish Oak Branch	0.004	0.011	0.01	0.004	0.905	0.066	0.4-1.1-1-0.4-90.5-6.6
532	PDER6	[WRC341-001]	20	36.431669	-80.952903	Bear Creek (UT Mitchell R. on Devotion Estate)	0.014	0.016	0.058	0.027	0.809	0.077	1.4-1.6-5.8-2.7-80.9-7.7
534	PDER8	[WRC343-001]	20	36.1501125	-81.5394676	Dugger Creek	0.003	0.012	0.009	0.004	0.942	0.031	0.3-1.2-0.9-0.4-94.2-3.1
535	PDER9	[WRC345-001]	20	36.3989175	-81.1229172	Harris Creek	0.003	0.096	0.018	0.003	0.876	0.004	0.3-9.6-1.8-0.3-87.6-0.4
536	SFStewartsCreek	[VA16-001]	24	36.592978	-80.79188	SF Stewarts Creek	0.004	0.005	0.003	0.003	0.976	0.009	0.4-0.5-0.3-0.3-97.6-0.9
537	FridleyGap2010	[AW1-001]	30	38.497356	-78.717291	Mountain Run	0.009	0.012	0.009	0.949	0.013	0.008	0.9-1.2-0.9-94.9-1.3-0.8
538	DryRun2010	[AW1-031]	30	38.558933	-79.092305	Dry Run, N.F.	0.017	0.009	0.004	0.956	0.007	0.006	1.7-0.9-0.4-95.6-0.7-0.6
539	SkidmoreFork2010	[AW1-061]	30	38.366106	-79.207234	Skidmore fork North River, N.F.	0.083	0.005	0.012	0.881	0.012	0.006	8.3-0.5-1.2-88.1-1.2-0.6
540	ElkCreek2012	[AW1-091]	30	37.56566	-79.48229	East Fork Elk Creek	0.024	0.01	0.045	0.894	0.012	0.016	2.4-1-4.5-89.4-1.2-1.6
541	LittleStonyCreek2013	[AW2-025]	30	38.94517	-78.63751	Little Stony Creek	0.01	0.029	0.013	0.008	0.914	0.026	1-2.9-1.3-0.8-91.4-2.6
542	LittleWilsonCreek2012	[AW2-055]	21	37.98309	-79.75844	Little Wilson Creek	0.017	0.026	0.032	0.906	0.009	0.011	1.7-2.6-3.2-90.6-0.9-1.1
543	NorthForkTyeRiver2012	[AW2-085]	30	37.87248	-79.05521	North Fork Tye River	0.041	0.007	0.056	0.879	0.011	0.005	4.1-0.7-5.6-87.9-1.1-0.5
544	NobusinessCreek2013	[AW3-019]	30	37.24217	-80.90196	No Business Creek	0.088	0.043	0.009	0.021	0.766	0.073	8.8-4.3-0.9-2.1-76.6-7.3
545	CarrickCreek	[AW4-001]	25	35.033222	-82.702944	Carrick Creek	0.458	0.124	0.01	0.026	0.192	0.191	45.8-12.4-1-2.6-19.2-19.1
546	EmoryCreek	[AW4-031]	28	35.033139	-82.761028	Emory Creek	0.262	0.372	0.007	0.023	0.201	0.135	26.2-37.2-0.7-2.3-20.1-13.5
547	FallsCreek	[AW4-061]	30	35.143528	-82.538944	Falls Creek	0.127	0.829	0.006	0.014	0.011	0.013	12.7-82.9-0.6-1.4-1.1-1.3
548	MathewsCreek	[AW4-091]	21	35.101444	-82.666	Matthews Creek	0.869	0.025	0.031	0.023	0.035	0.017	86.9-2.5-3.1-2.3-3.5-1.7
549	D707	[D707-001]	20	36.293816	-81.602125	UT South Fork New River	0.004	0.005	0.006	0.005	0.95	0.03	0.4-0.5-0.6-0.5-95-3
550	D708	[D708-001]	54	36.27005	-81.45564	UT West Fork Pine Swamp Creek	0.009	0.033	0.013	0.012	0.916	0.017	0.9-3.3-1.3-1.2-91.6-1.7
551	D709	[D709-001]	54	36.26992	-81.45647	West Fork Pine Swamp Creek	0.008	0.027	0.005	0.006	0.911	0.043	0.8-2.7-0.5-0.6-91.1-4.3
553	D711	[D711-001]	48	36.289919	-81.43763	East Fork Pine Swamp Creek	0.004	0.012	0.004	0.005	0.896	0.078	0.4-1.2-0.4-0.5-89.6-7.8
554	POAR1	[POAR1-01]	50	39.6659	-77.5459	Edgemont Reservoir	0.006	0.008	0.007	0.966	0.006	0.007	0.6-0.8-0.7-96.6-0.6-0.7
555	POCA1	[POCA1-001]	23	39.1218	-78.5043	Hawk Run	0.023	0.027	0.017	0.907	0.01	0.016	2.3-2.7-1.7-90.7-1-1.6
556	PONB1	[PONB1-01]	49	39.56505	-79.1526	Big Run	0.008	0.019	0.005	0.889	0.043	0.036	0.8-1.9-0.5-88.9-4.3-3.6
557	PONB10	[MD35-001]	50	39.565446	-79.107979	Mainstem Savage River	0.009	0.013	0.015	0.924	0.013	0.026	0.9-1.3-1.5-92.4-1.3-2.6
558	PONB11	[MD36-001]	50	39.586382	-79.095378	Poplar Lick	0.011	0.011	0.034	0.905	0.017	0.022	1.1-1.1-3.4-90.5-1.7-2.2
559	PONB12	[MD37-001]	50	39.62059	-79.066713	Blue Lick	0.012	0.009	0.009	0.945	0.014	0.011	1.2-0.9-0.9-94.5-1.4-1.1
560	PONB2	[PONB2-01]	49	39.60631	-79.12489	Poplar Lick	0.006	0.014	0.018	0.902	0.017	0.044	0.6-1.4-1.8-90.2-1.7-4.4
561	PONB3	[PONB3-01]	49	39.51775	-79.16868	Middle Fork Crabtree Creek	0.024	0.036	0.016	0.895	0.013	0.016	2.4-3.6-1.6-89.5-1.3-1.6
562	PONB4	[PONB4-01]	50	39.37217	-79.25085	Lostland Run	0.014	0.029	0.012	0.906	0.017	0.023	1.4-2.9-1.2-90.6-1.7-2.3
563	PONB5	[PONB5-01]	48	39.26321	-79.38213	Hindleg Run	0.007	0.104	0.004	0.874	0.006	0.005	0.7-10.4-0.4-87.4-0.6-0.5
564	PONB6	[PONB6-01]	50	39.52621	-79.04156	Mill Run	0.004	0.012	0.006	0.955	0.014	0.009	0.4-1.2-0.6-95.5-1.4-0.9
565	PONB7	[PONB7-001]	30	39.27408	-79.31303	Difficult Creek	0.023	0.02	0.012	0.881	0.036	0.029	2.3-2-1.2-88.1-3.6-2.9
566	PONB8	[PONB8-001]	29	39.6443	-78.9357	Sand Spring Run	0.147	0.01	0.008	0.787	0.039	0.008	14.7-1-0.8-78.7-3.9-0.8
567	PONB9	[MD34-001]	50	39.594986	-79.051875	Little Savage River	0.008	0.022	0.011	0.913	0.026	0.019	0.8-2.2-1.1-91.3-2.6-1.9
568	POSB1	[POSB1-001]	49	38.6474	-79.5013	Teter Camp Run	0.026	0.02	0.012	0.913	0.015	0.013	2.6-2-1.2-91.3-1.5-1.3
569	POSB2	[POSB2-01]	25	38.8696	-79.4718	Horse Camp Run	0.008	0.026	0.016	0.917	0.015	0.017	0.8-2.6-1.6-91.7-1.5-1.7
570	POSB3	[POSB3-001]	23	38.8793	-79.3423	Sawmill Run	0.034	0.007	0.006	0.863	0.03	0.06	3.4-0.7-0.6-86.3-3-6
571	POSB4	[POSB4-001]	27	38.8789	-79.34	Powdermill Run	0.011	0.01	0.006	0.951	0.01	0.011	1.1-1-0.6-95.1-1-1.1
572	POSB5	[POSB5-001]	20	38.9092	-79.3258	Zeke Run	0.009	0.004	0.004	0.975	0.004	0.004	0.9-0.4-0.4-97.5-0.4-0.4
573	POSB6	[POSB6-001]	30	39.2597	-78.7537	Mill Run	0.01	0.005	0.01	0.925	0.039	0.011	1-0.5-1-92.5-3.9-1.1
574	POSB7	[POSB7-001]	30	38.9359	-79.3071	High Ridge Run	0.011	0.066	0.029	0.855	0.016	0.024	1.1-6.6-2.9-85.5-1.6-2.4
575	POSB8	[POSB8-001]	30	38.9718	-79.2837	Samuel Run	0.015	0.03	0.007	0.934	0.007	0.007	1.5-3-0.7-93.4-0.7-0.7
577	POSH10	[POSH10-001]	100	38.2685	-78.7011	Big Run	0.005	0.004	0.009	0.97	0.004	0.007	0.5-0.4-0.9-97-0.4-0.7
578	POSH11	[POSH11-001]	50	38.3127	-78.6305	U. Hawksbill Creek	0.006	0.007	0.077	0.894	0.008	0.008	0.6-0.7-7.7-89.4-0.8-0.8
579	POSH12	[POSH12-01]	48	38.3685	-78.5602	Lee Run	0.004	0.003	0.011	0.977	0.003	0.003	0.4-0.3-1.1-97.7-0.3-0.3
580	POSH13	[POSH13-02]	43	38.3326	-78.5982	Eaton Hollow	0.012	0.004	0.031	0.944	0.004	0.004	1.2-0.4-3.1-94.4-0.4-0.4
581	POSH14	[POSH14-01]	29	38.6329	-78.3432	Dry Run, N.F.	0.029	0.05	0.114	0.752	0.041	0.015	2.9-5-11.4-75.2-4.1-1.5
583	POSH16	[POSH16-01]	50	38.4318	-78.5374	S. Br. Naked Creek -1	0.016	0.004	0.016	0.958	0.003	0.003	1.6-0.4-1.6-95.8-0.3-0.3
584	POSH17	[POSH17-01]	50	38.4209	-78.5202	S. Br. Naked Creek -2	0.01	0.003	0.013	0.967	0.003	0.003	1-0.3-1.3-96.7-0.3-0.3
585	POSH18	[POSH18-001]	50	38.4886	-78.4988	W. Br. Naked Creek	0.012	0.005	0.01	0.966	0.003	0.004	1.2-0.5-1-96.6-0.3-0.4
586	POSH19	[POSH19-001]	50	38.4935	-78.4595	E. Br. Naked Creek	0.004	0.004	0.009	0.977	0.003	0.003	0.4-0.4-0.9-97.7-0.3-0.3
588	POSH20	[POSH20-01]	38	38.4633	-78.4955	Big Creek	0.011	0.004	0.009	0.969	0.003	0.004	1.1-0.4-0.9-96.9-0.3-0.4
589	POSH21	[POSH21-01]	33	38.5021	-78.5127	Harris Cove	0.011	0.003	0.004	0.975	0.003	0.004	1.1-0.3-0.4-97.5-0.3-0.4
590	POSH22	[POSH22-01]	25	38.5087	-78.5398	Fultz Run	0.009	0.005	0.018	0.958	0.006	0.004	0.9-0.5-1.8-95.8-0.6-0.4
591	POSH23	[POSH23-01]	49	38.5198	-78.4459	Lewis Spring Branch	0.006	0.016	0.022	0.948	0.005	0.003	0.6-1.6-2.2-94.8-0.5-0.3
