ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	Data
616	POSH5	[POSH5-001]	25	38.2497	-78.7424	Madison Run	0.069	0.931	6.9-93.1
618	POSH8	[POSH8-001]	49	38.3144	-78.6732	Onemile Run	0.011	0.989	1.1-98.9
619	POSH9	[POSH9-001]	50	38.321	-78.6567	Twomile Run	0.013	0.987	1.3-98.7
620	JAMR1	[JAMR1-01]	50	38.2417	-78.6889	Doyle's R.	0.014	0.986	1.4-98.6
621	JAMR2	[JAMR2-001]	49	38.2069	-78.7266	N. Fork Moorman R.	0.014	0.986	1.4-98.6
622	JARR1	[JARR1-001]	25	38.3461	-78.5184	Swift Run	0.018	0.982	1.8-98.2
623	JARR2	[JARR2-01]	49	38.2794	-78.6402	Ivy Creek	0.044	0.956	4.4-95.6
624	JARR3	[SH75-001]	25	38.2788	-78.62369	Ivy Creek Tributary	0.018	0.982	1.8-98.2
625	RAPH1	[RAPH1-01]	50	38.7574	-78.2304	Waterfall Branch	0.015	0.985	1.5-98.5
626	RAPH10	[RAPH10-001]	50	38.602	-78.3429	Hughes R.	0.018	0.982	1.8-98.2
627	RAPH11	[RAPH11-051]	73	38.602	-78.3429	Hughes R.	0.021	0.979	2.1-97.9
628	RAPH12	[RAPH12-01]	23	38.5746	-78.3305	Brokenback Run	0.038	0.962	3.8-96.2
629	RAPH13	[RAPH13-01]	44	38.5373	-78.3052	Ragged Run	0.018	0.982	1.8-98.2
630	RAPH14	[SH73-001]	30	38.60539	-78.31641	Hannah Run	0.017	0.983	1.7-98.3
631	RAPH15	[SH74-001]	30	38.6039	-78.33224	Hughes Trib	0.017	0.983	1.7-98.3
632	RAPH16	[SH80-001]	30	38.6028	-78.34771	Nicholson Hollow	0.023	0.977	2.3-97.7
635	RAPH2	[RAPH2-01]	50	38.7478	-78.2628	Keyser Run	0.018	0.982	1.8-98.2
636	RAPH3	[RAPH3-01]	50	38.7132	-78.2785	Piney R.	0.043	0.957	4.3-95.7
637	RAPH4	[RAPH4-01]	49	38.7016	-78.2894	N. Fork Thornton	0.024	0.976	2.4-97.6
638	RAPH5	[RAPH5-51]	25	38.6597	-78.286	S. Fork Thornton	0.012	0.988	1.2-98.8
639	RAPH6	[RAPH6-001]	50	38.6352	-78.278	Hazel R.	0.009	0.991	0.9-99.1
640	RAPH7	[RAPH7-01]	25	38.6013	-78.285	Broad Hollow Run	0.013	0.987	1.3-98.7
641	RAPH8	[RAPH8-001]	40	38.6074	-78.3162	Hannah Run	0.021	0.979	2.1-97.9
642	RAPH9	[RAPH9-041]	25	38.6074	-78.3162	Hannah Run	0.026	0.974	2.6-97.4
643	RAPJ1	[RAPJ1-01]	50	38.8264	-78.1595	Indian Run	0.012	0.988	1.2-98.8
644	RAPJ2	[RAPJ2-001]	50	38.8066	-78.1555	Bolton Branch	0.031	0.969	3.1-96.9
645	RAPJ3	[RAPJ3-01]	50	38.7729	-78.1659	Jordan R.	0.01	0.99	1-99
647	RAPR10	[RAPR10-051]	50	38.4472	-78.3651	Rapidan R.	0.023	0.977	2.3-97.7
648	RAPR11	[RAPR11-01]	49	38.4666	-78.4428	Conway	0.032	0.968	3.2-96.8
649	RAPR12	[RAPR12-01]	50	38.4376	-78.4685	Devil's Ditch	0.019	0.981	1.9-98.1
650	RAPR13	[RAPR13-01]	25	38.4148	-78.4701	Pocosin Hollow Run	0.017	0.983	1.7-98.3
651	RAPR14	[RAPR14-01]	25	38.3797	-78.5055	South R.	0.015	0.985	1.5-98.5
652	RAPR15	[SH67-001]	25	38.45095	-78.44411	Bush Mountain Stream	0.024	0.976	2.4-97.6
653	RAPR16	[SH68-001]	30	38.54372	-78.37149	Cedar Run	0.021	0.979	2.1-97.9
654	RAPR17	[SH69-001]	30	38.50457	-78.40163	Dark Hollow	0.017	0.983	1.7-98.3
655	RAPR18	[SH72-001]	25	38.3916	-78.47795	Entry Run	0.06	0.94	6-94
656	RAPR19	[SH76-001]	30	38.48337	-78.43376	Laurel Prong	0.028	0.972	2.8-97.2
657	RAPR2	[RAPR2-01]	24	38.5635	-78.3638	White Oak Canyon Run	0.039	0.961	3.9-96.1
658	RAPR20	[SH78-001]	30	38.50017	-78.43459	Mill Prong	0.023	0.977	2.3-97.7
659	RAPR21	[SH79-001]	30	38.5704	-78.35266	Negro Run	0.018	0.982	1.8-98.2
662	RAPR24	[SH83-001]	30	38.41675	-78.47255	Pocosin Hollow Run	0.01	0.99	1-99
663	RAPR25	[SH86-001]	30	38.5346	-78.41011	Rose River	0.011	0.989	1.1-98.9
664	RAPR26	[SH89-001]	30	38.57729	-78.37114	White Oak Canyon Run	0.036	0.964	3.6-96.4
665	RAPR3	[RAPR3-01]	25	38.5471	-78.3754	Cedar Run	0.048	0.952	4.8-95.2
666	RAPR4	[RAPR4-001]	50	38.533	-78.4093	Rose R.	0.021	0.979	2.1-97.9
667	RAPR5	[RAPR5-051]	50	38.533	-78.4093	Rose R.	0.026	0.974	2.6-97.4
668	RAPR6	[RAPR6-001]	50	38.5227	-78.42	Hogcamp Branch	0.013	0.987	1.3-98.7
669	RAPR7	[RAPR7-001]	45	38.4644	-78.4115	Staunton R.	0.021	0.979	2.1-97.9
670	RAPR8	[RAPR8-051]	39	38.4644	-78.4115	Staunton R.	0.022	0.978	2.2-97.8
671	RAPR9	[RAPR9-001]	50	38.4472	-78.3651	Rapidan R.	0.03	0.97	3-97
673	SANR10	[WRC008-001]	20	36.075153	-81.786286	Bucks Timber Creek	0.986	0.014	98.6-1.4
675	SANR12	[WRC010-001]	20	35.9847383	-81.856655	Harper Creek	0.714	0.286	71.4-28.6
676	SANR13	[WRC013-001]	20	36.0941433	-81.6457927	Left Fork Mulberry Creek	0.878	0.122	87.8-12.2
677	SANR14	[WRC014-001]	20	36.0909312	-81.7941819	Little Wilson Creek	0.99	0.01	99-1
678	SANR15	[WRC015-001]	20	36.067003	-81.630581	Mulberry Creek	0.982	0.018	98.2-1.8
680	SANR17	[WRC017-001]	20	35.9596683	-81.888163	Upper Creek	0.655	0.345	65.5-34.5
681	SANR18	[WRC018-001]	20	36.0896361	-81.7737879	UT Anthony Creek (@ Headwaters Club)	0.972	0.028	97.2-2.8
682	SANR19	[WRC020-001]	20	35.9413001	-81.863064	UT Steels Creek (@ USFS Rd. 496)	0.456	0.544	45.6-54.4
683	SANR2	[WRC011-001]	20	35.596247	-81.706086	Henry Fork	0.009	0.991	0.9-99.1
684	SANR20	[WRC021-001]	20	36.0894111	-81.8022855	Wilson Creek	0.99	0.01	99-1
686	SANR22	[WRC002-001]	20	35.183939	-82.531411	Uncles Creek (above falls)	0.019	0.981	1.9-98.1
687	SANR23	[WRC392-001]	36	35.893897	-81.97595	UT Honeycutt Creek	0.961	0.039	96.1-3.9
690	SANR4	[WRC019-001]	20	35.9573661	-81.9253382	UT Linville River	0.921	0.079	92.1-7.9
691	SANR5	[WRC006-001]	20	35.793128	-82.141186	Bee Rock Creek	0.967	0.033	96.7-3.3
695	SANR9	[WRC007-001]	20	35.907003	-81.860933	Buck Creek	0.014	0.986	1.4-98.6
697	SAV_GA1	[GA01-001]	38	34.987823	-83.272426	Ammons Creek	0.983	0.017	98.3-1.7
698	SAV_GA10	[GA10-001]	30	34.953095	-83.539133	Flat Branch	0.983	0.017	98.3-1.7
699	SAV_GA12	[GA12-001]	30	34.911669	-83.313096	Tuckaluge Creek	0.918	0.082	91.8-8.2
700	SAV_GA22	[GA22-001]	30	34.860172	-83.644773	Perry Cove	0.528	0.472	52.8-47.2
701	SAV_GA23	[GA23-001]	30	34.883037	-83.604608	Lindsey Branch	0.984	0.016	98.4-1.6
702	SAV_GA8	[GA08-001]	30	34.869109	-83.622943	North Moccasin Creek	0.674	0.326	67.4-32.6
704	SAVR10	[WRC265-001]	20	35.0458446	-83.0576443	UT Whitewater River (@Heady Mtn. Gap)	0.459	0.541	45.9-54.1
705	SAVR11	[WRC266-001]	16	35.017875	-83.2746057	West Fork Overflow Creek	0.147	0.853	14.7-85.3
708	SAVR4	[WRC257-001]	20	35.0258694	-83.2390669	East Fork Overflow Creek (above and below Glenn Falls)	0.459	0.541	45.9-54.1
709	SAVR5	[WRC258-001]	20	35.0112651	-83.1217918	Glade Creek	0.867	0.133	86.7-13.3
710	SAVR6	[WRC259-001]	16	35.16205	-82.928467	Indian Creek	0.089	0.911	8.9-91.1
712	SAVR8	[WRC263-001]	20	35.0799787	-82.9970572	UT Thompson River (@NC 281 above Reid Creek)	0.263	0.737	26.3-73.7
714	SC01	[SC01-001]	60	34.962301	-83.097877	King Creek	0.989	0.011	98.9-1.1
715	SC02	[SC02-001]	60	34.942555	-83.09442	Crane Creek	0.986	0.014	98.6-1.4
717	IOWR1	[IOWR1-001]	53	43.4179	-91.9378	South Pine Creek	0.045	0.955	4.5-95.5
718	ISRO1	[ISRO1-001]	28	47.9335	-89.1055	Washington Creek	0.066	0.934	6.6-93.4
719	ISRO2	[ISRO2-001]	29	47.9212	-89.0752	Grace Creek	0.088	0.912	8.8-91.2
721	ISRO4	[ISRO4-001]	56	48.1127	-88.5697	Tobin Harbor	0.161	0.839	16.1-83.9
722	LACR1	[LACR1-001]	50	44.0877	-90.8523	Soper Creek	0.137	0.863	13.7-86.3
723	NEFS1	[NEFS1-001]	50	46.6565	-53.2144	Freshwater R.	0.017	0.983	1.7-98.3
724	NEFS2	[NEFS2-001]	36	46.6374	-53.1604	Watern Cove	0.044	0.956	4.4-95.6
725	NYNS1	[NY18-001]	30	40.863817	-73.200704	Nissequoque Creek	0.013	0.987	1.3-98.7
726	QUEM1	[QUEM1-001]	50	51.4174	-72.9409	Pepeshquasati R.	0.025	0.975	2.5-97.5
727	QUEM2	[QUEM2-001]	43	51.3628	-72.7588	Cheno R.	0.026	0.974	2.6-97.4
728	WISR1	[WISR1-001]	50	43.397	-89.6521	Parfrey's Glen Creek	0.023	0.977	2.3-97.7
729	WISR2	[WISR2-001]	49	43.4897	-90.3664	Melancthon Creek	0.051	0.949	5.1-94.9
730	WISR3	[WISR3-001]	50	43.2845	-90.3306	Ash Creek	0.045	0.955	4.5-95.5
731	MACS1	[MACS1-001]	81	41.594	-70.5066	Quashnet R., Cape Cod	0.011	0.989	1.1-98.9
732	MACS2	[MACS2-001]	49	41.5842	-70.5022	Red Brook, Cape Cod	0.01	0.99	1-99
733	MACS3	[MACS3-001]	28	41.6337	-70.4518	Santuit R., Cape Cod	0.03	0.97	3-97
734	MACS4	[MACS4-001]	43	41.6245	-70.481	Mashpee R., Cape Cod	0.025	0.975	2.5-97.5
735	NYLC1	[DS02-001]	30	44.288799	-73.52619	Spruce Mill Brook	0.012	0.988	1.2-98.8
736	NYLC2	[DS01-001]	32	44.298636	-73.742629	Styles Brook	0.016	0.984	1.6-98.4
737	VTLC1	[VTLC1-01]	50	44.1647	-72.8934	Slide Brook	0.031	0.969	3.1-96.9
738	VTLC2	[VTLC2-01]	50	43.8135	-72.9649	Kettle Brook	0.029	0.971	2.9-97.1
739	VTLM	[VTLM-01]	50	44.7845	-71.995	Bald Mountain Brook	0.026	0.974	2.6-97.4
740	NYCS1	[NYCS1-001]	40	40.762	-73.1492	Connetquot R.	0.009	0.991	0.9-99.1
741	NYCS2	[NY18-061]	30	40.771759	-73.156219	Connetquot R.	0.02	0.98	2-98
742	NYSS1	[NY18-031]	30	40.772389	-72.993351	Swan River	0.018	0.982	1.8-98.2
747	HUDR2	[HUDR2-01]	23	41.2902	-73.9943	Timp Brook	0.039	0.961	3.9-96.1
749	PASR1	[PASR1-01]	31	41.1571	-74.1386	Torne Brook	0.032	0.968	3.2-96.8
764	ACAD1	[ACAD1-001]	56	44.2869	-68.3478	Marshall Brook	0.012	0.988	1.2-98.8
765	ACAD2	[ACAD2-001]	55	44.2691	-68.3514	Lurvey Brook	0.02	0.98	2-98
766	ACAD3	[ACAD3-001]	55	44.314	-68.2246	Hunters Brook	0.012	0.988	1.2-98.8
767	ACAD4	[ACAD4-001]	55	44.3099	-68.2445	Stanley Brook	0.012	0.988	1.2-98.8
768	ACAD5	[ACAD5-001]	50	44.3177	-68.2557	Jordan Stream	0.015	0.985	1.5-98.5
769	ACAD6	[ACAD6-001]	41	44.3164	-68.2874	Hadlock Brook	0.011	0.989	1.1-98.9
770	CONR4	[CONR4-01]	50	42.8204	-72.969	Lamb Brook	0.036	0.964	3.6-96.4
771	CONR5	[CONR5-001]	37	42.7453	-72.3089	Brickyard Brook	0.019	0.981	1.9-98.1
773	CONR7	[CONR7-001]	50	42.639722	-72.988889	Manning Brook	0.019	0.981	1.9-98.1
774	NYHL	[NYHL-01]	31	43.6004	-74.8187	Horn Lake	0.157	0.843	15.7-84.3
775	NYLT	[NYLT-01]	42	44.0377	-74.6115	Little Tupper Lake	0.017	0.983	1.7-98.3
776	NYWP	[NYWP-01]	56	44.331	-74.6272	Windfall Pond	0.038	0.962	3.8-96.2
777	KENR1	[KENR1-01]	33	45.3877	-69.963	Cold Stream	0.012	0.988	1.2-98.8
779	KENR3	[KENR3-001]	41	44.9152	-71.0926	Dead Diamond River	0.016	0.984	1.6-98.4
780	KENR4	[KENR4-001]	27	44.9697	-71.1533	Little Diamond River	0.015	0.985	1.5-98.5
783	KENR7	[KENR7-01]	33	44.6721	-70.3593	Alder Brook	0.019	0.981	1.9-98.1
784	PENR1	[PENR1-01]	30	45.1431	-68.2845	Lord Brook	0.011	0.989	1.1-98.9
785	PENR2	[PENR2-01]	59	44.8541	-68.8232	Kenduskeag Stream	0.012	0.988	1.2-98.8
786	STGE1	[STGE1-01]	30	44.4392	-69.2209	Thompson Brook	0.012	0.988	1.2-98.8
788	MERR3	[MERR3-001]	20	42.7217	-71.5525	Flints Brook	0.021	0.979	2.1-97.9
789	MERR4	[MERR4-001]	20	42.7978	-71.5511	Witches Brook	0.029	0.971	2.9-97.1
790	MERR5	[MERR5-001]	20	42.8114	-71.9175	Meadow Brook	0.014	0.986	1.4-98.6
791	MERR6	[MERR6-001]	19	43.1464	-71.8806	Sand Brook	0.013	0.987	1.3-98.7
792	PISR1	[PISR1-001]	30	43.1339	-70.9697	Chelsey Brook	0.012	0.988	1.2-98.8
793	SACR1	[SACR1-001]	30	43.77	-71.2511	White Brook	0.01	0.99	1-99
794	CRLE1	[CRLE1-01]	26	41.5	-81.2804	Leech Stream	0.286	0.714	28.6-71.4
795	CRLE2	[CRLE2-01]	50	41.563	-81.2187	Woodie Brook	0.243	0.757	24.3-75.7
796	CRLE3	[CRLE3-01]	59	41.5526	-81.234	Spring Brook	0.213	0.787	21.3-78.7
797	OHAR1	[OHAR1-01]	50	42.0363	-78.4609	Two Mile Creek	0.661	0.339	66.1-33.9
798	OHAR2	[OHAR2-102]	47	41.7532	-78.0554	Allegheny R.	0.422	0.578	42.2-57.8
799	OHAR3	[OHAR3-101]	62	41.2378	-79.3223	Clarion R.	0.354	0.646	35.4-64.6
800	PA42_Lower	[PA42-048]	43	41.576103	-77.016626	Salt Spring Run (lower)	0.057	0.943	5.7-94.3
801	PA42_Upper	[PA42-091]	33	41.578088	-77.017383	Salt Spring Run (upper)	0.041	0.959	4.1-95.9
802	Ramsey	[UOG-001]	50	41.28714	-77.32458	Ramsey Run	0.102	0.898	10.2-89.8
803	Boone	[UOG-051]	50	41.35392	-77.36207	Boone Run	0.043	0.957	4.3-95.7
804	Dam	[UOG-251]	50	41.32943	-77.34448	Dam Run	0.027	0.973	2.7-97.3
805	Cedar	[UOG-101]	50	41.61398	-77.50751	Cedar Run	0.045	0.955	4.5-95.5
806	Sebring	[UOG-151]	29	41.44963	-77.42755	Sebring Branch Mill Run	0.075	0.925	7.5-92.5
807	Francis	[UOG-201]	50	41.5527	-77.61581	Francis Branch Slate Run	0.058	0.942	5.8-94.2
808	CONR1	[CONR1-01]	36	44.4434	-71.3048	Unnamed	0.025	0.975	2.5-97.5
809	CONR2	[CONR2-01]	40	44.4743	-71.3453	Brandy Brook	0.034	0.966	3.4-96.6
813	HUDR1	[HUDR1-01]	50	42.7814	-73.1452	Broad Brook	0.023	0.977	2.3-97.7
814	MD31	[MD31-001]	50	39.6886	-76.7787	Silver Run	0.055	0.945	5.5-94.5
815	MD32	[MD32-001]	50	39.8248	-76.778	Walker Run	0.052	0.948	5.2-94.8
817	SUSR1	[SUSR1-01]	50	40.8982	-78.0105	Smays Run	0.055	0.945	5.5-94.5
818	SUSR2	[SUSR2-01]	50	40.9334	-78.0128	Benner Run	0.082	0.918	8.2-91.8
