ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K0	Data
216	LTNC111	[D903-001]	30	35.248756	-83.267727	Shell Branch	0	0	0	0	0.784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216	0-0-0-0-78.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-21.6
217	LTNC112	[D906-001]	39	35.302122	-83.372431	Huckleberry Creek	0	0	0	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0-0-0-0-0-0-0-0-0-0-93-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7
218	LTNC113	[D907-001]	36	35.302543	-83.341682	Beasley Creek	0	0	0	0	0	0	0	0	0	0	0.934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0-0-0-0-0-0-0-0-0-0-93.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.6
219	LTNC12	[WRC295-001]	20	35.2826209	-82.9853557	Charley Creek	0	0	0	0	0.618	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382	0-0-0-0-61.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-38.2
220	LTNC13	[WRC296-001]	20	35.2201	-82.95806	Cold Creek	0	0	0.102	0	0.294	0.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113	0	0	0	0	0.387	0-0-10.2-0-29.4-10.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11.3-0-0-0-0-38.7
221	LTNC14	[WRC302-001]	20	35.2028632	-83.1893383	Gem Creek	0	0	0	0	0.178	0	0	0	0	0	0	0	0	0	0	0	0	0.424	0	0	0	0	0	0	0	0.398	0-0-0-0-17.8-0-0-0-0-0-0-0-0-0-0-0-0-42.4-0-0-0-0-0-0-0-39.8
222	LTNC15	[WRC306-001]	20	35.2788805	-83.0250111	Jeff Creek	0	0	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0-0-0-0-93-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7
223	LTNC16	[WRC308-001]	20	35.2016225	-83.2125065	Little Pine Creek	0	0	0.161	0	0.34	0.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268	0-0-16.1-0-34-23.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-26.8
224	LTNC17	[WRC310-001]	20	35.2564608	-83.1336517	Mill Creek	0	0	0	0	0.652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348	0-0-0-0-65.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-34.8
225	LTNC18	[WRC311-001]	20	35.167814	-83.1852347	Mill Creek	0	0	0.259	0	0.392	0.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181	0-0-25.9-0-39.2-16.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-18.1
226	LTNC19	[WRC318-001]	20	35.2766748	-83.0144098	Sols Creek	0	0	0.152	0	0.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.346	0-0-15.2-0-50.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-34.6
227	LTNC2	[NC02-001]	42	35.48692	-83.18631	Soco Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.943	0	0	0	0	0	0	0	0	0	0	0	0.057	0-0-0-0-0-0-0-0-0-0-0-0-0-94.3-0-0-0-0-0-0-0-0-0-0-0-5.7
229	LTNC21	[WRC322-001]	20	35.2096888	-83.1164218	Trout Creek	0	0	0	0	0	0.166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422	0	0	0	0	0.412	0-0-0-0-0-16.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-42.2-0-0-0-0-41.2
230	LTNC22	[WRC119-001]	20	35.2551992	-83.5906381	UT Otter Creek	0	0	0	0	0	0	0	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0-0-0-0-0-0-0-0-0-0-91-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9
231	LTNC23	[WRC022-001]	20	35.254525	-83.966819	(C) Sassafras Creek (incl. trib.)	0	0	0	0	0	0	0	0	0	0.929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071	0-0-0-0-0-0-0-0-0-92.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.1
232	LTNC24	[WRC120-001]	20	35.023508	-83.487356	Yellow Patch Branch	0.163	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.712	16.3-0-0-0-0-0-0-0-0-0-12.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-71.2
233	LTNC25	[WRC023-001]	20	35.2455342	-83.8856125	Bear Creek	0	0	0	0	0	0	0	0	0	0.734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266	0-0-0-0-0-0-0-0-0-73.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-26.6
234	LTNC26	[WRC025-001]	20	35.3259869	-83.9640204	Wright Creek	0	0	0	0	0	0	0	0	0	0.891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0-0-0-0-0-0-0-0-0-89.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.9
235	LTNC27	[NC04-001]	40	35.5288	-83.1922	Madcap Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.935	0	0	0	0	0	0	0	0	0	0	0	0.065	0-0-0-0-0-0-0-0-0-0-0-0-0-93.5-0-0-0-0-0-0-0-0-0-0-0-6.5
236	LTNC28	[NC05-001]	39	35.4902	-83.2151	Jenkin's Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0	0	0.31	0-0-0-0-0-0-0-0-0-0-0-0-0-69-0-0-0-0-0-0-0-0-0-0-0-31
237	LTNC29	[NC06-001]	24	35.4995	-83.1746	Rough Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.713	0	0	0	0	0	0	0	0	0	0	0	0.287	0-0-0-0-0-0-0-0-0-0-0-0-0-71.3-0-0-0-0-0-0-0-0-0-0-0-28.7
238	LTNC3	[NC03-001]	40	35.52025	-83.22418	Big Witch Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.613	0	0	0	0	0	0	0	0	0	0	0	0.387	0-0-0-0-0-0-0-0-0-0-0-0-0-61.3-0-0-0-0-0-0-0-0-0-0-0-38.7
240	LTNC31	[WRC376-001]	40	35.26218	-84.04492	Tellico River	0	0	0	0	0	0	0	0	0	0.918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082	0-0-0-0-0-0-0-0-0-91.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8.2
241	LTNC32	[WRC377-001]	34	35.25168	-84.0299	Round Mountain Branch	0	0	0	0	0	0	0	0	0	0.918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082	0-0-0-0-0-0-0-0-0-91.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8.2
242	LTNC33	[WRC378-001]	31	35.27757	-83.99892	Snowbird Creek	0	0	0	0	0	0	0	0	0	0.803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197	0-0-0-0-0-0-0-0-0-80.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-19.7
245	LTNC36	[WRC384-001]	28	35.384962	-83.079766	Dark Ridge Creek	0	0	0	0	0.765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235	0-0-0-0-76.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-23.5
246	LTNC37	[WRC109-001]	19	35.39795	-83.993239	Slickrock Creek	0	0	0	0	0	0	0	0	0	0.816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184	0-0-0-0-0-0-0-0-0-81.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-18.4
247	LTNC38	[WRC100-001]	20	35.051127	-83.4433848	Henson Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.647	0	0	0	0	0	0	0	0.353	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-64.7-0-0-0-0-0-0-0-35.3
248	LTNC39	[WRC103-001]	20	35.3365644	-83.4061966	Little Laurel Creek (trib. of Alarka Cr.)	0	0	0	0	0	0	0	0	0	0	0.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0-0-0-0-0-0-0-0-0-0-89.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.6
250	LTNC40	[WRC105-001]	20	35.0812545	-83.2460064	Long Branch	0	0	0	0	0	0.144	0	0	0	0	0	0	0	0	0	0	0	0.251	0	0	0.241	0	0	0	0	0.364	0-0-0-0-0-14.4-0-0-0-0-0-0-0-0-0-0-0-25.1-0-0-24.1-0-0-0-0-36.4
251	LTNC41	[WRC107-001]	20	35.2703011	-84.0475248	Peckerwood Creek	0	0	0	0	0	0	0	0	0	0.879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121	0-0-0-0-0-0-0-0-0-87.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12.1
252	LTNC42	[WRC110-001]	20	35.0512067	-83.2553861	Turtle Pond Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606	0	0	0	0	0	0	0	0.394	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-60.6-0-0-0-0-0-0-0-39.4
253	LTNC43	[WRC114-001]	20	35.032742	-83.436394	UT to Coweeta Creek (near Reynolds Gap)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.937	0	0	0	0	0	0	0	0.063	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-93.7-0-0-0-0-0-0-0-6.3
254	LTNC44	[WRC115-001]	20	35.2175734	-83.2342281	Wildcat Creek	0	0	0	0	0.337	0	0	0	0	0	0	0	0	0	0	0	0	0.263	0	0	0	0	0	0	0	0.4	0-0-0-0-33.7-0-0-0-0-0-0-0-0-0-0-0-0-26.3-0-0-0-0-0-0-0-40
256	LTNC46	[WRC118-001]	20	35.249133	-83.669244	Pierce Creek ( also listed as Piercy Creek)	0.359	0	0	0	0.218	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198	35.9-0-0-0-21.8-0-0-0-0-0-0-22.5-0-0-0-0-0-0-0-0-0-0-0-0-0-19.8
257	LTNC47	[WRC267-001]	20	35.382	-83.12	(A) South Fork Sugarloaf Creek	0	0	0	0	0.347	0	0	0	0	0	0.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0-0-0-0-34.7-0-0-0-0-0-59.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.2
259	LTNC49	[WRC269-001]	19	35.388	-83.126	(A) UT Sugarloaf Creek	0	0	0	0	0.421	0	0	0	0	0	0.432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0-0-0-0-42.1-0-0-0-0-0-43.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-14.7
270	LTNC58	[WRC282-001]	20	35.3280919	-83.0582684	(D) Chastine Creek (incl. tribs.)	0	0	0	0	0.935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065	0-0-0-0-93.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.5
271	LTNC59	[WRC283-001]	20	35.347	-83.054	(D) Craig Creek	0	0	0	0	0.938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0-0-0-0-93.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.2
272	LTNC6	[WRC101-001]	20	35.1570048	-83.2625388	Ledford Branch	0	0	0	0	0.309	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0.357	0	0	0	0	0.214	0-0-0-0-30.9-0-0-0-0-0-0-0-0-0-0-0-0-12-0-0-35.7-0-0-0-0-21.4
273	LTNC60	[WRC284-001]	20	35.3360411	-83.05636282	(D) Frady Creek	0	0	0	0	0.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0-0-0-0-93.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.4
275	LTNC62	[WRC299-001]	20	35.4191386	-83.1907797	Fisher Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.919	0	0	0	0	0	0	0	0	0	0	0	0.081	0-0-0-0-0-0-0-0-0-0-0-0-0-91.9-0-0-0-0-0-0-0-0-0-0-0-8.1
276	LTNC63	[WRC304-002]	19	35.333816	-83.3062694	Greens Creek	0	0	0	0	0	0	0	0	0	0	0.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203	0-0-0-0-0-0-0-0-0-0-79.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-20.3
277	LTNC64	[WRC305-001]	20	35.2200232	-83.1506208	Hunter Jim Creek	0	0	0	0	0.904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096	0-0-0-0-90.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9.6
279	LTNC66	[WRC309-001]	20	35.2171902	-83.1048686	Little Trout Creek	0	0	0	0	0.763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237	0-0-0-0-76.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-23.7
280	LTNC67	[WRC312-001]	20	35.2339737	-83.0196683	Neddie Creek	0	0	0	0	0.817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183	0-0-0-0-81.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-18.3
281	LTNC68	[WRC319-001]	20	35.2847512	-82.9434836	Tanassee Creek	0	0	0	0	0.895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0-0-0-0-89.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.5
282	LTNC69	[WRC323-001]	20	35.3482953	-83.1325927	Wayehutta Creek	0	0	0	0	0.809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191	0-0-0-0-80.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-19.1
283	LTNC7	[WRC106-001]	20	35.0980559	-83.1887634	Norton Prong	0	0	0.253	0	0	0.192	0	0	0	0	0	0	0	0	0	0	0	0.285	0	0	0	0	0	0	0	0.27	0-0-25.3-0-0-19.2-0-0-0-0-0-0-0-0-0-0-0-28.5-0-0-0-0-0-0-0-27
284	LTNC70	[WRC366-001]	20	35.24075	-83.582694	Big Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0.201	0	0	0.445	0	0	0	0	0	0	0	0.252	0-0-0-0-0-0-0-0-0-0-0-0-0-10.2-20.1-0-0-44.5-0-0-0-0-0-0-0-25.2
285	LTNC71	[WRC369-001]	20	35.3657942	-83.0204091	Mull Creek	0	0	0	0	0.635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365	0-0-0-0-63.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-36.5
286	LTNC72	[WRC024-001]	20	35.328906	-84.016292	Whigg Branch	0	0	0	0	0	0.284	0	0	0	0.301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415	0-0-0-0-0-28.4-0-0-0-30.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-41.5
290	LTNC76	[WRC116-001]	20	35.039192	-83.574072	Buck Creek	0	0	0	0	0	0	0	0	0	0	0	0.143	0	0.181	0	0	0	0	0	0	0	0	0	0.147	0	0.529	0-0-0-0-0-0-0-0-0-0-0-14.3-0-18.1-0-0-0-0-0-0-0-0-0-14.7-0-52.9
291	LTNC77	[WRC278-001]	20	35.35	-83.088	(C) East Fork Moses	0	0	0	0	0.885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0-0-0-0-88.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11.5
292	LTNC78	[WRC279-001]	20	35.3312291	-83.1007775	(C) Moses Creek	0	0	0	0	0.896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104	0-0-0-0-89.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.4
293	LTNC79	[WRC280-001]	20	35.338	-83.098	(C) Moses Creek	0	0	0	0	0.886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114	0-0-0-0-88.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11.4
294	LTNC8	[WRC111-001]	20	35.3374603	-83.3784729	Upper Long Branch	0	0	0	0	0	0	0	0	0	0	0.871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129	0-0-0-0-0-0-0-0-0-0-87.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12.9
296	LTNC81	[WRC285-001]	20	35.3300556	-83.0012443	(F) Bearwallow Creek (including tribs.)	0	0	0	0	0.114	0	0	0	0	0	0	0	0.186	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0-0-0-0-11.4-0-0-0-0-0-0-0-18.6-0-0-0-0-0-0-0-0-0-0-0-0-70
297	LTNC82	[WRC286-001]	20	35.332	-82.999	(F) Birch Ridge Creek	0	0	0	0	0	0	0.173	0	0	0	0	0	0	0	0	0	0	0.151	0	0	0	0	0	0.108	0	0.568	0-0-0-0-0-0-17.3-0-0-0-0-0-0-0-0-0-0-15.1-0-0-0-0-0-10.8-0-56.8
298	LTNC83	[WRC287-001]	20	35.179	-83.076	(G) Cow Mountain Branch	0	0	0.124	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282	0	0	0	0.119	0	0	0	0	0.475	0-0-12.4-0-0-0-0-0-0-0-0-0-0-0-0-0-28.2-0-0-0-11.9-0-0-0-0-47.5
299	LTNC84	[WRC288-001]	20	35.186	-83.078	(G) Mill Creek	0	0	0.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162	0	0	0	0.112	0	0	0	0	0.593	0-0-13.3-0-0-0-0-0-0-0-0-0-0-0-0-0-16.2-0-0-0-11.2-0-0-0-0-59.3
300	LTNC85	[WRC289-001]	20	35.176	-83.061	(G) Packs Creek	0	0	0.136	0	0	0.156	0	0	0	0	0	0	0	0	0	0	0.215	0	0	0	0	0	0	0	0	0.493	0-0-13.6-0-0-15.6-0-0-0-0-0-0-0-0-0-0-21.5-0-0-0-0-0-0-0-0-49.3
301	LTNC86	[WRC290-001]	20	35.183	-83.082	(G) Shelton Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123	0	0	0	0.213	0.213	0	0	0	0.451	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12.3-0-0-0-21.3-21.3-0-0-0-45.1
302	LTNC87	[WRC291-001]	20	35.2644016	-83.0185048	(H) Sols Creek	0	0	0	0	0.821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179	0-0-0-0-82.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-17.9
303	LTNC88	[WRC292-001]	20	35.3523882	-83.0155009	Beechflat Creek	0	0	0	0	0	0.427	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0.131	0	0	0	0	0.279	0-0-0-0-0-42.7-0-0-0-0-0-0-16.3-0-0-0-0-0-0-0-13.1-0-0-0-0-27.9
305	LTNC9	[WRC112-001]	20	35.1334328	-83.2059302	UT Buck Creek	0	0	0	0	0.204	0	0	0	0	0	0	0	0	0	0	0	0	0.672	0	0	0	0	0	0	0	0.124	0-0-0-0-20.4-0-0-0-0-0-0-0-0-0-0-0-0-67.2-0-0-0-0-0-0-0-12.4
306	LTNC90	[WRC297-001]	20	35.2186559	-83.2097509	Dodgen Creek	0	0	0	0	0	0.192	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0.583	0-0-0-0-0-19.2-0-0-0-0-0-10.5-0-0-0-0-0-0-0-0-0-12-0-0-0-58.3
307	LTNC91	[WRC300-001]	20	35.2204377	-83.0327662	Flat Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0	0	0	0	0	0	0	0	0.34	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-66-0-0-0-0-0-0-0-0-34
308	LTNC92	[WRC301-001]	20	35.2883362	-82.9733704	Gage Creek	0	0	0.133	0	0.117	0.327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.423	0-0-13.3-0-11.7-32.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-42.3
309	LTNC93	[WRC313-001]	20	35.3235915	-82.9913537	Piney Mountain Creek	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117	0	0.743	0-0-0-0-14-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11.7-0-74.3
310	LTNC94	[WRC314-001]	20	35.2568349	-82.9362342	Pinhook Creek	0	0	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0.251	0	0	0	0	0	0	0	0	0.209	0-0-0-0-54-0-0-0-0-0-0-0-0-0-0-0-25.1-0-0-0-0-0-0-0-0-20.9
311	LTNC95	[WRC315-001]	20	35.2488885	-83.2674832	Shell Branch	0	0	0	0	0.882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118	0-0-0-0-88.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11.8
313	LTNC97	[WRC317-001]	20	35.2007229	-83.0039466	Slickens Creek	0	0	0.156	0	0	0.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.598	0-0-15.6-0-0-24.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-59.8
314	LTNC98	[WRC320-001]	19	35.2802563	-83.2630471	Tatham Creek	0	0	0	0	0.799	0.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099	0-0-0-0-79.9-10.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9.9
315	LTNC99	[WRC324-004]	15	35.2665208	-82.9695989	Wolf Creek	0	0	0	0	0.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.601	0-0-0-0-28.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11-0-0-0-0-60.1
316	MPPS1	[LR_2013_211]	29	35.598205	-83.501998	Meigs Post Prong Site 1	0	0	0	0.951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0-0-0-95.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.9
317	MPPS2	[LR_2013_240]	31	35.594744	-83.49822	Meigs Post Prong Site 2	0	0	0	0.921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079	0-0-0-92.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.9
318	PFBNC1	[NC01-001]	42	35.46629	-83.04172	Hyatt Cove Creek	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0.735	0	0	0	0	0	0	0	0	0	0	0	0.115	0-0-0-0-0-0-0-0-15-0-0-0-0-73.5-0-0-0-0-0-0-0-0-0-0-0-11.5
319	PFBNC10	[WRC246-001]	20	35.4136987	-83.0132106	Old Bald Creek	0	0	0	0	0	0	0	0	0.852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148	0-0-0-0-0-0-0-0-85.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-14.8
320	PFBNC100	[WRC217-001]	20	35.721547	-82.254889	Right Prong South Toe River	0	0	0.286	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.604	0-0-28.6-0-0-0-0-0-0-11-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-60.4
321	PFBNC101	[WRC219-001]	19	35.76075	-82.192601	Roaring Fork	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0.106	0	0	0	0	0	0	0	0	0.484	0-0-0-0-0-0-0-0-0-41-0-0-0-0-0-0-10.6-0-0-0-0-0-0-0-0-48.4
322	PFBNC102	[WRC222-001]	20	36.1015896	-82.0403139	Sandbank Creek	0	0	0	0	0	0.493	0	0	0	0	0	0	0	0	0.172	0	0	0	0	0	0	0	0	0	0	0.335	0-0-0-0-0-49.3-0-0-0-0-0-0-0-0-17.2-0-0-0-0-0-0-0-0-0-0-33.5
324	PFBNC104	[WRC225-001]	20	36.136075	-82.221978	Spring Creek	0	0	0.134	0	0	0.189	0	0	0	0	0	0	0	0	0.443	0	0	0	0	0	0	0	0	0	0	0.234	0-0-13.4-0-0-18.9-0-0-0-0-0-0-0-0-44.3-0-0-0-0-0-0-0-0-0-0-23.4
325	PFBNC105	[WRC226-001]	20	36.0048744	-82.0796566	Stagger Weed Creek	0	0	0.195	0	0	0.14	0	0	0	0	0	0	0	0	0.477	0	0	0	0	0	0	0	0	0	0	0.188	0-0-19.5-0-0-14-0-0-0-0-0-0-0-0-47.7-0-0-0-0-0-0-0-0-0-0-18.8
326	PFBNC106	[WRC227-001]	20	35.8172014	-82.1783762	UT Little White Oak Creek	0	0	0	0	0	0.133	0	0	0	0.459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.408	0-0-0-0-0-13.3-0-0-0-45.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-40.8
327	PFBNC107	[WRC235-001]	20	35.511961	-83.0311825	Gaddis Branch	0	0	0	0	0	0	0	0	0.811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189	0-0-0-0-0-0-0-0-81.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-18.9
328	PFBNC108	[WRC236-001]	20	35.5658324	-83.08157727	Hemphill Branch	0	0	0	0	0	0	0	0	0.596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.404	0-0-0-0-0-0-0-0-59.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-40.4
329	PFBNC109	[WRC242-001]	20	35.439484	-82.9913905	Medford Branch	0	0	0	0	0.601	0	0	0		0	0	0.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271	0-0-0-0-60.1-0-0-0-0-0-0-12.8-0-0-0-0-0-0-0-0-0-0-0-0-0-27.1
330	PFBNC11	[WRC250-001]	20	35.4082192	-83.9945695	Shiny Creek	0	0	0	0	0	0	0	0	0.883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117	0-0-0-0-0-0-0-0-88.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11.7
