ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	Data
545	CarrickCreek	[AW4-001]	25	35.033222	-82.702944	Carrick Creek	0.499	0.441	0.06	49.9-44.1-6
546	EmoryCreek	[AW4-031]	28	35.033139	-82.761028	Emory Creek	0.261	0.532	0.207	26.1-53.2-20.7
547	FallsCreek	[AW4-061]	30	35.143528	-82.538944	Falls Creek	0.15	0.082	0.768	15-8.2-76.8
548	MathewsCreek	[AW4-091]	21	35.101444	-82.666	Matthews Creek	0.917	0.07	0.013	91.7-7-1.3
549	D707	[D707-001]	20	36.293816	-81.602125	UT South Fork New River	0.006	0.984	0.01	0.6-98.4-1
550	D708	[D708-001]	54	36.27005	-81.45564	UT West Fork Pine Swamp Creek	0.023	0.937	0.04	2.3-93.7-4
551	D709	[D709-001]	54	36.26992	-81.45647	West Fork Pine Swamp Creek	0.009	0.963	0.028	0.9-96.3-2.8
553	D711	[D711-001]	48	36.289919	-81.43763	East Fork Pine Swamp Creek	0.006	0.983	0.011	0.6-98.3-1.1
554	POAR1	[POAR1-01]	50	39.6659	-77.5459	Edgemont Reservoir	0.963	0.015	0.022	96.3-1.5-2.2
555	POCA1	[POCA1-001]	23	39.1218	-78.5043	Hawk Run	0.957	0.018	0.025	95.7-1.8-2.5
556	PONB1	[PONB1-01]	49	39.56505	-79.1526	Big Run	0.864	0.074	0.062	86.4-7.4-6.2
557	PONB10	[MD35-001]	50	39.565446	-79.107979	Mainstem Savage River	0.93	0.038	0.031	93-3.8-3.1
558	PONB11	[MD36-001]	50	39.586382	-79.095378	Poplar Lick	0.929	0.037	0.034	92.9-3.7-3.4
559	PONB12	[MD37-001]	50	39.62059	-79.066713	Blue Lick	0.936	0.028	0.036	93.6-2.8-3.6
560	PONB2	[PONB2-01]	49	39.60631	-79.12489	Poplar Lick	0.904	0.066	0.03	90.4-6.6-3
561	PONB3	[PONB3-01]	49	39.51775	-79.16868	Middle Fork Crabtree Creek	0.923	0.031	0.047	92.3-3.1-4.7
562	PONB4	[PONB4-01]	50	39.37217	-79.25085	Lostland Run	0.932	0.039	0.029	93.2-3.9-2.9
563	PONB5	[PONB5-01]	48	39.26321	-79.38213	Hindleg Run	0.836	0.014	0.15	83.6-1.4-15
564	PONB6	[PONB6-01]	50	39.52621	-79.04156	Mill Run	0.862	0.019	0.119	86.2-1.9-11.9
565	PONB7	[PONB7-001]	30	39.27408	-79.31303	Difficult Creek	0.894	0.062	0.044	89.4-6.2-4.4
566	PONB8	[PONB8-001]	29	39.6443	-78.9357	Sand Spring Run	0.904	0.025	0.071	90.4-2.5-7.1
567	PONB9	[MD34-001]	50	39.594986	-79.051875	Little Savage River	0.895	0.039	0.066	89.5-3.9-6.6
568	POSB1	[POSB1-001]	49	38.6474	-79.5013	Teter Camp Run	0.93	0.027	0.043	93-2.7-4.3
569	POSB2	[POSB2-01]	25	38.8696	-79.4718	Horse Camp Run	0.913	0.046	0.041	91.3-4.6-4.1
570	POSB3	[POSB3-001]	23	38.8793	-79.3423	Sawmill Run	0.87	0.11	0.019	87-11-1.9
571	POSB4	[POSB4-001]	27	38.8789	-79.34	Powdermill Run	0.94	0.027	0.033	94-2.7-3.3
572	POSB5	[POSB5-001]	20	38.9092	-79.3258	Zeke Run	0.977	0.01	0.013	97.7-1-1.3
573	POSB6	[POSB6-001]	30	39.2597	-78.7537	Mill Run	0.927	0.047	0.026	92.7-4.7-2.6
574	POSB7	[POSB7-001]	30	38.9359	-79.3071	High Ridge Run	0.832	0.027	0.14	83.2-2.7-14
575	POSB8	[POSB8-001]	30	38.9718	-79.2837	Samuel Run	0.944	0.012	0.045	94.4-1.2-4.5
577	POSH10	[POSH10-001]	100	38.2685	-78.7011	Big Run	0.979	0.011	0.01	97.9-1.1-1
578	POSH11	[POSH11-001]	50	38.3127	-78.6305	U. Hawksbill Creek	0.969	0.021	0.01	96.9-2.1-1
579	POSH12	[POSH12-01]	48	38.3685	-78.5602	Lee Run	0.992	0.004	0.004	99.2-0.4-0.4
580	POSH13	[POSH13-02]	43	38.3326	-78.5982	Eaton Hollow	0.983	0.008	0.009	98.3-0.8-0.9
581	POSH14	[POSH14-01]	29	38.6329	-78.3432	Dry Run, N.F.	0.929	0.032	0.039	92.9-3.2-3.9
583	POSH16	[POSH16-01]	50	38.4318	-78.5374	S. Br. Naked Creek -1	0.987	0.005	0.008	98.7-0.5-0.8
584	POSH17	[POSH17-01]	50	38.4209	-78.5202	S. Br. Naked Creek -2	0.99	0.005	0.005	99-0.5-0.5
585	POSH18	[POSH18-001]	50	38.4886	-78.4988	W. Br. Naked Creek	0.988	0.006	0.006	98.8-0.6-0.6
586	POSH19	[POSH19-001]	50	38.4935	-78.4595	E. Br. Naked Creek	0.989	0.005	0.006	98.9-0.5-0.6
588	POSH20	[POSH20-01]	38	38.4633	-78.4955	Big Creek	0.987	0.007	0.006	98.7-0.7-0.6
589	POSH21	[POSH21-01]	33	38.5021	-78.5127	Harris Cove	0.99	0.005	0.005	99-0.5-0.5
590	POSH22	[POSH22-01]	25	38.5087	-78.5398	Fultz Run	0.975	0.012	0.014	97.5-1.2-1.4
591	POSH23	[POSH23-01]	49	38.5198	-78.4459	Lewis Spring Branch	0.978	0.007	0.015	97.8-0.7-1.5
592	POSH24	[POSH24-001]	50	38.5456	-78.4286	Little Hawksbill Creek	0.922	0.066	0.012	92.2-6.6-1.2
593	POSH25	[POSH25-01]	50	38.5524	-78.4134	Big Fill Hollow	0.953	0.036	0.011	95.3-3.6-1.1
594	POSH26	[POSH26-001]	50	38.5621	-78.3903	East Hawksbill Creek	0.915	0.067	0.018	91.5-6.7-1.8
595	POSH27	[POSH27-01]	50	38.6057	-78.3806	S. Fork Dry Run	0.958	0.025	0.017	95.8-2.5-1.7
596	POSH28	[POSH28-001]	35	38.6519	-78.3551	Pass Run	0.977	0.009	0.014	97.7-0.9-1.4
598	POSH3	[POSH3-001]	50	38.1596	-78.7912	Meadow Run	0.982	0.011	0.007	98.2-1.1-0.7
599	POSH30	[POSH30-001]	50	38.7523	-78.3092	Jeremy's Run	0.975	0.013	0.013	97.5-1.3-1.3
600	POSH31	[POSH31-01]	50	38.7776	-78.3323	Heiskell Hollow	0.964	0.013	0.023	96.4-1.3-2.3
601	POSH32	[POSH32-01]	50	38.7838	-78.3014	Overall Run	0.981	0.008	0.012	98.1-0.8-1.2
604	POSH35	[POSH35-01]	41	38.7726	-78.2678	Greasy Run, site 2	0.985	0.007	0.008	98.5-0.7-0.8
605	POSH36	[POSH36-01]	50	38.7752	-78.2472	Gooney Run	0.977	0.013	0.01	97.7-1.3-1
607	POSH38	[POSH38-01]	40	38.8278	-78.1881	Lands Run	0.976	0.011	0.012	97.6-1.1-1.2
608	POSH39	[POSH39-001]	30	38.7985	-78.8679	Capon Run	0.985	0.009	0.005	98.5-0.9-0.5
609	POSH4	[POSH4-001]	49	38.2098	-78.7519	Paine Run	0.972	0.015	0.013	97.2-1.5-1.3
610	POSH40	[SH66-001]	25	38.13821	-78.80693	Big Mine Branch	0.933	0.058	0.009	93.3-5.8-0.9
611	POSH41	[SH70-001]	30	38.6279	-78.35774	Dry Run, N.F.	0.932	0.051	0.017	93.2-5.1-1.7
612	POSH42	[SH71-001]	30	38.56708	-78.39623	East Hawksbill Creek	0.952	0.02	0.028	95.2-2-2.8
613	POSH43	[SH77-001]	30	38.54181	-78.4257	Little Hawksbill Creek	0.931	0.052	0.017	93.1-5.2-1.7
614	POSH44	[SH87-001]	30	38.6129	-78.3781	S. Fork Dry Run	0.957	0.029	0.014	95.7-2.9-1.4
615	POSH45	[SH88-001]	25	38.36557	-78.57957	West Swift Run	0.987	0.006	0.006	98.7-0.6-0.6
616	POSH5	[POSH5-001]	25	38.2497	-78.7424	Madison Run	0.906	0.028	0.067	90.6-2.8-6.7
618	POSH8	[POSH8-001]	49	38.3144	-78.6732	Onemile Run	0.988	0.006	0.006	98.8-0.6-0.6
619	POSH9	[POSH9-001]	50	38.321	-78.6567	Twomile Run	0.985	0.007	0.008	98.5-0.7-0.8
620	JAMR1	[JAMR1-01]	50	38.2417	-78.6889	Doyle's R.	0.985	0.007	0.008	98.5-0.7-0.8
621	JAMR2	[JAMR2-001]	49	38.2069	-78.7266	N. Fork Moorman R.	0.985	0.006	0.008	98.5-0.6-0.8
622	JARR1	[JARR1-001]	25	38.3461	-78.5184	Swift Run	0.981	0.009	0.011	98.1-0.9-1.1
623	JARR2	[JARR2-01]	49	38.2794	-78.6402	Ivy Creek	0.955	0.031	0.014	95.5-3.1-1.4
624	JARR3	[SH75-001]	25	38.2788	-78.62369	Ivy Creek Tributary	0.98	0.009	0.011	98-0.9-1.1
625	RAPH1	[RAPH1-01]	50	38.7574	-78.2304	Waterfall Branch	0.984	0.007	0.008	98.4-0.7-0.8
626	RAPH10	[RAPH10-001]	50	38.602	-78.3429	Hughes R.	0.983	0.01	0.007	98.3-1-0.7
627	RAPH11	[RAPH11-051]	73	38.602	-78.3429	Hughes R.	0.979	0.011	0.009	97.9-1.1-0.9
628	RAPH12	[RAPH12-01]	23	38.5746	-78.3305	Brokenback Run	0.965	0.018	0.017	96.5-1.8-1.7
629	RAPH13	[RAPH13-01]	44	38.5373	-78.3052	Ragged Run	0.98	0.009	0.011	98-0.9-1.1
630	RAPH14	[SH73-001]	30	38.60539	-78.31641	Hannah Run	0.983	0.01	0.007	98.3-1-0.7
631	RAPH15	[SH74-001]	30	38.6039	-78.33224	Hughes Trib	0.981	0.008	0.011	98.1-0.8-1.1
632	RAPH16	[SH80-001]	30	38.6028	-78.34771	Nicholson Hollow	0.978	0.012	0.01	97.8-1.2-1
635	RAPH2	[RAPH2-01]	50	38.7478	-78.2628	Keyser Run	0.978	0.008	0.014	97.8-0.8-1.4
636	RAPH3	[RAPH3-01]	50	38.7132	-78.2785	Piney R.	0.943	0.013	0.044	94.3-1.3-4.4
637	RAPH4	[RAPH4-01]	49	38.7016	-78.2894	N. Fork Thornton	0.973	0.011	0.016	97.3-1.1-1.6
638	RAPH5	[RAPH5-51]	25	38.6597	-78.286	S. Fork Thornton	0.986	0.006	0.008	98.6-0.6-0.8
639	RAPH6	[RAPH6-001]	50	38.6352	-78.278	Hazel R.	0.99	0.005	0.005	99-0.5-0.5
640	RAPH7	[RAPH7-01]	25	38.6013	-78.285	Broad Hollow Run	0.987	0.007	0.005	98.7-0.7-0.5
641	RAPH8	[RAPH8-001]	40	38.6074	-78.3162	Hannah Run	0.978	0.01	0.012	97.8-1-1.2
642	RAPH9	[RAPH9-041]	25	38.6074	-78.3162	Hannah Run	0.972	0.012	0.016	97.2-1.2-1.6
643	RAPJ1	[RAPJ1-01]	50	38.8264	-78.1595	Indian Run	0.987	0.006	0.008	98.7-0.6-0.8
644	RAPJ2	[RAPJ2-001]	50	38.8066	-78.1555	Bolton Branch	0.967	0.013	0.021	96.7-1.3-2.1
645	RAPJ3	[RAPJ3-01]	50	38.7729	-78.1659	Jordan R.	0.989	0.005	0.007	98.9-0.5-0.7
647	RAPR10	[RAPR10-051]	50	38.4472	-78.3651	Rapidan R.	0.977	0.011	0.012	97.7-1.1-1.2
648	RAPR11	[RAPR11-01]	49	38.4666	-78.4428	Conway	0.965	0.012	0.023	96.5-1.2-2.3
649	RAPR12	[RAPR12-01]	50	38.4376	-78.4685	Devil's Ditch	0.981	0.009	0.01	98.1-0.9-1
650	RAPR13	[RAPR13-01]	25	38.4148	-78.4701	Pocosin Hollow Run	0.981	0.007	0.012	98.1-0.7-1.2
651	RAPR14	[RAPR14-01]	25	38.3797	-78.5055	South R.	0.985	0.008	0.007	98.5-0.8-0.7
652	RAPR15	[SH67-001]	25	38.45095	-78.44411	Bush Mountain Stream	0.939	0.007	0.055	93.9-0.7-5.5
653	RAPR16	[SH68-001]	30	38.54372	-78.37149	Cedar Run	0.978	0.011	0.011	97.8-1.1-1.1
654	RAPR17	[SH69-001]	30	38.50457	-78.40163	Dark Hollow	0.983	0.011	0.005	98.3-1.1-0.5
655	RAPR18	[SH72-001]	25	38.3916	-78.47795	Entry Run	0.944	0.016	0.04	94.4-1.6-4
656	RAPR19	[SH76-001]	30	38.48337	-78.43376	Laurel Prong	0.969	0.017	0.015	96.9-1.7-1.5
657	RAPR2	[RAPR2-01]	24	38.5635	-78.3638	White Oak Canyon Run	0.965	0.022	0.013	96.5-2.2-1.3
658	RAPR20	[SH78-001]	30	38.50017	-78.43459	Mill Prong	0.978	0.016	0.006	97.8-1.6-0.6
659	RAPR21	[SH79-001]	30	38.5704	-78.35266	Negro Run	0.983	0.009	0.008	98.3-0.9-0.8
662	RAPR24	[SH83-001]	30	38.41675	-78.47255	Pocosin Hollow Run	0.99	0.005	0.005	99-0.5-0.5
663	RAPR25	[SH86-001]	30	38.5346	-78.41011	Rose River	0.989	0.005	0.006	98.9-0.5-0.6
664	RAPR26	[SH89-001]	30	38.57729	-78.37114	White Oak Canyon Run	0.964	0.017	0.019	96.4-1.7-1.9
665	RAPR3	[RAPR3-01]	25	38.5471	-78.3754	Cedar Run	0.956	0.033	0.011	95.6-3.3-1.1
666	RAPR4	[RAPR4-001]	50	38.533	-78.4093	Rose R.	0.979	0.01	0.01	97.9-1-1
667	RAPR5	[RAPR5-051]	50	38.533	-78.4093	Rose R.	0.973	0.011	0.016	97.3-1.1-1.6
668	RAPR6	[RAPR6-001]	50	38.5227	-78.42	Hogcamp Branch	0.987	0.009	0.005	98.7-0.9-0.5
669	RAPR7	[RAPR7-001]	45	38.4644	-78.4115	Staunton R.	0.98	0.011	0.009	98-1.1-0.9
670	RAPR8	[RAPR8-051]	39	38.4644	-78.4115	Staunton R.	0.979	0.011	0.01	97.9-1.1-1
671	RAPR9	[RAPR9-001]	50	38.4472	-78.3651	Rapidan R.	0.969	0.018	0.012	96.9-1.8-1.2
673	SANR10	[WRC008-001]	20	36.075153	-81.786286	Bucks Timber Creek	0.008	0.978	0.014	0.8-97.8-1.4
675	SANR12	[WRC010-001]	20	35.9847383	-81.856655	Harper Creek	0.206	0.786	0.009	20.6-78.6-0.9
676	SANR13	[WRC013-001]	20	36.0941433	-81.6457927	Left Fork Mulberry Creek	0.082	0.881	0.037	8.2-88.1-3.7
677	SANR14	[WRC014-001]	20	36.0909312	-81.7941819	Little Wilson Creek	0.005	0.979	0.016	0.5-97.9-1.6
678	SANR15	[WRC015-001]	20	36.067003	-81.630581	Mulberry Creek	0.008	0.98	0.012	0.8-98-1.2
680	SANR17	[WRC017-001]	20	35.9596683	-81.888163	Upper Creek	0.267	0.725	0.009	26.7-72.5-0.9
681	SANR18	[WRC018-001]	20	36.0896361	-81.7737879	UT Anthony Creek (@ Headwaters Club)	0.011	0.982	0.007	1.1-98.2-0.7
682	SANR19	[WRC020-001]	20	35.9413001	-81.863064	UT Steels Creek (@ USFS Rd. 496)	0.524	0.466	0.01	52.4-46.6-1
683	SANR2	[WRC011-001]	20	35.596247	-81.706086	Henry Fork	0.99	0.004	0.005	99-0.4-0.5
684	SANR20	[WRC021-001]	20	36.0894111	-81.8022855	Wilson Creek	0.005	0.975	0.019	0.5-97.5-1.9
686	SANR22	[WRC002-001]	20	35.183939	-82.531411	Uncles Creek (above falls)	0.969	0.006	0.024	96.9-0.6-2.4
687	SANR23	[WRC392-001]	36	35.893897	-81.97595	UT Honeycutt Creek	0.015	0.93	0.055	1.5-93-5.5
690	SANR4	[WRC019-001]	20	35.9573661	-81.9253382	UT Linville River	0.04	0.95	0.01	4-95-1
691	SANR5	[WRC006-001]	20	35.793128	-82.141186	Bee Rock Creek	0.014	0.971	0.015	1.4-97.1-1.5
695	SANR9	[WRC007-001]	20	35.907003	-81.860933	Buck Creek	0.985	0.009	0.006	98.5-0.9-0.6
697	SAV_GA1	[GA01-001]	38	34.987823	-83.272426	Ammons Creek	0.007	0.981	0.012	0.7-98.1-1.2
698	SAV_GA10	[GA10-001]	30	34.953095	-83.539133	Flat Branch	0.008	0.973	0.018	0.8-97.3-1.8
699	SAV_GA12	[GA12-001]	30	34.911669	-83.313096	Tuckaluge Creek	0.034	0.918	0.048	3.4-91.8-4.8
700	SAV_GA22	[GA22-001]	30	34.860172	-83.644773	Perry Cove	0.384	0.6	0.016	38.4-60-1.6
701	SAV_GA23	[GA23-001]	30	34.883037	-83.604608	Lindsey Branch	0.01	0.969	0.021	1-96.9-2.1
702	SAV_GA8	[GA08-001]	30	34.869109	-83.622943	North Moccasin Creek	0.259	0.718	0.022	25.9-71.8-2.2
704	SAVR10	[WRC265-001]	20	35.0458446	-83.0576443	UT Whitewater River (@Heady Mtn. Gap)	0.534	0.253	0.213	53.4-25.3-21.3
705	SAVR11	[WRC266-001]	16	35.017875	-83.2746057	West Fork Overflow Creek	0.848	0.123	0.029	84.8-12.3-2.9
708	SAVR4	[WRC257-001]	20	35.0258694	-83.2390669	East Fork Overflow Creek (above and below Glenn Falls)	0.458	0.524	0.018	45.8-52.4-1.8
709	SAVR5	[WRC258-001]	20	35.0112651	-83.1217918	Glade Creek	0.068	0.903	0.029	6.8-90.3-2.9
710	SAVR6	[WRC259-001]	16	35.16205	-82.928467	Indian Creek	0.864	0.03	0.106	86.4-3-10.6
712	SAVR8	[WRC263-001]	20	35.0799787	-82.9970572	UT Thompson River (@NC 281 above Reid Creek)	0.728	0.18	0.092	72.8-18-9.2
714	SC01	[SC01-001]	60	34.962301	-83.097877	King Creek	0.006	0.814	0.18	0.6-81.4-18
715	SC02	[SC02-001]	60	34.942555	-83.09442	Crane Creek	0.008	0.93	0.062	0.8-93-6.2
717	IOWR1	[IOWR1-001]	53	43.4179	-91.9378	South Pine Creek	0.951	0.029	0.02	95.1-2.9-2
718	ISRO1	[ISRO1-001]	28	47.9335	-89.1055	Washington Creek	0.923	0.031	0.046	92.3-3.1-4.6
719	ISRO2	[ISRO2-001]	29	47.9212	-89.0752	Grace Creek	0.889	0.029	0.082	88.9-2.9-8.2
721	ISRO4	[ISRO4-001]	56	48.1127	-88.5697	Tobin Harbor	0.83	0.055	0.114	83-5.5-11.4
722	LACR1	[LACR1-001]	50	44.0877	-90.8523	Soper Creek	0.844	0.127	0.029	84.4-12.7-2.9
723	NEFS1	[NEFS1-001]	50	46.6565	-53.2144	Freshwater R.	0.981	0.009	0.01	98.1-0.9-1
724	NEFS2	[NEFS2-001]	36	46.6374	-53.1604	Watern Cove	0.956	0.035	0.009	95.6-3.5-0.9
725	NYNS1	[NY18-001]	30	40.863817	-73.200704	Nissequoque Creek	0.986	0.006	0.008	98.6-0.6-0.8
726	QUEM1	[QUEM1-001]	50	51.4174	-72.9409	Pepeshquasati R.	0.958	0.009	0.033	95.8-0.9-3.3
727	QUEM2	[QUEM2-001]	43	51.3628	-72.7588	Cheno R.	0.955	0.008	0.037	95.5-0.8-3.7
728	WISR1	[WISR1-001]	50	43.397	-89.6521	Parfrey's Glen Creek	0.971	0.01	0.019	97.1-1-1.9
729	WISR2	[WISR2-001]	49	43.4897	-90.3664	Melancthon Creek	0.944	0.033	0.023	94.4-3.3-2.3
730	WISR3	[WISR3-001]	50	43.2845	-90.3306	Ash Creek	0.954	0.018	0.028	95.4-1.8-2.8
731	MACS1	[MACS1-001]	81	41.594	-70.5066	Quashnet R., Cape Cod	0.988	0.005	0.006	98.8-0.5-0.6
732	MACS2	[MACS2-001]	49	41.5842	-70.5022	Red Brook, Cape Cod	0.988	0.005	0.007	98.8-0.5-0.7
733	MACS3	[MACS3-001]	28	41.6337	-70.4518	Santuit R., Cape Cod	0.969	0.016	0.015	96.9-1.6-1.5
734	MACS4	[MACS4-001]	43	41.6245	-70.481	Mashpee R., Cape Cod	0.976	0.013	0.01	97.6-1.3-1
735	NYLC1	[DS02-001]	30	44.288799	-73.52619	Spruce Mill Brook	0.986	0.007	0.007	98.6-0.7-0.7
736	NYLC2	[DS01-001]	32	44.298636	-73.742629	Styles Brook	0.983	0.008	0.008	98.3-0.8-0.8
737	VTLC1	[VTLC1-01]	50	44.1647	-72.8934	Slide Brook	0.968	0.023	0.009	96.8-2.3-0.9
738	VTLC2	[VTLC2-01]	50	43.8135	-72.9649	Kettle Brook	0.97	0.019	0.011	97-1.9-1.1
739	VTLM	[VTLM-01]	50	44.7845	-71.995	Bald Mountain Brook	0.975	0.014	0.012	97.5-1.4-1.2
740	NYCS1	[NYCS1-001]	40	40.762	-73.1492	Connetquot R.	0.99	0.004	0.005	99-0.4-0.5
741	NYCS2	[NY18-061]	30	40.771759	-73.156219	Connetquot R.	0.979	0.01	0.011	97.9-1-1.1
742	NYSS1	[NY18-031]	30	40.772389	-72.993351	Swan River	0.981	0.008	0.01	98.1-0.8-1
747	HUDR2	[HUDR2-01]	23	41.2902	-73.9943	Timp Brook	0.958	0.035	0.007	95.8-3.5-0.7
749	PASR1	[PASR1-01]	31	41.1571	-74.1386	Torne Brook	0.969	0.008	0.024	96.9-0.8-2.4
764	ACAD1	[ACAD1-001]	56	44.2869	-68.3478	Marshall Brook	0.986	0.006	0.007	98.6-0.6-0.7
765	ACAD2	[ACAD2-001]	55	44.2691	-68.3514	Lurvey Brook	0.977	0.009	0.014	97.7-0.9-1.4
766	ACAD3	[ACAD3-001]	55	44.314	-68.2246	Hunters Brook	0.986	0.006	0.008	98.6-0.6-0.8
767	ACAD4	[ACAD4-001]	55	44.3099	-68.2445	Stanley Brook	0.987	0.007	0.006	98.7-0.7-0.6
768	ACAD5	[ACAD5-001]	50	44.3177	-68.2557	Jordan Stream	0.986	0.009	0.006	98.6-0.9-0.6
769	ACAD6	[ACAD6-001]	41	44.3164	-68.2874	Hadlock Brook	0.987	0.005	0.008	98.7-0.5-0.8
770	CONR4	[CONR4-01]	50	42.8204	-72.969	Lamb Brook	0.962	0.024	0.014	96.2-2.4-1.4
771	CONR5	[CONR5-001]	37	42.7453	-72.3089	Brickyard Brook	0.98	0.013	0.007	98-1.3-0.7
773	CONR7	[CONR7-001]	50	42.639722	-72.988889	Manning Brook	0.975	0.008	0.017	97.5-0.8-1.7
774	NYHL	[NYHL-01]	31	43.6004	-74.8187	Horn Lake	0.845	0.117	0.038	84.5-11.7-3.8
775	NYLT	[NYLT-01]	42	44.0377	-74.6115	Little Tupper Lake	0.982	0.008	0.01	98.2-0.8-1
776	NYWP	[NYWP-01]	56	44.331	-74.6272	Windfall Pond	0.963	0.027	0.01	96.3-2.7-1
777	KENR1	[KENR1-01]	33	45.3877	-69.963	Cold Stream	0.988	0.008	0.004	98.8-0.8-0.4
779	KENR3	[KENR3-001]	41	44.9152	-71.0926	Dead Diamond River	0.984	0.009	0.008	98.4-0.9-0.8
780	KENR4	[KENR4-001]	27	44.9697	-71.1533	Little Diamond River	0.985	0.008	0.007	98.5-0.8-0.7
783	KENR7	[KENR7-01]	33	44.6721	-70.3593	Alder Brook	0.981	0.014	0.005	98.1-1.4-0.5
784	PENR1	[PENR1-01]	30	45.1431	-68.2845	Lord Brook	0.988	0.007	0.005	98.8-0.7-0.5
785	PENR2	[PENR2-01]	59	44.8541	-68.8232	Kenduskeag Stream	0.987	0.007	0.006	98.7-0.7-0.6
786	STGE1	[STGE1-01]	30	44.4392	-69.2209	Thompson Brook	0.987	0.008	0.005	98.7-0.8-0.5
788	MERR3	[MERR3-001]	20	42.7217	-71.5525	Flints Brook	0.977	0.01	0.012	97.7-1-1.2
789	MERR4	[MERR4-001]	20	42.7978	-71.5511	Witches Brook	0.968	0.018	0.014	96.8-1.8-1.4
790	MERR5	[MERR5-001]	20	42.8114	-71.9175	Meadow Brook	0.986	0.008	0.006	98.6-0.8-0.6
791	MERR6	[MERR6-001]	19	43.1464	-71.8806	Sand Brook	0.986	0.007	0.006	98.6-0.7-0.6
792	PISR1	[PISR1-001]	30	43.1339	-70.9697	Chelsey Brook	0.987	0.007	0.006	98.7-0.7-0.6
793	SACR1	[SACR1-001]	30	43.77	-71.2511	White Brook	0.989	0.005	0.006	98.9-0.5-0.6
794	CRLE1	[CRLE1-01]	26	41.5	-81.2804	Leech Stream	0.483	0.504	0.013	48.3-50.4-1.3
795	CRLE2	[CRLE2-01]	50	41.563	-81.2187	Woodie Brook	0.487	0.491	0.022	48.7-49.1-2.2
796	CRLE3	[CRLE3-01]	59	41.5526	-81.234	Spring Brook	0.494	0.477	0.029	49.4-47.7-2.9
797	OHAR1	[OHAR1-01]	50	42.0363	-78.4609	Two Mile Creek	0.173	0.818	0.009	17.3-81.8-0.9
798	OHAR2	[OHAR2-102]	47	41.7532	-78.0554	Allegheny R.	0.501	0.478	0.022	50.1-47.8-2.2
799	OHAR3	[OHAR3-101]	62	41.2378	-79.3223	Clarion R.	0.602	0.346	0.052	60.2-34.6-5.2
800	PA42_Lower	[PA42-048]	43	41.576103	-77.016626	Salt Spring Run (lower)	0.924	0.018	0.058	92.4-1.8-5.8
801	PA42_Upper	[PA42-091]	33	41.578088	-77.017383	Salt Spring Run (upper)	0.957	0.02	0.022	95.7-2-2.2
802	Ramsey	[UOG-001]	50	41.28714	-77.32458	Ramsey Run	0.902	0.074	0.023	90.2-7.4-2.3
803	Boone	[UOG-051]	50	41.35392	-77.36207	Boone Run	0.954	0.017	0.03	95.4-1.7-3
804	Dam	[UOG-251]	50	41.32943	-77.34448	Dam Run	0.968	0.011	0.02	96.8-1.1-2
805	Cedar	[UOG-101]	50	41.61398	-77.50751	Cedar Run	0.958	0.019	0.023	95.8-1.9-2.3
806	Sebring	[UOG-151]	29	41.44963	-77.42755	Sebring Branch Mill Run	0.88	0.018	0.102	88-1.8-10.2
807	Francis	[UOG-201]	50	41.5527	-77.61581	Francis Branch Slate Run	0.938	0.027	0.035	93.8-2.7-3.5
808	CONR1	[CONR1-01]	36	44.4434	-71.3048	Unnamed	0.963	0.027	0.01	96.3-2.7-1
809	CONR2	[CONR2-01]	40	44.4743	-71.3453	Brandy Brook	0.963	0.016	0.021	96.3-1.6-2.1
813	HUDR1	[HUDR1-01]	50	42.7814	-73.1452	Broad Brook	0.976	0.013	0.011	97.6-1.3-1.1
814	MD31	[MD31-001]	50	39.6886	-76.7787	Silver Run	0.946	0.04	0.014	94.6-4-1.4
815	MD32	[MD32-001]	50	39.8248	-76.778	Walker Run	0.95	0.033	0.016	95-3.3-1.6
817	SUSR1	[SUSR1-01]	50	40.8982	-78.0105	Smays Run	0.938	0.024	0.038	93.8-2.4-3.8
818	SUSR2	[SUSR2-01]	50	40.9334	-78.0128	Benner Run	0.918	0.053	0.03	91.8-5.3-3
