unique_id	bar_type	drain_tot	drain_bar	strkm_tot	strkm_bar	upstr_bars	slope_perc	Q2_m3_s	w_W_m2_ST	obs_date	jurisdiction	nhs	crossing_id	featureid
2032	3	134.7093	10.0349	206.2494951	16.23544648	156	0.82	45.33588092	147.3124693	NA	2	0	MA_MA02291	201477957
2033	1	134.7093	0	206.2563696	0.006874537	157	0.82	45.335881	147.312469	NA	2	0	xy4264658872620122	201477957
2038	1	1.0602	1.0602	1.161470855	1.161470855	0	8.75	0.774241	205.423766	6/25/2014	0	0	xy4265369072703831	201477962
2041	1	0.09	0.09	0.059135409	0.059135409	0	4.58	0.17337	50.881101	NA	0	0	xy4264692972691219	201477963
2043	1	1.1565	1.1565	0.09846052	0.09846052	0	4.7	1.545374	155.89038	10/29/2014	2	0	xy4270144672916593	201477974
2044	2	2.2059	1.0494	1.904875183	1.806414663	1	4.7	1.545374	155.89038	10/29/2014	2	0	xy4268812872909310	201477974
2051	1	0.3681	0.3681	0.628626749	0.628626749	0	5.26	1.050385	143.835053	6/30/2014	2	0	xy4264758572665904	201477980
2053	1	0.1791	0.1791	0.355381843	0.355381843	0	6.94	0.087883	54.892984	5/7/2015	2	0	xy4265806572674362	201477980
2054	2	0.9036	0.0783	1.191790128	0.191048755	2	4.05	0.548429	80.023898	6/23/2014	2	0	xy4265277672668727	201477980
2055	1	0.8253	0.6462	1.000741373	0.645359531	1	4.05	0.548429	80.023898	6/23/2014	2	0	xy4265418072669624	201477980
2057	1	0.8991	0.8991	0.685862991	0.685862991	0	3.47	0.665088	75.504619	5/14/2015	2	0	xy4268385172873076	201477999
2059	1	0.4761	0.4761	0.590828364	0.590828364	0	4.98	0.346989	78.269332	6/30/2014	0	0	xy4264919872675938	201478005
2060	1	1.0584	0.2619	1.494432383	0.136418517	4	4.9	0.708625	110.054796	7/1/2014	2	0	xy4264228772673774	201478005
2061	1	0.7965	0.2871	1.358013866	0.577902218	3	4.9	0.708625	110.054796	7/1/2014	2	0	xy4264290872675025	201478005
2062	2	0.4797	0.0036	0.653311489	0.062483125	1	4.98	0.346989	78.269332	6/30/2014	2	0	xy4264870372675613	201478005
2063	1	0.5094	0.0297	0.780111648	0.126800159	2	4.98	0.346989	78.269332	6/30/2014	2	0	xy4264775572675388	201478005
2065	1	0.0792	0.0792	0.310855681	0.310855681	0	0.89	0.679912	19.580372	10/31/2014	1	1	xy4261779172591120	201478060
2066	1	0.8388	0.7596	1.016985537	0.706129856	1	0.89	0.679912	19.580372	11/12/2014	1	1	xy4262280972588631	201478060
2067	1	17.5248	0.9783	20.81943079	2.295552351	16	3.36	7.393184	243.758429	6/23/2014	2	0	xy4262699672591236	201478012
2068	1	17.5248	0	20.84015912	0.020728325	17	3.36	7.393184	243.758429	NA	NA	NA	xy4262703672591476	201478012
2071	1	0.1278	0.1278	0.478511364	0.478511364	0	7.46	0.544415	146.861684	NA	2	0	xy4267338772825798	201478028
2072	1	0.9135	0.7857	1.170146286	0.691634923	1	7.99	1.583542	268.266305	9/19/2014	2	0	xy4267109672832762	201478028
2074	3	8.0523	3.3669	7.257525156	3.262823455	5	3.6500001	5.131840486	220.6145143	NA	NA	NA	MA_MA02885	201478049
2075	2	8.1225	0.0702	7.313539178	0.056014023	6	11.72	5.188169	712.261237	9/19/2014	2	0	xy4267100972847924	201478049
2078	1	1.1799	1.1799	1.196879962	1.196879962	0	2.64	1.565423	88.130124	6/23/2014	2	0	xy4264389872593869	201478011
2081	1	0.0027	0.0027	0.018549595	0.018549595	0	0.61	0.303829	8.971174	6/17/2015	0	0	xy4265663372714284	201478033
2082	1	0.0171	0.0144	0.089466795	0.0709172	1	0.61	0.303829	8.971174	6/17/2015	2	0	xy4265726472714367	201478033
2083	1	0.4653	0.4482	0.564011632	0.474544837	2	0.61	0.303829	8.971174	6/17/2015	1	0	xy4266128372714798	201478033
2085	2	220.4298	1.6038	281.4099153	3.654153187	216	0.39	70.649922	87.46314	6/25/2014	2	0	xy4265819272714850	201478033
2086	2	221.1129	0.6831	282.039317	0.629401692	217	0.39	70.649922	87.46314	6/25/2014	1	0	xy4265375472714613	201478033
2089	1	3.0195	1.8693	3.842959152	2.622352888	2	7.33	1.525667	241.567476	6/27/2014	2	0	xy4264935772712466	201478034
2095	1	1.089	1.089	1.6486026	1.6486026	0	6.21	0.791366	147.395725	9/19/2014	2	0	xy4267104172848906	201478048
2099	1	3.87	1.5399	5.86119706	2.5463478	9	1.59	2.156922	62.304439	5/31/2016	2	0	xy4263975172666694	201478063
2103	1	0.7569	0.7569	0.780305356	0.780305356	0	4.08	0.605937	84.738053	10/20/2014	2	0	xy4270162472927834	201478070
2104	1	2.7432	0.3303	3.178443025	0.345825973	2	5.99	1.843908	217.020669	9/10/2014	2	0	xy4268168072922260	201478070
2105	1	2.4129	1.656	2.832617052	2.052311696	1	5.99	1.843908	217.020669	10/28/2014	2	0	xy4268458172922581	201478070
2107	1	0.8586	0.8586	1.110670004	1.110670004	0	7.57	0.878654	189.325707	6/30/2014	2	0	xy4263898372648623	201478076
2108	1	1.7082	0.8496	2.210069324	1.099399321	1	7.57	0.878654	189.325707	6/25/2014	2	0	xy4263013372645831	201478147
2116	2	3.3759	3.3273	5.068106436	4.940421748	2	9.01	2.093809	347.854806	6/27/2014	2	0	xy4264349972715381	201478084
2119	1	654.0948	7.2837	680.5484028	8.820049928	361	22.75	205.437305	8700.128897	NA	0	0	xy4268552372977541	201478155
2122	1	1.9224	1.9224	1.217959656	1.217959656	0	19.48	1.646197	666.859732	8/26/2014	2	0	xy4269184172975268	201478085
2124	1	0.2736	0.2736	1.380281236	1.380281236	0	58.89	0.428808	1028.910543	NA	0	0	xy4268692872963191	201478090
2125	1	0.2799	0.0063	1.438203441	0.057922205	1	0.79	0.465489	14.38091	NA	NA	NA	xy4268742372963373	201478090
2134	1	0.0441	0.0441	0.096556968	0.096556968	0	7.79	0.299931	113.828909	NA	0	0	xy4264580672696062	201478104
2135	1	0.0486	0.0045	0.127684688	0.03112772	1	7.79	0.299931	113.828909	NA	0	0	xy4264577272696414	201478104
2137	1	0.3393	0.3393	0.110156141	0.110156141	0	7.92	0.728625	180.377335	9/19/2014	2	0	xy4267325772818460	201478107
2140	1	1.4517	1.4517	1.684357965	1.684357965	0	7.29	1.083762	202.487942	8/27/2014	2	0	xy4265846872814926	201478217
2144	1	9.5319	0.8253	15.87466292	1.7253012	16	4.07	5.137211	246.128986	6/23/2014	2	0	xy4263424972657788	201478115
2145	2	9.8424	0.3105	16.31338799	0.438725072	17	4.07	5.137211	246.128986	6/25/2014	2	0	xy4263144972656005	201478115
2147	2	4.3542	0.6363	7.268687071	1.120836431	4	2.94	3.999871	156.882673	6/25/2014	2	0	xy4263448172664200	201478152
2148	1	8.7066	0.4824	14.14936172	1.019477589	15	5.03	4.21825	275.637795	6/25/2014	2	0	xy4263591972662665	201478115
2151	1	0.7722	0.7722	0.920870455	0.920870455	0	6.49	1.396423	204.624575	10/20/2014	2	0	xy4269357272932437	201478121
2152	2	1.8945	1.0647	2.888283063	1.79361278	2	6.49	1.396423	204.624575	9/10/2014	2	0	xy4267794272925213	201478121
2153	1	0.8298	0.0576	1.094670283	0.173799828	1	6.49	1.396423	204.624575	10/20/2014	2	0	xy4269220472931733	201478121
2154	2	30.6333	5.3361	36.29325848	6.343921063	28	4.7	15.696527	496.825931	10/13/2014	2	0	xy4266542572935157	201478297
2157	1	0.9162	0.9162	1.387879092	1.387879092	0	7.17	0.920813	183.573343	7/7/2014	0	0	xy4264655672720703	201478123
2158	1	1.0917	0.1755	1.530062905	0.142183813	1	7.17	0.920813	183.573343	6/25/2014	0	0	xy4264548372719870	201478123
2159	2	1.188	0.0963	1.692265284	0.162202379	2	7.17	0.920813	183.573343	6/25/2014	1	0	xy4264413072719498	201478123
2161	1	0.9801	0.9801	0.853696615	0.853696615	0	20.02	0.741087	459.836257	8/28/2014	2	0	xy4266413372851825	201478133
2162	1	11.2914	1.0998	11.59386732	1.778028926	9	3.94	6.453766	267.059161	8/28/2014	0	0	xy4265890172857171	201478192
2166	1	0.1296	0.1296	0.265060614	0.265060614	0	2.6	0.60074	53.767671	6/13/2016	2	0	xy4262281572609727	201478134
2170	1	2.1366	2.1366	2.913248325	2.913248325	0	4.64	1.465554	149.873055	6/24/2014	2	0	xy4262522672631811	201478137
2171	1	2.2293	0.0927	3.084618909	0.171370584	1	4.64	1.465554	149.873055	6/24/2014	2	0	xy4262440172630220	201478137
2173	1	16.5708	0.3546	27.44645804	1.66498488	24	2.19	6.917088	153.677539	6/25/2014	2	0	xy4262156072624910	201478137
2176	1	0.6957	0.6957	0.45662514	0.45662514	0	17.39	1.192495	506.678479	8/26/2014	2	0	xy4269297872993619	201478144
2178	1	13.3272	1.7766	21.41906397	2.895606652	20	2.29	6.901932	160.518629	6/25/2014	2	0	xy4262979972645512	201478147
2179	2	13.9869	0.6597	22.69685426	1.277790286	21	2.29	6.901932	160.518629	6/24/2014	2	0	xy4262277772635536	201478147
2183	1	3.7179	2.7621	6.14785064	4.596992403	3	4.01	1.869186	146.276741	6/30/2014	2	0	xy4263380572666789	201478152
2185	1	0.4419	0.4419	0.717288613	0.717288613	0	8.15	0.891704	205.33953	7/1/2014	2	0	xy4263334572685298	201478156
2188	1	0.3969	0.3969	0.552773589	0.552773589	0	7.06	0.410198	120.64414	7/1/2014	2	0	xy4263902172685107	201478156
2189	1	0.5139	0.117	0.833569624	0.280796035	1	7.06	0.410198	120.64414	7/1/2014	2	0	xy4263698672683216	201478156
2190	1	5.3712	1.4526	6.653524231	2.762610218	2	15.83	3.20244	755.833301	NA	2	0	xy4268405972978757	201478160
2192	1	3.2229	3.2229	3.434288873	3.434288873	0	8.01	3.778389	415.422946	8/26/2014	2	0	xy4268803072998862	201478163
2197	1	1.152	1.152	1.191244741	1.191244741	0	12.69	0.0203	48.44	6/27/2014	2	0	xy4263605672725547	201478171
2198	1	1.1655	0.0135	1.301635242	0.110390501	1	12.69	0.0203	48.44	10/30/2014	2	0	xy4263672672726492	201478171
2200	1	0.9099	0.9099	0.834951295	0.834951295	0	6.78	1.715676	236.947431	10/9/2014	2	0	xy4267602472881255	201478181
2203	1	0.0477	0.0477	0.075421853	0.075421853	0	19.26	0.268774	266.412548	9/2/2015	2	0	xy4265387372801407	201478182
2205	1	2.5965	1.9746	3.296825232	2.706988896	3	9.75	2.517645	412.768447	9/4/2014	2	0	xy4264767472789447	201478182
2208	1	0.2295	0.2295	0.165797952	0.165797952	0	7.18	1.410748	227.53792	6/22/2015	2	0	xy4266505472792417	201478182
2209	1	0.5742	0.3447	0.514414483	0.348616531	1	7.18	1.410748	227.53792	9/22/2014	2	0	xy4266321772789469	201478182
2211	2	0.837	0.837	1.08762504	1.08762504	0	13.54	0.764907	315.956824	9/4/2014	2	0	xy4265031172788346	201478183
2212	1	231.8715	2.0097	297.4436972	3.49941407	229	2.3	88.813022	578.323423	5/19/2016	0	0	xy4263684572727239	201478184
2215	1	0.8199	0.8199	1.079184535	1.079184535	0	7.16	1.658924	246.054294	10/9/2014	2	0	xy4267543372888684	201478188
2216	2	2.7891	1.0044	2.987221295	0.693148275	2	7.16	1.658924	246.054294	10/13/2014	2	0	xy4266275772876216	201478367
2217	1	1.7847	0.9648	2.294073021	1.214888485	1	7.16	1.658924	246.054294	10/9/2014	2	0	xy4266598572882383	201478188
2218	1	7.4529	6.5538	9.315753823	8.629890831	1	4.05	4.403339	226.751805	8/28/2014	NA	NA	xy4266604372856506	201478191
2220	1	0.81	0.81	1.013220938	1.013220938	0	1.27	0.579344	25.791495	6/18/2015	2	0	xy4261174372579364	201478193
2221	1	0.936	0.0684	1.420829468	0.140252241	2	1.27	0.579344	25.791495	NA	1	0	xy4261036572583543	201478193
2222	1	0.9396	0.0036	1.45748525	0.036655782	3	1.27	0.579344	25.791495	NA	1	14	xy4261011772583837	201478193
2223	1	0.9414	0.0018	1.498538416	0.041053165	4	1.27	0.579344	25.791495	NA	1	14	xy4260977872584017	201478193
2224	1	0.9459	0.0045	1.549084206	0.05054579	5	1.27	0.579344	25.791495	NA	1	0	xy4260935272584228	201478193
2226	1	0.8676	0.0576	1.280577228	0.26735629	1	1.27	0.579344	25.791495	10/7/2014	2	0	xy4261126672582382	201478193
2227	1	3.7377	3.7377	5.190348451	5.190348451	0	10.11	1.695638	351.254908	NA	2	0	xy4263751372736423	201478196
2228	2	3.7557	0.018	5.280518423	0.090169971	1	10.11	1.695638	351.254908	7/8/2014	2	0	xy4263725872735667	201478196
2230	2	232.8642	0.3573	299.9886397	0.669018798	232	1	69.237502	222.011427	6/25/2014	1	0	xy4263573572732404	201478199
2232	2	0.3528	0.3528	1.336718537	1.336718537	0	17.96	0.559232	358.34966	6/27/2014	2	0	xy4263212372722628	201478203
2233	1	0.6354	0.2826	1.875923723	0.539205187	1	17.96	0.559232	358.34966	6/27/2014	2	0	xy4263538872726631	201478203
2234	1	2.2536	1.3077	3.376031933	1.826947727	6	1.23	1.324647	37.771111	NA	1	0	xy4260954272586300	201478241
2235	1	2.2536	0	3.382022043	0.00599011	7	1.23	1.324647	37.771111	NA	1	15	xy4260957772586355	201478241
2242	1	6.4044	1.1727	7.408391918	1.603135037	6	5.66	4.084611	305.208338	8/8/2014	2	0	xy4264546672814280	201478341
2245	1	0.4734	0.4734	0.331024144	0.331024144	0	7.7	1.37149	240.597839	8/28/2014	2	0	xy4266082072825621	201478216
2246	1	0.9828	0.5094	1.009460131	0.678435987	1	7.7	1.37149	240.597839	8/28/2014	2	0	xy4265543572824013	201478216
2247	1	4.1589	2.3679	4.607283973	2.812769868	2	5.68	2.827473	254.830962	8/27/2014	2	0	xy4265067072813889	201478217
2248	1	4.2489	0.09	4.79579675	0.188512777	3	5.68	2.827473	254.830962	8/8/2014	2	0	xy4264923972814319	201478217
2252	2	0.5769	0.5769	0.067423867	0.067423867	0	13.76	0.464262	250.152445	10/30/2014	0	0	xy4263807972745481	201478229
2253	2	0.7893	0.2124	0.708294445	0.640870578	1	13.76	0.464262	250.152445	6/25/2014	2	0	xy4263414372740291	201478229
2255	1	1.0224	0.5778	2.360167635	1.612658606	2	9.68	1.299552	294.426427	NA	0	0	xy4264684072753193	201478229
2256	1	1.791	0.7686	4.177921025	1.81775339	3	9.68	1.299552	294.426427	6/25/2014	2	0	xy4263579772739234	201478229
2259	1	0.4005	0.4005	0.729306129	0.729306129	0	9.13	0.391829	152.483882	NA	0	0	xy4265145972754853	201478229
2260	1	0.4446	0.0441	0.747509029	0.0182029	1	9.13	0.391829	152.483882	NA	0	0	xy4265134772754694	201478229
2262	1	0.2817	0.2817	0.246482823	0.246482823	0	5.36	0.558486	106.874876	8/19/2014	0	0	xy4270847973046878	201478231
2263	1	1.836	0.1557	2.601481495	0.611188467	3	4.09	1.59575	137.851148	8/20/2014	2	0	xy4268933173046621	201478267
2265	1	1.6803	0.0216	1.990293028	0.113592301	2	4.09	1.59575	137.851148	8/20/2014	1	14	xy4269394173049844	201478231
2266	1	1.6587	1.377	1.876700727	1.630217904	1	4.09	1.59575	137.851148	8/20/2014	2	0	xy4269478673050571	201478231
2268	1	1.0116	1.0116	0.555266941	0.555266941	0	3.52	3.638673	179.15082	8/20/2014	2	0	xy4270854573035328	201478232
2269	1	4.0095	2.9979	3.083866733	2.528599792	1	3.52	3.638673	179.15082	8/20/2014	1	14	xy4269494873042266	201478232
2271	1	27.5499	0.4473	37.02015791	0.909249436	46	2.26	10.841619	198.545538	10/31/2014	1	0	xy4260666472611988	201478288
2272	1	27.5688	0.0189	37.06039443	0.040236516	47	2.26	10.841619	198.545538	10/31/2014	1	1	xy4260661472612476	201478288
2273	1	27.5733	0.0045	37.09202362	0.031629186	48	2.26	10.841619	198.545538	10/31/2014	1	0	xy4260662972612864	201478288
2275	1	23.2857	4.3101	29.55397411	6.72343598	23	1.38	10.644413	120.12809	10/31/2014	1	1	xy4261036472607189	201478240
2276	1	23.2902	0.0045	29.60009728	0.046123161	24	1.38	10.644413	120.12809	NA	1	1	xy4260997672606998	201478240
2278	1	0.0297	0.0297	0.270556108	0.270556108	0	1.97	0.220991	24.709142	6/19/2015	2	0	xy4261585172597487	201478240
2279	1	0.0396	0.0099	0.363641695	0.093085588	1	1.97	0.220991	24.709142	6/9/2015	0	0	xy4261587072598619	201478240
2280	1	0.1413	0.1017	0.528438441	0.164796746	2	1.97	0.220991	24.709142	NA	NA	NA	xy4261616872600544	201478240
2282	3	3.6243	0.4041	5.942386968	0.916984531	18	1.1900001	1.78874885	42.46452763	NA	NA	NA	MA_MA01545	201478241
2283	1	3.636	0.0117	6.068407994	0.126021026	19	1.69	1.83932	61.153309	9/24/2014	2	0	xy4260825172601199	201478241
2284	1	3.8124	0.1764	6.510811202	0.442403208	20	3.73	1.849277	135.336342	NA	NA	NA	xy4261059772603950	201478241
2285	1	2.7234	0.117	4.229858968	0.394142199	13	0.57	1.605054	19.267452	6/13/2016	2	0	xy4261055372589165	201478241
2286	1	2.9043	0.1809	4.53638475	0.306525782	14	0.57	1.605054	19.267452	6/19/2015	2	0	xy4260915072592256	201478241
2287	1	3.0672	0.1629	4.643203619	0.106818869	15	0.57	1.605054	19.267452	6/19/2015	2	0	xy4260885072593356	201478241
2288	1	3.1131	0.0459	4.823370345	0.180166727	16	0.57	1.605054	19.267452	6/19/2015	2	0	xy4260880072595351	201478241
2290	1	0.1071	0.1071	0.202032092	0.202032092	0	1.17	0.218333	14.586483	6/18/2015	0	0	xy4261288072596400	201478241
2292	1	0.0351	0.0351	0.067824536	0.067824536	0	1.67	0.267844	23.060166	6/18/2015	0	0	xy4261356272583831	201478241
2293	1	0.3456	0.3105	0.340898907	0.273074371	1	1.67	0.267844	23.060166	NA	1	0	xy4261186072585949	201478241
2294	1	0.3465	0.0009	0.368715882	0.027816975	2	1.67	0.267844	23.060166	NA	1	14	xy4261171172586223	201478241
2295	1	0.3501	0.0036	0.421607378	0.052891496	3	1.67	0.267844	23.060166	NA	1	14	xy4261142772586742	201478241
2296	1	0.3528	0.0027	0.453694726	0.032087349	4	1.67	0.267844	23.060166	NA	1	0	xy4261125572587057	201478241
2298	1	0.1305	0.1305	0.31721543	0.31721543	0	11.74	0.369894	190.507237	4/21/2016	2	0	xy4268855573056766	201478266
2300	1	1.5156	1.3851	1.957206708	1.639991278	1	3.79	1.380585	118.816127	8/19/2014	2	0	xy4268753773048106	201478266
2305	1	0.1008	0.1008	0.296988166	0.296988166	0	20.72	0.167505	226.260509	4/21/2016	2	0	xy4267987473013996	201478284
2309	1	0.027	0.027	0.231864138	0.231864138	0	20.21	0.150078	208.896004	6/23/2015	2	0	xy4268142173014709	201478284
2311	1	1.1988	1.1988	1.155170959	1.155170959	0	13.19	1.263019	395.507208	8/26/2014	2	0	xy4268578373010362	201478285
2313	1	1.0332	1.0332	0.953272574	0.953272574	0	24.48	0.49771	460.791254	NA	NA	NA	xy4266892072958042	201478286
2316	1	666.369	3.3228	695.4262175	3.120410015	369	1.18	230.032126	477.508235	NA	NA	NA	xy4267428572995132	201478342
2318	1	3.5802	2.2536	5.103880507	3.419857243	3	11.64	2.185342	459.110591	NA	2	0	xy4267489772995614	201478294
2320	1	1.1142	1.1142	1.903580248	1.903580248	0	2.94	0.835833	71.715295	5/12/2015	2	0	xy4268414972943849	201478296
2321	1	3.9213	2.8071	4.389410604	2.485830355	1	7.47	2.211621	296.401609	9/10/2014	2	0	xy4266397272937489	201478411
2324	2	240.6339	1.4337	312.2191396	2.063765934	241	0.92	68.385488	202.989906	7/10/2014	2	0	xy4262760372737010	201478298
2327	1	0.9207	0.9207	2.050351423	2.050351423	0	12.68	0.594505	260.856388	5/18/2016	1	0	xy4262745772736291	201478299
2330	1	6.3837	2.1726	6.260756449	2.543540047	7	3.42	3.646206	174.241407	9/24/2014	2	0	xy4261198272632919	201478362
2331	1	6.5106	0.1269	7.13219521	0.871438761	8	3.42	3.646206	174.241407	9/24/2014	2	0	xy4261169472624664	201478362
2332	3	185.787	9.5535	284.8008159	13.53797177	219	0.33	65.26304614	71.12990992	NA	NA	NA	MA_MA02290	201478306
2336	2	0.8109	0.8109	1.479097321	1.479097321	0	6.22	0.607843	129.38704	9/4/2014	2	0	xy4263954772780218	201478310
2340	1	0.4185	0.4185	0.825716087	0.825716087	0	7.52	0.984796	199.111115	8/19/2014	2	0	xy4268303473054470	201478326
2341	1	0.6048	0.1863	1.396486935	0.570770848	1	7.52	0.984796	199.111115	8/19/2014	2	0	xy4268297573047895	201478326
2344	1	0.7794	0.7794	1.713033456	1.713033456	0	6.43	1.20024	187.953158	8/19/2014	2	0	xy4267697873050452	201478401
2345	1	1.1313	0.3519	2.173191414	0.460157958	1	6.43	1.20024	187.953158	8/19/2014	2	0	xy4267650273046016	201478401
2347	1	1.1016	1.1016	0.967869144	0.967869144	0	14.9	0.624794	314.238473	8/8/2014	2	0	xy4263899572815424	201478340
2350	1	0.3222	0.3222	0.636561874	0.636561874	0	16.47	0.359912	263.63106	6/22/2015	2	0	xy4263411272802289	201478355
2353	1	5.5629	1.6569	7.51036576	2.267026085	7	4.36	2.59293	187.321017	9/4/2014	2	0	xy4263425972796244	201478356
2355	1	0.2484	0.2484	0.202729815	0.202729815	0	23.77	0.303341	349.300925	NA	0	0	xy4264630872800220	201478356
2356	1	0.4725	0.2241	0.858889403	0.656159589	1	23.77	0.303341	349.300925	NA	2	0	xy4264252672794481	201478356
2361	1	0.4239	0.4239	0.691808722	0.691808722	0	9.65	0.339026	149.916128	11/12/2014	1	14	xy4260868572652343	201478362
2364	1	1.764	0.9459	1.59482424	0.848339865	2	3.7	2.126282	143.951686	7/17/2014	2	0	xy4261173572667433	201478362
2365	2	3.7872	1.9296	3.025407679	1.243585175	5	3.7	2.126282	143.951686	7/17/2014	0	0	xy4260949872654989	201478362
2366	1	1.8576	0.0765	1.781822504	0.122344974	4	3.7	2.126282	143.951686	7/17/2014	2	0	xy4261305472666734	201478362
2367	1	1.7811	0.0171	1.65947753	0.064653289	3	3.7	2.126282	143.951686	7/17/2014	1	14	xy4261229072667468	201478362
2369	1	0.7551	0.7551	0.533485735	0.533485735	0	3.84	0.48472	71.331478	5/31/2016	2	0	xy4261167372672567	201478362
2370	1	0.8181	0.063	0.746484375	0.212998641	1	4.36	0.524242	84.228126	7/17/2014	1	14	xy4261022472671143	201478362
2372	1	0.4185	0.4185	1.03149005	1.03149005	0	11.68	0.609485	243.29266	5/13/2015	0	0	xy4267252072970779	201478364
2373	1	0.9459	0.5274	2.11069473	1.079204679	1	11.68	0.609485	243.29266	NA	NA	NA	xy4266443272970163	201478364
2377	1	0.018	0.018	0.056827409	0.056827409	0	20.83	0.498834	392.529184	5/19/2015	2	0	xy4265184372970416	201478366
2378	1	0.6012	0.5832	1.493301315	1.436473906	1	20.83	0.498834	392.529184	8/27/2014	2	0	xy4266346772967268	201478366
2379	2	6.5385	2.8395	6.152685817	2.330513226	4	3.44	4.083817	185.479639	10/13/2014	2	0	xy4265827772871160	201478367
2380	2	7.5429	0.5328	7.532629665	0.870088103	6	3.44	4.083817	185.479639	10/13/2014	2	0	xy4264715772865997	201478367
2382	2	7.0101	0.4716	6.662541562	0.509855745	5	3.44	4.083817	185.479639	10/9/2014	2	0	xy4265434772868442	201478367
2383	2	20.1555	1.4112	22.61180533	1.702184188	12	2.89	13.27651	280.959968	8/28/2014	2	0	xy4265259672860632	201478368
2385	1	0.1134	0.1134	0.025325906	0.025325906	0	24.44	0.62237	514.434574	5/18/2015	1	14	xy4267088173014510	201478374
2386	1	0.585	0.4014	0.703490302	0.507619957	2	24.44	0.62237	514.434574	8/26/2014	2	0	xy4267091573006603	201478374
2388	1	0.1836	0.0702	0.195870346	0.17054444	1	24.44	0.62237	514.434574	5/18/2015	2	0	xy4267081973012506	201478374
2389	2	1.827	1.0314	2.685390212	1.757153321	4	10.66	1.223117	314.554406	8/26/2014	2	0	xy4267007672992801	201478374
2391	1	0.2106	0.2106	0.224746588	0.224746588	0	23.97	0.285085	341.475471	6/26/2015	2	0	xy4267350573006009	201478374
2393	1	1.3149	1.3149	1.645966719	1.645966719	0	15.62	0.921518	400.071401	8/26/2014	2	0	xy4266372872990277	201478482
2394	1	1.3149	0	1.651292162	0.005325444	1	15.62	0.921518	400.071401	5/19/2015	2	0	xy4266377672990279	201478482
2395	1	1.3203	0.0054	1.680292771	0.029000609	2	15.62	0.921518	400.071401	5/19/2015	2	0	xy4266403572990293	201478482
2396	1	1.3716	0.0513	1.908865869	0.228573097	3	15.62	0.921518	400.071401	8/26/2014	2	0	xy4266556972988611	201478482
2397	1	1.386	0.0144	2.03504054	0.126174671	4	15.62	0.921518	400.071401	8/26/2014	2	0	xy4266656272987930	201478482
2399	2	670.7682	1.1862	701.4533137	1.306665422	380	0.39	224.530099	155.92168	8/26/2014	2	0	xy4266642772986499	201478421
2404	1	0.6156	0.6156	0.130741357	0.130741357	0	9.54	0.700445	213.029583	10/9/2014	2	0	xy4265558672899894	201478386
2408	1	12.3426	3.2454	17.08373007	5.871496786	12	2.18	8.383132	168.408613	NA	NA	NA	xy4267527573035265	201478402
2414	1	0.0036	0.0036	0.060073098	0.060073098	0	4.35	2.083757	167.53959	NA	NA	NA	xy4269180673030402	201478403
2415	1	2.4561	2.4525	2.101401481	2.041328383	1	4.35	2.083757	167.53959	NA	NA	NA	xy4267528473029480	201478403
2416	2	35.3646	0.81	41.79161337	1.108944286	31	3.39	17.800781	381.613621	10/13/2014	2	0	xy4265683072935259	201478411
2417	2	35.3898	0.0252	41.97073781	0.179124438	32	3.39	17.800781	381.613621	10/13/2014	2	0	xy4265577572936593	201478411
2418	2	35.3916	0.0018	42.03178569	0.061047882	33	3.39	17.800781	381.613621	10/13/2014	NA	NA	xy4265528172936894	201478411
2421	1	1.5939	1.5939	0.924253882	0.924253882	0	0.67	1.126071	18.969778	NA	NA	NA	xy4260197872622638	201478412
2422	1	1.7271	0.1332	1.615805552	0.69155167	1	0.67	1.126071	18.969778	6/12/2015	2	0	xy4259759072620007	201478412
2423	1	1.8702	0.0009	1.872709781	0.027971686	3	0.67	1.126071	18.969778	NA	1	1	xy4259671472617218	201478412
2425	1	1.8693	0.1422	1.844738095	0.228932543	2	0.67	1.126071	18.969778	10/31/2014	1	1	xy4259677472617551	201478412
2427	2	214.3584	0.8703	323.2377967	1.036648877	270	0.28	65.147012	60.298973	10/28/2014	1	1	xy4260272772615134	201478413
2428	2	214.3647	0.0063	323.2640344	0.026237723	271	0.28	65.147012	60.298973	10/28/2014	1	1	xy4260253972614942	201478413
2430	2	213.4881	0.1278	322.2011478	0.308308236	269	0.97	64.938601	208.558475	10/21/2014	2	0	xy4260571172613953	201478413
2432	1	1.044	1.044	1.270114081	1.270114081	0	21.08	1.348939	653.237896	8/27/2014	2	0	xy4266052472976144	201478453
2434	2	1047.3579	13.6557	1157.824494	14.93089398	752	0.03	253.096614	12.734123	11/20/2014	1	14	xy4261857772747068	201478436
2437	1	0.9711	0.9711	0.723462924	0.723462924	0	3.97	0.394393	66.521174	6/19/2015	1	14	xy4262142872758915	201478435
2438	1	0.0513	0.0513	0.632222317	0.632222317	1	27.63	0.049492	164.003431	7/22/2014	2	0	xy4261981672738125	201478592
2440	3	1047.537	0.1791	1158.061806	0.237311568	753	0.51	253.4210408	216.6187944	NA	NA	NA	MA_MA00460	201478436
2442	1	1.7163	1.7163	1.975398762	1.975398762	0	12.12	1.245469	360.889065	10/13/2014	2	0	xy4265114972930252	201478442
2443	1	1.7172	0.0009	2.012826149	0.037427387	1	12.12	1.245469	360.889065	10/13/2014	NA	NA	xy4265098372930651	201478442
2447	1	0.4356	0.4356	0.688988804	0.688988804	0	10.34	12.495806	975.230577	10/13/2014	2	0	xy4264745672872477	201478449
